#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1319    0.64998E+03   -0.43665E+02    0.70466E-09   -0.43665E+02    0.29712E+02   -0.24613E-09    0.70466E-09   -0.24613E-09    0.17330E-14
  1320    0.65040E+03   -0.44348E+02    0.70977E-09   -0.44348E+02    0.29640E+02   -0.24548E-09    0.70977E-09   -0.24548E-09    0.17276E-14
  1321    0.65088E+03   -0.45024E+02    0.71494E-09   -0.45024E+02    0.29564E+02   -0.24481E-09    0.71494E-09   -0.24481E-09    0.17221E-14
  1322    0.65141E+03   -0.45690E+02    0.72016E-09   -0.45690E+02    0.29483E+02   -0.24412E-09    0.72016E-09   -0.24412E-09    0.17167E-14
  1323    0.65199E+03   -0.46347E+02    0.72541E-09   -0.46347E+02    0.29398E+02   -0.24340E-09    0.72541E-09   -0.24340E-09    0.17114E-14
  1324    0.65263E+03   -0.46997E+02    0.73067E-09   -0.46997E+02    0.29310E+02   -0.24267E-09    0.73067E-09   -0.24267E-09    0.17060E-14
  1325    0.65331E+03   -0.47636E+02    0.73591E-09   -0.47636E+02    0.29219E+02   -0.24191E-09    0.73591E-09   -0.24191E-09    0.17007E-14
  1326    0.65404E+03   -0.48267E+02    0.74112E-09   -0.48267E+02    0.29124E+02   -0.24113E-09    0.74112E-09   -0.24113E-09    0.16953E-14
  1327    0.65481E+03   -0.48888E+02    0.74628E-09   -0.48888E+02    0.29026E+02   -0.24033E-09    0.74628E-09   -0.24033E-09    0.16900E-14
  1328    0.65565E+03   -0.49497E+02    0.75135E-09   -0.49497E+02    0.28924E+02   -0.23951E-09    0.75135E-09   -0.23951E-09    0.16847E-14
  1329    0.65652E+03   -0.50097E+02    0.75634E-09   -0.50097E+02    0.28818E+02   -0.23866E-09    0.75634E-09   -0.23866E-09    0.16795E-14
  1330    0.65744E+03   -0.50687E+02    0.76120E-09   -0.50687E+02    0.28709E+02   -0.23780E-09    0.76120E-09   -0.23780E-09    0.16742E-14
  1331    0.65841E+03   -0.51265E+02    0.76593E-09   -0.51265E+02    0.28596E+02   -0.23691E-09    0.76593E-09   -0.23691E-09    0.16690E-14
  1332    0.65941E+03   -0.51834E+02    0.77050E-09   -0.51834E+02    0.28480E+02   -0.23600E-09    0.77050E-09   -0.23600E-09    0.16638E-14
  1333    0.66046E+03   -0.52389E+02    0.77489E-09   -0.52389E+02    0.28360E+02   -0.23507E-09    0.77489E-09   -0.23507E-09    0.16586E-14
  1334    0.66155E+03   -0.52935E+02    0.77908E-09   -0.52935E+02    0.28238E+02   -0.23411E-09    0.77908E-09   -0.23411E-09    0.16535E-14
  1335    0.66267E+03   -0.53469E+02    0.78305E-09   -0.53469E+02    0.28112E+02   -0.23313E-09    0.78305E-09   -0.23313E-09    0.16483E-14
  1336    0.66385E+03   -0.53989E+02    0.78678E-09   -0.53989E+02    0.27983E+02   -0.23213E-09    0.78678E-09   -0.23213E-09    0.16432E-14
  1337    0.66506E+03   -0.54499E+02    0.79025E-09   -0.54499E+02    0.27850E+02   -0.23111E-09    0.79025E-09   -0.23111E-09    0.16381E-14
  1338    0.66630E+03   -0.54996E+02    0.79344E-09   -0.54996E+02    0.27715E+02   -0.23007E-09    0.79344E-09   -0.23007E-09    0.16330E-14
  1339    0.66758E+03   -0.55482E+02    0.79632E-09   -0.55482E+02    0.27576E+02   -0.22900E-09    0.79632E-09   -0.22900E-09    0.16279E-14
  1340    0.66890E+03   -0.55955E+02    0.79888E-09   -0.55955E+02    0.27435E+02   -0.22791E-09    0.79888E-09   -0.22791E-09    0.16228E-14
  1341    0.67025E+03   -0.56415E+02    0.80110E-09   -0.56415E+02    0.27292E+02   -0.22679E-09    0.80110E-09   -0.22679E-09    0.16178E-14
  1342    0.67162E+03   -0.56863E+02    0.80295E-09   -0.56863E+02    0.27145E+02   -0.22566E-09    0.80295E-09   -0.22566E-09    0.16128E-14
  1343    0.67304E+03   -0.57297E+02    0.80442E-09   -0.57297E+02    0.26995E+02   -0.22450E-09    0.80442E-09   -0.22450E-09    0.16078E-14
  1344    0.67449E+03   -0.57718E+02    0.80548E-09   -0.57718E+02    0.26842E+02   -0.22331E-09    0.80548E-09   -0.22331E-09    0.16028E-14
  1345    0.67595E+03   -0.58125E+02    0.80612E-09   -0.58125E+02    0.26688E+02   -0.22211E-09    0.80612E-09   -0.22211E-09    0.15979E-14
  1346    0.67746E+03   -0.58520E+02    0.80630E-09   -0.58520E+02    0.26530E+02   -0.22088E-09    0.80630E-09   -0.22088E-09    0.15929E-14
  1347    0.67899E+03   -0.58901E+02    0.80602E-09   -0.58901E+02    0.26370E+02   -0.21963E-09    0.80602E-09   -0.21963E-09    0.15880E-14
  1348    0.68054E+03   -0.59268E+02    0.80526E-09   -0.59268E+02    0.26207E+02   -0.21835E-09    0.80526E-09   -0.21835E-09    0.15831E-14
  1349    0.68213E+03   -0.59621E+02    0.80398E-09   -0.59621E+02    0.26041E+02   -0.21705E-09    0.80398E-09   -0.21705E-09    0.15782E-14
  1350    0.68373E+03   -0.59960E+02    0.80217E-09   -0.59960E+02    0.25874E+02   -0.21573E-09    0.80217E-09   -0.21573E-09    0.15733E-14
  1351    0.68536E+03   -0.60285E+02    0.79982E-09   -0.60285E+02    0.25704E+02   -0.21438E-09    0.79982E-09   -0.21438E-09    0.15685E-14
  1352    0.68700E+03   -0.60595E+02    0.79696E-09   -0.60595E+02    0.25532E+02   -0.21301E-09    0.79696E-09   -0.21301E-09    0.15636E-14
  1353    0.68867E+03   -0.60892E+02    0.79362E-09   -0.60892E+02    0.25359E+02   -0.21162E-09    0.79362E-09   -0.21162E-09    0.15588E-14
  1354    0.69035E+03   -0.61174E+02    0.78983E-09   -0.61174E+02    0.25183E+02   -0.21021E-09    0.78983E-09   -0.21021E-09    0.15540E-14
  1355    0.69206E+03   -0.61442E+02    0.78564E-09   -0.61442E+02    0.25005E+02   -0.20877E-09    0.78564E-09   -0.20877E-09    0.15492E-14
  1356    0.69379E+03   -0.61697E+02    0.78107E-09   -0.61697E+02    0.24826E+02   -0.20732E-09    0.78107E-09   -0.20732E-09    0.15444E-14
  1357    0.69553E+03   -0.61935E+02    0.77617E-09   -0.61935E+02    0.24644E+02   -0.20585E-09    0.77617E-09   -0.20585E-09    0.15397E-14
  1358    0.69727E+03   -0.62157E+02    0.77096E-09   -0.62157E+02    0.24460E+02   -0.20436E-09    0.77096E-09   -0.20436E-09    0.15350E-14
  1359    0.69903E+03   -0.62367E+02    0.76549E-09   -0.62367E+02    0.24275E+02   -0.20285E-09    0.76549E-09   -0.20285E-09    0.15302E-14
  1360    0.70078E+03   -0.62560E+02    0.75979E-09   -0.62560E+02    0.24090E+02   -0.20132E-09    0.75979E-09   -0.20132E-09    0.15255E-14
  1361    0.70256E+03   -0.62739E+02    0.75389E-09   -0.62739E+02    0.23901E+02   -0.19978E-09    0.75389E-09   -0.19978E-09    0.15209E-14
  1362    0.70434E+03   -0.62902E+02    0.74783E-09   -0.62902E+02    0.23711E+02   -0.19822E-09    0.74783E-09   -0.19822E-09    0.15162E-14
  1363    0.70612E+03   -0.63052E+02    0.74165E-09   -0.63052E+02    0.23520E+02   -0.19665E-09    0.74165E-09   -0.19665E-09    0.15116E-14
  1364    0.70789E+03   -0.63186E+02    0.73538E-09   -0.63186E+02    0.23328E+02   -0.19506E-09    0.73538E-09   -0.19506E-09    0.15069E-14
  1365    0.70975E+03   -0.63303E+02    0.72906E-09   -0.63303E+02    0.23134E+02   -0.19346E-09    0.72906E-09   -0.19346E-09    0.15023E-14
  1366    0.71154E+03   -0.63408E+02    0.72273E-09   -0.63408E+02    0.22939E+02   -0.19185E-09    0.72273E-09   -0.19185E-09    0.14977E-14
  1367    0.71333E+03   -0.63496E+02    0.71641E-09   -0.63496E+02    0.22742E+02   -0.19023E-09    0.71641E-09   -0.19023E-09    0.14931E-14
  1368    0.71520E+03   -0.63569E+02    0.71014E-09   -0.63569E+02    0.22546E+02   -0.18860E-09    0.71014E-09   -0.18860E-09    0.14886E-14
  1369    0.71700E+03   -0.63627E+02    0.70396E-09   -0.63627E+02    0.22348E+02   -0.18695E-09    0.70396E-09   -0.18695E-09    0.14840E-14
  1370    0.71880E+03   -0.63670E+02    0.69791E-09   -0.63670E+02    0.22149E+02   -0.18530E-09    0.69791E-09   -0.18530E-09    0.14795E-14
  1371    0.72060E+03   -0.63697E+02    0.69202E-09   -0.63697E+02    0.21950E+02   -0.18364E-09    0.69202E-09   -0.18364E-09    0.14750E-14
  1372    0.72240E+03   -0.63710E+02    0.68633E-09   -0.63710E+02    0.21750E+02   -0.18197E-09    0.68633E-09   -0.18197E-09    0.14705E-14
  1373    0.72421E+03   -0.63707E+02    0.68086E-09   -0.63707E+02    0.21549E+02   -0.18029E-09    0.68086E-09   -0.18029E-09    0.14660E-14
  1374    0.72602E+03   -0.63689E+02    0.67567E-09   -0.63689E+02    0.21348E+02   -0.17861E-09    0.67567E-09   -0.17861E-09    0.14615E-14
  1375    0.72783E+03   -0.63656E+02    0.67077E-09   -0.63656E+02    0.21146E+02   -0.17692E-09    0.67077E-09   -0.17692E-09    0.14571E-14
  1376    0.72964E+03   -0.63608E+02    0.66622E-09   -0.63608E+02    0.20944E+02   -0.17523E-09    0.66622E-09   -0.17523E-09    0.14526E-14
  1377    0.73146E+03   -0.63546E+02    0.66204E-09   -0.63546E+02    0.20743E+02   -0.17353E-09    0.66204E-09   -0.17353E-09    0.14482E-14
  1378    0.73328E+03   -0.63468E+02    0.65826E-09   -0.63468E+02    0.20539E+02   -0.17183E-09    0.65826E-09   -0.17183E-09    0.14438E-14
  1379    0.73503E+03   -0.63375E+02    0.65494E-09   -0.63375E+02    0.20337E+02   -0.17013E-09    0.65494E-09   -0.17013E-09    0.14394E-14
  1380    0.73678E+03   -0.63268E+02    0.65209E-09   -0.63268E+02    0.20133E+02   -0.16842E-09    0.65209E-09   -0.16842E-09    0.14351E-14
  1381    0.73853E+03   -0.63145E+02    0.64976E-09   -0.63145E+02    0.19930E+02   -0.16672E-09    0.64976E-09   -0.16672E-09    0.14307E-14
  1382    0.74014E+03   -0.63007E+02    0.64798E-09   -0.63007E+02    0.19727E+02   -0.16501E-09    0.64798E-09   -0.16501E-09    0.14264E-14
  1383    0.74190E+03   -0.62856E+02    0.64679E-09   -0.62856E+02    0.19524E+02   -0.16331E-09    0.64679E-09   -0.16331E-09    0.14220E-14
  1384    0.74352E+03   -0.62689E+02    0.64622E-09   -0.62689E+02    0.19322E+02   -0.16160E-09    0.64622E-09   -0.16160E-09    0.14177E-14
  1385    0.74513E+03   -0.62508E+02    0.64631E-09   -0.62508E+02    0.19119E+02   -0.15990E-09    0.64631E-09   -0.15990E-09    0.14134E-14
  1386    0.74675E+03   -0.62312E+02    0.64709E-09   -0.62312E+02    0.18917E+02   -0.15820E-09    0.64709E-09   -0.15820E-09    0.14091E-14
  1387    0.74830E+03   -0.62102E+02    0.64860E-09   -0.62102E+02    0.18716E+02   -0.15651E-09    0.64860E-09   -0.15651E-09    0.14049E-14
  1388    0.75000E+03   -0.61879E+02    0.65088E-09   -0.61879E+02    0.18514E+02   -0.15481E-09    0.65088E-09   -0.15481E-09    0.14006E-14
  1389    0.75156E+03   -0.61640E+02    0.65395E-09   -0.61640E+02    0.18313E+02   -0.15313E-09    0.65395E-09   -0.15313E-09    0.13964E-14
  1390    0.75305E+03   -0.61388E+02    0.65786E-09   -0.61388E+02    0.18114E+02   -0.15145E-09    0.65786E-09   -0.15145E-09    0.13922E-14
  1391    0.75461E+03   -0.61123E+02    0.66265E-09   -0.61123E+02    0.17915E+02   -0.14977E-09    0.66265E-09   -0.14977E-09    0.13880E-14
  1392    0.75610E+03   -0.60843E+02    0.66834E-09   -0.60843E+02    0.17716E+02   -0.14811E-09    0.66834E-09   -0.14811E-09    0.13838E-14
  1393    0.75759E+03   -0.60550E+02    0.67497E-09   -0.60550E+02    0.17519E+02   -0.14645E-09    0.67497E-09   -0.14645E-09    0.13796E-14
  1394    0.75902E+03   -0.60244E+02    0.68258E-09   -0.60244E+02    0.17322E+02   -0.14480E-09    0.68258E-09   -0.14480E-09    0.13755E-14
  1395    0.76044E+03   -0.59924E+02    0.69121E-09   -0.59924E+02    0.17126E+02   -0.14316E-09    0.69121E-09   -0.14316E-09    0.13713E-14
  1396    0.76187E+03   -0.59592E+02    0.70088E-09   -0.59592E+02    0.16932E+02   -0.14153E-09    0.70088E-09   -0.14153E-09    0.13672E-14
  1397    0.76323E+03   -0.59247E+02    0.71164E-09   -0.59247E+02    0.16738E+02   -0.13991E-09    0.71164E-09   -0.13991E-09    0.13631E-14
  1398    0.76452E+03   -0.58888E+02    0.72352E-09   -0.58888E+02    0.16545E+02   -0.13830E-09    0.72352E-09   -0.13830E-09    0.13590E-14
  1399    0.76581E+03   -0.58517E+02    0.73655E-09   -0.58517E+02    0.16355E+02   -0.13671E-09    0.73655E-09   -0.13671E-09    0.13549E-14
  1400    0.76711E+03   -0.58133E+02    0.75078E-09   -0.58133E+02    0.16166E+02   -0.13513E-09    0.75078E-09   -0.13513E-09    0.13508E-14
  1401    0.76833E+03   -0.57737E+02    0.76622E-09   -0.57737E+02    0.15976E+02   -0.13356E-09    0.76622E-09   -0.13356E-09    0.13468E-14
  1402    0.76956E+03   -0.57330E+02    0.78284E-09   -0.57330E+02    0.15790E+02   -0.13201E-09    0.78284E-09   -0.13201E-09    0.13427E-14
  1403    0.77072E+03   -0.56909E+02    0.80061E-09   -0.56909E+02    0.15605E+02   -0.13047E-09    0.80061E-09   -0.13047E-09    0.13387E-14
  1404    0.77181E+03   -0.56478E+02    0.81948E-09   -0.56478E+02    0.15422E+02   -0.12894E-09    0.81948E-09   -0.12894E-09    0.13347E-14
  1405    0.77297E+03   -0.56034E+02    0.83940E-09   -0.56034E+02    0.15239E+02   -0.12742E-09    0.83940E-09   -0.12742E-09    0.13307E-14
  1406    0.77399E+03   -0.55580E+02    0.86034E-09   -0.55580E+02    0.15060E+02   -0.12591E-09    0.86034E-09   -0.12591E-09    0.13267E-14
  1407    0.77494E+03   -0.55114E+02    0.88225E-09   -0.55114E+02    0.14881E+02   -0.12442E-09    0.88225E-09   -0.12442E-09    0.13227E-14
  1408    0.77604E+03   -0.54638E+02    0.90509E-09   -0.54638E+02    0.14704E+02   -0.12293E-09    0.90509E-09   -0.12293E-09    0.13187E-14
  1409    0.77692E+03   -0.54150E+02    0.92882E-09   -0.54150E+02    0.14530E+02   -0.12145E-09    0.92882E-09   -0.12145E-09    0.13148E-14
  1410    0.77788E+03   -0.53652E+02    0.95339E-09   -0.53652E+02    0.14356E+02   -0.11998E-09    0.95339E-09   -0.11998E-09    0.13109E-14
  1411    0.77876E+03   -0.53144E+02    0.97876E-09   -0.53144E+02    0.14185E+02   -0.11851E-09    0.97876E-09   -0.11851E-09    0.13069E-14
  1412    0.77958E+03   -0.52625E+02    0.10049E-08   -0.52625E+02    0.14017E+02   -0.11706E-09    0.10049E-08   -0.11706E-09    0.13030E-14
  1413    0.78025E+03   -0.52097E+02    0.10318E-08   -0.52097E+02    0.13850E+02   -0.11560E-09    0.10318E-08   -0.11560E-09    0.12992E-14
  1414    0.78100E+03   -0.51558E+02    0.10593E-08   -0.51558E+02    0.13686E+02   -0.11416E-09    0.10593E-08   -0.11416E-09    0.12953E-14
  1415    0.78168E+03   -0.51010E+02    0.10874E-08   -0.51010E+02    0.13524E+02   -0.11271E-09    0.10874E-08   -0.11271E-09    0.12914E-14
  1416    0.78236E+03   -0.50453E+02    0.11162E-08   -0.50453E+02    0.13364E+02   -0.11128E-09    0.11162E-08   -0.11128E-09    0.12876E-14
  1417    0.78289E+03   -0.49888E+02    0.11455E-08   -0.49888E+02    0.13206E+02   -0.10984E-09    0.11455E-08   -0.10984E-09    0.12837E-14
  1418    0.78343E+03   -0.49312E+02    0.11753E-08   -0.49312E+02    0.13051E+02   -0.10841E-09    0.11753E-08   -0.10841E-09    0.12799E-14
  1419    0.78389E+03   -0.48729E+02    0.12056E-08   -0.48729E+02    0.12898E+02   -0.10697E-09    0.12056E-08   -0.10697E-09    0.12761E-14
  1420    0.78436E+03   -0.48138E+02    0.12363E-08   -0.48138E+02    0.12748E+02   -0.10554E-09    0.12363E-08   -0.10554E-09    0.12723E-14
  1421    0.78476E+03   -0.47538E+02    0.12673E-08   -0.47538E+02    0.12600E+02   -0.10411E-09    0.12673E-08   -0.10411E-09    0.12685E-14
  1422    0.78516E+03   -0.46931E+02    0.12987E-08   -0.46931E+02    0.12455E+02   -0.10268E-09    0.12987E-08   -0.10268E-09    0.12647E-14
  1423    0.78542E+03   -0.46316E+02    0.13304E-08   -0.46316E+02    0.12313E+02   -0.10125E-09    0.13304E-08   -0.10125E-09    0.12610E-14
  1424    0.78575E+03   -0.45694E+02    0.13624E-08   -0.45694E+02    0.12173E+02   -0.99812E-10    0.13624E-08   -0.99812E-10    0.12572E-14
  1425    0.78593E+03   -0.45065E+02    0.13946E-08   -0.45065E+02    0.12036E+02   -0.98375E-10    0.13946E-08   -0.98375E-10    0.12535E-14
  1426    0.78605E+03   -0.44428E+02    0.14269E-08   -0.44428E+02    0.11902E+02   -0.96934E-10    0.14269E-08   -0.96934E-10    0.12498E-14
  1427    0.78624E+03   -0.43785E+02    0.14593E-08   -0.43785E+02    0.11771E+02   -0.95489E-10    0.14593E-08   -0.95489E-10    0.12461E-14
  1428    0.78629E+03   -0.43137E+02    0.14919E-08   -0.43137E+02    0.11642E+02   -0.94039E-10    0.14919E-08   -0.94039E-10    0.12424E-14
  1429    0.78626E+03   -0.42481E+02    0.15244E-08   -0.42481E+02    0.11517E+02   -0.92584E-10    0.15244E-08   -0.92584E-10    0.12387E-14
  1430    0.78624E+03   -0.41820E+02    0.15570E-08   -0.41820E+02    0.11394E+02   -0.91123E-10    0.15570E-08   -0.91123E-10    0.12350E-14
  1431    0.78614E+03   -0.41153E+02    0.15895E-08   -0.41153E+02    0.11274E+02   -0.89655E-10    0.15895E-08   -0.89655E-10    0.12314E-14
  1432    0.78598E+03   -0.40481E+02    0.16220E-08   -0.40481E+02    0.11157E+02   -0.88180E-10    0.16220E-08   -0.88180E-10    0.12278E-14
  1433    0.78589E+03   -0.39804E+02    0.16543E-08   -0.39804E+02    0.11043E+02   -0.86696E-10    0.16543E-08   -0.86696E-10    0.12241E-14
  1434    0.78565E+03   -0.39122E+02    0.16864E-08   -0.39122E+02    0.10933E+02   -0.85203E-10    0.16864E-08   -0.85203E-10    0.12205E-14
  1435    0.78534E+03   -0.38435E+02    0.17183E-08   -0.38435E+02    0.10824E+02   -0.83701E-10    0.17183E-08   -0.83701E-10    0.12169E-14
  1436    0.78504E+03   -0.37745E+02    0.17500E-08   -0.37745E+02    0.10720E+02   -0.82188E-10    0.17500E-08   -0.82188E-10    0.12133E-14
  1437    0.78459E+03   -0.37050E+02    0.17814E-08   -0.37050E+02    0.10618E+02   -0.80664E-10    0.17814E-08   -0.80664E-10    0.12097E-14
  1438    0.78414E+03   -0.36353E+02    0.18124E-08   -0.36353E+02    0.10519E+02   -0.79129E-10    0.18124E-08   -0.79129E-10    0.12062E-14
  1439    0.78361E+03   -0.35650E+02    0.18430E-08   -0.35650E+02    0.10424E+02   -0.77581E-10    0.18430E-08   -0.77581E-10    0.12026E-14
  1440    0.78310E+03   -0.34945E+02    0.18732E-08   -0.34945E+02    0.10332E+02   -0.76020E-10    0.18732E-08   -0.76020E-10    0.11991E-14
  1441    0.78251E+03   -0.34239E+02    0.19030E-08   -0.34239E+02    0.10243E+02   -0.74445E-10    0.19030E-08   -0.74445E-10    0.11955E-14
  1442    0.78184E+03   -0.33529E+02    0.19322E-08   -0.33529E+02    0.10157E+02   -0.72856E-10    0.19322E-08   -0.72856E-10    0.11920E-14
  1443    0.78111E+03   -0.32815E+02    0.19609E-08   -0.32815E+02    0.10075E+02   -0.71252E-10    0.19609E-08   -0.71252E-10    0.11885E-14
  1444    0.78037E+03   -0.32100E+02    0.19889E-08   -0.32100E+02    0.99955E+01   -0.69631E-10    0.19889E-08   -0.69631E-10    0.11850E-14
  1445    0.77950E+03   -0.31384E+02    0.20164E-08   -0.31384E+02    0.99202E+01   -0.67994E-10    0.20164E-08   -0.67994E-10    0.11815E-14
  1446    0.77869E+03   -0.30665E+02    0.20431E-08   -0.30665E+02    0.98469E+01   -0.66340E-10    0.20431E-08   -0.66340E-10    0.11781E-14
  1447    0.77767E+03   -0.29943E+02    0.20692E-08   -0.29943E+02    0.97779E+01   -0.64667E-10    0.20692E-08   -0.64667E-10    0.11746E-14
  1448    0.77672E+03   -0.29223E+02    0.20944E-08   -0.29223E+02    0.97125E+01   -0.62976E-10    0.20944E-08   -0.62976E-10    0.11712E-14
  1449    0.77570E+03   -0.28501E+02    0.21189E-08   -0.28501E+02    0.96490E+01   -0.61266E-10    0.21189E-08   -0.61266E-10    0.11677E-14
  1450    0.77461E+03   -0.27779E+02    0.21425E-08   -0.27779E+02    0.95899E+01   -0.59535E-10    0.21425E-08   -0.59535E-10    0.11643E-14
  1451    0.77352E+03   -0.27057E+02    0.21652E-08   -0.27057E+02    0.95343E+01   -0.57784E-10    0.21652E-08   -0.57784E-10    0.11609E-14
  1452    0.77228E+03   -0.26336E+02    0.21870E-08   -0.26336E+02    0.94814E+01   -0.56012E-10    0.21870E-08   -0.56012E-10    0.11575E-14
  1453    0.77105E+03   -0.25613E+02    0.22079E-08   -0.25613E+02    0.94321E+01   -0.54221E-10    0.22079E-08   -0.54221E-10    0.11541E-14
  1454    0.76982E+03   -0.24891E+02    0.22278E-08   -0.24891E+02    0.93864E+01   -0.52411E-10    0.22278E-08   -0.52411E-10    0.11507E-14
  1455    0.76851E+03   -0.24170E+02    0.22468E-08   -0.24170E+02    0.93434E+01   -0.50582E-10    0.22468E-08   -0.50582E-10    0.11474E-14
  1456    0.76713E+03   -0.23452E+02    0.22648E-08   -0.23452E+02    0.93048E+01   -0.48735E-10    0.22648E-08   -0.48735E-10    0.11440E-14
  1457    0.76561E+03   -0.22734E+02    0.22818E-08   -0.22734E+02    0.92682E+01   -0.46871E-10    0.22818E-08   -0.46871E-10    0.11407E-14
  1458    0.76416E+03   -0.22017E+02    0.22978E-08   -0.22017E+02    0.92359E+01   -0.44990E-10    0.22978E-08   -0.44990E-10    0.11373E-14
  1459    0.76263E+03   -0.21301E+02    0.23128E-08   -0.21301E+02    0.92064E+01   -0.43092E-10    0.23128E-08   -0.43092E-10    0.11340E-14
