#    L    TT             EE             BB             TE          
  1173    0.10856E+04    0.12994E+02    0.82998E-01   -0.11059E+02
  1174    0.10825E+04    0.13067E+02    0.82967E-01   -0.10382E+02
  1175    0.10793E+04    0.13144E+02    0.82934E-01   -0.97150E+01
  1176    0.10760E+04    0.13225E+02    0.82901E-01   -0.90592E+01
  1177    0.10728E+04    0.13310E+02    0.82867E-01   -0.84142E+01
  1178    0.10694E+04    0.13398E+02    0.82831E-01   -0.77805E+01
  1179    0.10661E+04    0.13491E+02    0.82795E-01   -0.71583E+01
  1180    0.10627E+04    0.13587E+02    0.82758E-01   -0.65478E+01
  1181    0.10593E+04    0.13685E+02    0.82720E-01   -0.59493E+01
  1182    0.10557E+04    0.13787E+02    0.82680E-01   -0.53631E+01
  1183    0.10522E+04    0.13892E+02    0.82640E-01   -0.47893E+01
  1184    0.10486E+04    0.13999E+02    0.82599E-01   -0.42281E+01
  1185    0.10450E+04    0.14111E+02    0.82557E-01   -0.36797E+01
  1186    0.10413E+04    0.14225E+02    0.82514E-01   -0.31443E+01
  1187    0.10376E+04    0.14343E+02    0.82470E-01   -0.26222E+01
  1188    0.10339E+04    0.14463E+02    0.82425E-01   -0.21137E+01
  1189    0.10301E+04    0.14586E+02    0.82379E-01   -0.16185E+01
  1190    0.10263E+04    0.14711E+02    0.82333E-01   -0.11372E+01
  1191    0.10224E+04    0.14840E+02    0.82285E-01   -0.66959E+00
  1192    0.10185E+04    0.14971E+02    0.82237E-01   -0.21609E+00
  1193    0.10146E+04    0.15104E+02    0.82187E-01    0.22333E+00
  1194    0.10107E+04    0.15240E+02    0.82137E-01    0.64864E+00
  1195    0.10068E+04    0.15379E+02    0.82086E-01    0.10596E+01
  1196    0.10027E+04    0.15521E+02    0.82034E-01    0.14557E+01
  1197    0.99872E+03    0.15664E+02    0.81981E-01    0.18374E+01
  1198    0.99466E+03    0.15809E+02    0.81928E-01    0.22033E+01
  1199    0.99060E+03    0.15956E+02    0.81874E-01    0.25556E+01
  1200    0.98648E+03    0.16106E+02    0.81819E-01    0.28928E+01
  1201    0.98243E+03    0.16257E+02    0.81763E-01    0.32142E+01
  1202    0.97823E+03    0.16411E+02    0.81706E-01    0.35213E+01
  1203    0.97411E+03    0.16566E+02    0.81648E-01    0.38125E+01
  1204    0.96992E+03    0.16724E+02    0.81590E-01    0.40888E+01
  1205    0.96573E+03    0.16881E+02    0.81531E-01    0.43492E+01
  1206    0.96154E+03    0.17042E+02    0.81472E-01    0.45947E+01
  1207    0.95743E+03    0.17203E+02    0.81411E-01    0.48236E+01
  1208    0.95324E+03    0.17367E+02    0.81350E-01    0.50382E+01
  1209    0.94898E+03    0.17531E+02    0.81288E-01    0.52370E+01
  1210    0.94480E+03    0.17696E+02    0.81226E-01    0.54193E+01
  1211    0.94054E+03    0.17864E+02    0.81163E-01    0.55858E+01
  1212    0.93635E+03    0.18031E+02    0.81099E-01    0.57373E+01
  1213    0.93209E+03    0.18200E+02    0.81034E-01    0.58738E+01
  1214    0.92790E+03    0.18370E+02    0.80969E-01    0.59937E+01
  1215    0.92371E+03    0.18541E+02    0.80903E-01    0.60978E+01
  1216    0.91952E+03    0.18712E+02    0.80837E-01    0.61861E+01
  1217    0.91518E+03    0.18885E+02    0.80770E-01    0.62593E+01
  1218    0.91099E+03    0.19058E+02    0.80703E-01    0.63160E+01
  1219    0.90672E+03    0.19231E+02    0.80635E-01    0.63583E+01
  1220    0.90252E+03    0.19405E+02    0.80566E-01    0.63840E+01
  1221    0.89832E+03    0.19579E+02    0.80497E-01    0.63946E+01
  1222    0.89412E+03    0.19754E+02    0.80428E-01    0.63885E+01
  1223    0.88991E+03    0.19929E+02    0.80357E-01    0.63688E+01
  1224    0.88570E+03    0.20102E+02    0.80287E-01    0.63317E+01
  1225    0.88156E+03    0.20277E+02    0.80216E-01    0.62794E+01
  1226    0.87741E+03    0.20452E+02    0.80144E-01    0.62127E+01
  1227    0.87334E+03    0.20626E+02    0.80073E-01    0.61300E+01
  1228    0.86918E+03    0.20801E+02    0.80000E-01    0.60327E+01
  1229    0.86510E+03    0.20974E+02    0.79928E-01    0.59195E+01
  1230    0.86086E+03    0.21148E+02    0.79854E-01    0.57924E+01
  1231    0.85677E+03    0.21321E+02    0.79781E-01    0.56500E+01
  1232    0.85266E+03    0.21493E+02    0.79707E-01    0.54938E+01
  1233    0.84871E+03    0.21666E+02    0.79633E-01    0.53214E+01
  1234    0.84467E+03    0.21837E+02    0.79559E-01    0.51358E+01
  1235    0.84092E+03    0.22008E+02    0.79484E-01    0.49356E+01
  1236    0.83701E+03    0.22178E+02    0.79409E-01    0.47213E+01
  1237    0.83310E+03    0.22346E+02    0.79334E-01    0.44924E+01
  1238    0.82926E+03    0.22515E+02    0.79259E-01    0.42493E+01
  1239    0.82541E+03    0.22681E+02    0.79183E-01    0.39922E+01
  1240    0.82155E+03    0.22847E+02    0.79107E-01    0.37225E+01
  1241    0.81783E+03    0.23011E+02    0.79031E-01    0.34385E+01
  1242    0.81402E+03    0.23175E+02    0.78955E-01    0.31427E+01
  1243    0.81029E+03    0.23336E+02    0.78879E-01    0.28316E+01
  1244    0.80661E+03    0.23498E+02    0.78802E-01    0.25091E+01
  1245    0.80301E+03    0.23657E+02    0.78726E-01    0.21735E+01
  1246    0.79939E+03    0.23814E+02    0.78649E-01    0.18264E+01
  1247    0.79576E+03    0.23970E+02    0.78573E-01    0.14662E+01
  1248    0.79220E+03    0.24124E+02    0.78496E-01    0.10936E+01
  1249    0.78870E+03    0.24278E+02    0.78419E-01    0.70945E+00
  1250    0.78527E+03    0.24429E+02    0.78343E-01    0.31349E+00
  1251    0.78183E+03    0.24577E+02    0.78266E-01   -0.94159E-01
  1252    0.77852E+03    0.24725E+02    0.78190E-01   -0.51331E+00
  1253    0.77513E+03    0.24870E+02    0.78113E-01   -0.94336E+00
  1254    0.77180E+03    0.25012E+02    0.78036E-01   -0.13843E+01
  1255    0.76853E+03    0.25154E+02    0.77960E-01   -0.18360E+01
  1256    0.76540E+03    0.25292E+02    0.77884E-01   -0.22979E+01
  1257    0.76226E+03    0.25429E+02    0.77807E-01   -0.27700E+01
  1258    0.75911E+03    0.25562E+02    0.77731E-01   -0.32519E+01
  1259    0.75602E+03    0.25694E+02    0.77655E-01   -0.37435E+01
  1260    0.75300E+03    0.25823E+02    0.77580E-01   -0.42445E+01
  1261    0.75003E+03    0.25950E+02    0.77504E-01   -0.47546E+01
  1262    0.74713E+03    0.26075E+02    0.77429E-01   -0.52734E+01
  1263    0.74429E+03    0.26197E+02    0.77353E-01   -0.58010E+01
  1264    0.74143E+03    0.26316E+02    0.77278E-01   -0.63371E+01
  1265    0.73872E+03    0.26433E+02    0.77204E-01   -0.68813E+01
  1266    0.73599E+03    0.26547E+02    0.77129E-01   -0.74332E+01
  1267    0.73332E+03    0.26657E+02    0.77055E-01   -0.79929E+01
  1268    0.73072E+03    0.26767E+02    0.76981E-01   -0.85600E+01
  1269    0.72820E+03    0.26871E+02    0.76907E-01   -0.91338E+01
  1270    0.72570E+03    0.26973E+02    0.76834E-01   -0.97152E+01
  1271    0.72327E+03    0.27073E+02    0.76761E-01   -0.10303E+02
  1272    0.72088E+03    0.27170E+02    0.76688E-01   -0.10896E+02
  1273    0.71853E+03    0.27263E+02    0.76616E-01   -0.11496E+02
  1274    0.71625E+03    0.27352E+02    0.76544E-01   -0.12102E+02
  1275    0.71402E+03    0.27439E+02    0.76472E-01   -0.12712E+02
  1276    0.71184E+03    0.27524E+02    0.76401E-01   -0.13328E+02
  1277    0.70972E+03    0.27605E+02    0.76330E-01   -0.13948E+02
  1278    0.70765E+03    0.27683E+02    0.76259E-01   -0.14573E+02
  1279    0.70565E+03    0.27757E+02    0.76189E-01   -0.15202E+02
  1280    0.70370E+03    0.27828E+02    0.76119E-01   -0.15836E+02
  1281    0.70181E+03    0.27896E+02    0.76050E-01   -0.16473E+02
  1282    0.69998E+03    0.27961E+02    0.75981E-01   -0.17113E+02
  1283    0.69820E+03    0.28022E+02    0.75913E-01   -0.17756E+02
  1284    0.69649E+03    0.28080E+02    0.75845E-01   -0.18403E+02
  1285    0.69482E+03    0.28135E+02    0.75777E-01   -0.19052E+02
  1286    0.69321E+03    0.28186E+02    0.75710E-01   -0.19703E+02
  1287    0.69166E+03    0.28234E+02    0.75644E-01   -0.20356E+02
  1288    0.69018E+03    0.28278E+02    0.75578E-01   -0.21011E+02
  1289    0.68874E+03    0.28319E+02    0.75512E-01   -0.21666E+02
  1290    0.68737E+03    0.28356E+02    0.75447E-01   -0.22324E+02
  1291    0.68605E+03    0.28390E+02    0.75382E-01   -0.22982E+02
  1292    0.68478E+03    0.28419E+02    0.75318E-01   -0.23641E+02
  1293    0.68357E+03    0.28447E+02    0.75255E-01   -0.24301E+02
  1294    0.68243E+03    0.28470E+02    0.75192E-01   -0.24959E+02
  1295    0.68133E+03    0.28490E+02    0.75129E-01   -0.25618E+02
  1296    0.68029E+03    0.28507E+02    0.75067E-01   -0.26275E+02
  1297    0.67931E+03    0.28520E+02    0.75006E-01   -0.26932E+02
  1298    0.67838E+03    0.28530E+02    0.74945E-01   -0.27588E+02
  1299    0.67750E+03    0.28536E+02    0.74885E-01   -0.28243E+02
  1300    0.67669E+03    0.28538E+02    0.74825E-01   -0.28895E+02
  1301    0.67593E+03    0.28538E+02    0.74766E-01   -0.29546E+02
  1302    0.67522E+03    0.28533E+02    0.74708E-01   -0.30193E+02
  1303    0.67456E+03    0.28525E+02    0.74650E-01   -0.30840E+02
  1304    0.67395E+03    0.28514E+02    0.74593E-01   -0.31483E+02
  1305    0.67340E+03    0.28499E+02    0.74536E-01   -0.32124E+02
  1306    0.67290E+03    0.28482E+02    0.74480E-01   -0.32760E+02
  1307    0.67246E+03    0.28460E+02    0.74424E-01   -0.33392E+02
  1308    0.67206E+03    0.28434E+02    0.74369E-01   -0.34022E+02
  1309    0.67171E+03    0.28405E+02    0.74315E-01   -0.34646E+02
  1310    0.67142E+03    0.28373E+02    0.74261E-01   -0.35267E+02
  1311    0.67117E+03    0.28338E+02    0.74208E-01   -0.35883E+02
  1312    0.67100E+03    0.28299E+02    0.74156E-01   -0.36494E+02
  1313    0.67085E+03    0.28257E+02    0.74104E-01   -0.37100E+02
  1314    0.67076E+03    0.28211E+02    0.74053E-01   -0.37700E+02
  1315    0.67071E+03    0.28163E+02    0.74003E-01   -0.38294E+02
  1316    0.67071E+03    0.28110E+02    0.73953E-01   -0.38882E+02
  1317    0.67077E+03    0.28056E+02    0.73904E-01   -0.39464E+02
  1318    0.67086E+03    0.27996E+02    0.73856E-01   -0.40039E+02
  1319    0.67099E+03    0.27934E+02    0.73808E-01   -0.40609E+02
  1320    0.67117E+03    0.27869E+02    0.73761E-01   -0.41171E+02
  1321    0.67139E+03    0.27802E+02    0.73714E-01   -0.41726E+02
  1322    0.67167E+03    0.27729E+02    0.73668E-01   -0.42274E+02
  1323    0.67198E+03    0.27654E+02    0.73623E-01   -0.42813E+02
  1324    0.67233E+03    0.27577E+02    0.73579E-01   -0.43346E+02
  1325    0.67272E+03    0.27496E+02    0.73535E-01   -0.43870E+02
  1326    0.67316E+03    0.27412E+02    0.73492E-01   -0.44386E+02
  1327    0.67363E+03    0.27327E+02    0.73449E-01   -0.44894E+02
  1328    0.67415E+03    0.27238E+02    0.73407E-01   -0.45392E+02
  1329    0.67469E+03    0.27145E+02    0.73366E-01   -0.45883E+02
  1330    0.67528E+03    0.27049E+02    0.73325E-01   -0.46364E+02
  1331    0.67591E+03    0.26951E+02    0.73285E-01   -0.46835E+02
  1332    0.67656E+03    0.26850E+02    0.73246E-01   -0.47298E+02
  1333    0.67725E+03    0.26746E+02    0.73207E-01   -0.47751E+02
  1334    0.67798E+03    0.26641E+02    0.73169E-01   -0.48194E+02
  1335    0.67873E+03    0.26532E+02    0.73132E-01   -0.48628E+02
  1336    0.67953E+03    0.26421E+02    0.73095E-01   -0.49050E+02
  1337    0.68035E+03    0.26306E+02    0.73059E-01   -0.49463E+02
  1338    0.68120E+03    0.26189E+02    0.73023E-01   -0.49866E+02
  1339    0.68208E+03    0.26070E+02    0.72988E-01   -0.50258E+02
  1340    0.68299E+03    0.25948E+02    0.72954E-01   -0.50641E+02
  1341    0.68393E+03    0.25826E+02    0.72920E-01   -0.51012E+02
  1342    0.68488E+03    0.25700E+02    0.72887E-01   -0.51372E+02
  1343    0.68587E+03    0.25571E+02    0.72854E-01   -0.51722E+02
  1344    0.68689E+03    0.25440E+02    0.72822E-01   -0.52060E+02
  1345    0.68791E+03    0.25308E+02    0.72791E-01   -0.52386E+02
  1346    0.68897E+03    0.25173E+02    0.72759E-01   -0.52703E+02
  1347    0.69005E+03    0.25036E+02    0.72729E-01   -0.53007E+02
  1348    0.69115E+03    0.24898E+02    0.72699E-01   -0.53300E+02
  1349    0.69228E+03    0.24756E+02    0.72670E-01   -0.53581E+02
  1350    0.69341E+03    0.24614E+02    0.72641E-01   -0.53850E+02
  1351    0.69457E+03    0.24469E+02    0.72612E-01   -0.54107E+02
  1352    0.69574E+03    0.24323E+02    0.72584E-01   -0.54353E+02
  1353    0.69693E+03    0.24176E+02    0.72557E-01   -0.54586E+02
  1354    0.69813E+03    0.24026E+02    0.72529E-01   -0.54808E+02
  1355    0.69935E+03    0.23875E+02    0.72503E-01   -0.55018E+02
  1356    0.70059E+03    0.23723E+02    0.72477E-01   -0.55217E+02
  1357    0.70183E+03    0.23569E+02    0.72451E-01   -0.55402E+02
  1358    0.70308E+03    0.23413E+02    0.72425E-01   -0.55574E+02
  1359    0.70433E+03    0.23257E+02    0.72401E-01   -0.55735E+02
  1360    0.70558E+03    0.23100E+02    0.72376E-01   -0.55883E+02
  1361    0.70686E+03    0.22941E+02    0.72352E-01   -0.56019E+02
  1362    0.70812E+03    0.22780E+02    0.72328E-01   -0.56141E+02
  1363    0.70940E+03    0.22619E+02    0.72305E-01   -0.56253E+02
  1364    0.71066E+03    0.22457E+02    0.72281E-01   -0.56351E+02
  1365    0.71200E+03    0.22293E+02    0.72259E-01   -0.56436E+02
  1366    0.71328E+03    0.22129E+02    0.72236E-01   -0.56510E+02
  1367    0.71455E+03    0.21963E+02    0.72214E-01   -0.56571E+02
  1368    0.71590E+03    0.21798E+02    0.72192E-01   -0.56619E+02
  1369    0.71718E+03    0.21631E+02    0.72171E-01   -0.56654E+02
  1370    0.71845E+03    0.21464E+02    0.72149E-01   -0.56677E+02
  1371    0.71973E+03    0.21296E+02    0.72128E-01   -0.56687E+02
  1372    0.72102E+03    0.21128E+02    0.72108E-01   -0.56685E+02
  1373    0.72230E+03    0.20960E+02    0.72087E-01   -0.56671E+02
  1374    0.72359E+03    0.20791E+02    0.72067E-01   -0.56643E+02
  1375    0.72488E+03    0.20621E+02    0.72047E-01   -0.56604E+02
  1376    0.72617E+03    0.20452E+02    0.72027E-01   -0.56552E+02
  1377    0.72747E+03    0.20283E+02    0.72008E-01   -0.56489E+02
  1378    0.72877E+03    0.20112E+02    0.71988E-01   -0.56412E+02
  1379    0.73000E+03    0.19943E+02    0.71969E-01   -0.56324E+02
  1380    0.73124E+03    0.19772E+02    0.71950E-01   -0.56224E+02
  1381    0.73248E+03    0.19602E+02    0.71931E-01   -0.56111E+02
  1382    0.73357E+03    0.19433E+02    0.71912E-01   -0.55985E+02
  1383    0.73482E+03    0.19263E+02    0.71894E-01   -0.55848E+02
  1384    0.73593E+03    0.19094E+02    0.71875E-01   -0.55699E+02
  1385    0.73704E+03    0.18924E+02    0.71857E-01   -0.55538E+02
  1386    0.73816E+03    0.18756E+02    0.71839E-01   -0.55365E+02
  1387    0.73921E+03    0.18588E+02    0.71821E-01   -0.55180E+02
  1388    0.74041E+03    0.18419E+02    0.71803E-01   -0.54985E+02
  1389    0.74147E+03    0.18251E+02    0.71785E-01   -0.54776E+02
  1390    0.74246E+03    0.18085E+02    0.71767E-01   -0.54558E+02
  1391    0.74354E+03    0.17919E+02    0.71749E-01   -0.54328E+02
  1392    0.74454E+03    0.17753E+02    0.71731E-01   -0.54087E+02
  1393    0.74556E+03    0.17589E+02    0.71714E-01   -0.53835E+02
  1394    0.74651E+03    0.17425E+02    0.71696E-01   -0.53573E+02
  1395    0.74746E+03    0.17262E+02    0.71678E-01   -0.53298E+02
  1396    0.74842E+03    0.17100E+02    0.71661E-01   -0.53015E+02
  1397    0.74932E+03    0.16939E+02    0.71643E-01   -0.52720E+02
  1398    0.75015E+03    0.16778E+02    0.71625E-01   -0.52415E+02
  1399    0.75099E+03    0.16620E+02    0.71607E-01   -0.52099E+02
  1400    0.75184E+03    0.16463E+02    0.71589E-01   -0.51774E+02
  1401    0.75262E+03    0.16305E+02    0.71572E-01   -0.51439E+02
  1402    0.75341E+03    0.16150E+02    0.71554E-01   -0.51094E+02
  1403    0.75414E+03    0.15996E+02    0.71536E-01   -0.50739E+02
  1404    0.75480E+03    0.15844E+02    0.71517E-01   -0.50375E+02
  1405    0.75555E+03    0.15693E+02    0.71499E-01   -0.50001E+02
  1406    0.75615E+03    0.15543E+02    0.71481E-01   -0.49619E+02
  1407    0.75670E+03    0.15395E+02    0.71462E-01   -0.49227E+02
  1408    0.75740E+03    0.15248E+02    0.71443E-01   -0.48827E+02
  1409    0.75789E+03    0.15103E+02    0.71424E-01   -0.48418E+02
  1410    0.75846E+03    0.14959E+02    0.71405E-01   -0.48001E+02
  1411    0.75897E+03    0.14817E+02    0.71386E-01   -0.47576E+02
  1412    0.75941E+03    0.14677E+02    0.71367E-01   -0.47142E+02
  1413    0.75972E+03    0.14539E+02    0.71347E-01   -0.46700E+02
  1414    0.76011E+03    0.14403E+02    0.71327E-01   -0.46250E+02
  1415    0.76044E+03    0.14268E+02    0.71307E-01   -0.45793E+02
  1416    0.76078E+03    0.14136E+02    0.71286E-01   -0.45329E+02
  1417    0.76098E+03    0.14005E+02    0.71266E-01   -0.44858E+02
  1418    0.76119E+03    0.13876E+02    0.71245E-01   -0.44379E+02
  1419    0.76134E+03    0.13749E+02    0.71223E-01   -0.43894E+02
  1420    0.76150E+03    0.13625E+02    0.71202E-01   -0.43403E+02
  1421    0.76160E+03    0.13502E+02    0.71180E-01   -0.42904E+02
  1422    0.76171E+03    0.13381E+02    0.71157E-01   -0.42401E+02
  1423    0.76168E+03    0.13263E+02    0.71134E-01   -0.41891E+02
  1424    0.76174E+03    0.13148E+02    0.71111E-01   -0.41375E+02
  1425    0.76166E+03    0.13034E+02    0.71088E-01   -0.40854E+02
  1426    0.76152E+03    0.12923E+02    0.71064E-01   -0.40327E+02
  1427    0.76147E+03    0.12814E+02    0.71040E-01   -0.39795E+02
  1428    0.76128E+03    0.12706E+02    0.71015E-01   -0.39259E+02
  1429    0.76102E+03    0.12603E+02    0.70990E-01   -0.38716E+02
  1430    0.76078E+03    0.12501E+02    0.70965E-01   -0.38171E+02
  1431    0.76048E+03    0.12401E+02    0.70939E-01   -0.37620E+02
  1432    0.76011E+03    0.12304E+02    0.70912E-01   -0.37066E+02
  1433    0.75983E+03    0.12209E+02    0.70886E-01   -0.36507E+02
  1434    0.75942E+03    0.12118E+02    0.70858E-01   -0.35945E+02
  1435    0.75894E+03    0.12027E+02    0.70831E-01   -0.35379E+02
  1436    0.75847E+03    0.11940E+02    0.70802E-01   -0.34812E+02
  1437    0.75787E+03    0.11856E+02    0.70774E-01   -0.34239E+02
  1438    0.75728E+03    0.11773E+02    0.70744E-01   -0.33666E+02
  1439    0.75663E+03    0.11694E+02    0.70715E-01   -0.33088E+02
  1440    0.75599E+03    0.11617E+02    0.70684E-01   -0.32509E+02
  1441    0.75529E+03    0.11542E+02    0.70654E-01   -0.31928E+02
  1442    0.75453E+03    0.11470E+02    0.70622E-01   -0.31345E+02
  1443    0.75370E+03    0.11402E+02    0.70590E-01   -0.30760E+02
  1444    0.75289E+03    0.11335E+02    0.70558E-01   -0.30173E+02
  1445    0.75194E+03    0.11272E+02    0.70525E-01   -0.29586E+02
  1446    0.75108E+03    0.11210E+02    0.70492E-01   -0.28997E+02
  1447    0.75001E+03    0.11152E+02    0.70458E-01   -0.28405E+02
  1448    0.74902E+03    0.11097E+02    0.70423E-01   -0.27816E+02
  1449    0.74797E+03    0.11043E+02    0.70388E-01   -0.27224E+02
  1450    0.74686E+03    0.10993E+02    0.70353E-01   -0.26633E+02
  1451    0.74576E+03    0.10946E+02    0.70317E-01   -0.26042E+02
  1452    0.74453E+03    0.10901E+02    0.70280E-01   -0.25453E+02
  1453    0.74330E+03    0.10859E+02    0.70243E-01   -0.24863E+02
  1454    0.74209E+03    0.10819E+02    0.70205E-01   -0.24272E+02
  1455    0.74082E+03    0.10782E+02    0.70167E-01   -0.23684E+02
  1456    0.73948E+03    0.10749E+02    0.70128E-01   -0.23097E+02
  1457    0.73801E+03    0.10717E+02    0.70088E-01   -0.22511E+02
  1458    0.73662E+03    0.10688E+02    0.70048E-01   -0.21926E+02
  1459    0.73517E+03    0.10662E+02    0.70008E-01   -0.21342E+02
  1460    0.73366E+03    0.10639E+02    0.69966E-01   -0.20761E+02
  1461    0.73216E+03    0.10617E+02    0.69925E-01   -0.20183E+02
  1462    0.73059E+03    0.10599E+02    0.69882E-01   -0.19606E+02
  1463    0.72889E+03    0.10584E+02    0.69840E-01   -0.19032E+02
  1464    0.72727E+03    0.10570E+02    0.69796E-01   -0.18460E+02
  1465    0.72551E+03    0.10560E+02    0.69752E-01   -0.17892E+02
  1466    0.72384E+03    0.10553E+02    0.69708E-01   -0.17326E+02
  1467    0.72204E+03    0.10547E+02    0.69662E-01   -0.16764E+02
  1468    0.72024E+03    0.10545E+02    0.69617E-01   -0.16206E+02
  1469    0.71845E+03    0.10545E+02    0.69571E-01   -0.15651E+02
  1470    0.71645E+03    0.10547E+02    0.69524E-01   -0.15099E+02
  1471    0.71461E+03    0.10553E+02    0.69476E-01   -0.14553E+02
  1472    0.71270E+03    0.10561E+02    0.69428E-01   -0.14010E+02
  1473    0.71073E+03    0.10572E+02    0.69380E-01   -0.13473E+02
  1474    0.70862E+03    0.10584E+02    0.69331E-01   -0.12939E+02
  1475    0.70659E+03    0.10599E+02    0.69281E-01   -0.12410E+02
  1476    0.70450E+03    0.10617E+02    0.69231E-01   -0.11887E+02
  1477    0.70241E+03    0.10637E+02    0.69180E-01   -0.11368E+02
  1478    0.70026E+03    0.10659E+02    0.69129E-01   -0.10855E+02
  1479    0.69812E+03    0.10684E+02    0.69077E-01   -0.10347E+02
  1480    0.69592E+03    0.10712E+02    0.69024E-01   -0.98451E+01
  1481    0.69365E+03    0.10741E+02    0.68971E-01   -0.93487E+01
  1482    0.69140E+03    0.10773E+02    0.68917E-01   -0.88582E+01
  1483    0.68910E+03    0.10807E+02    0.68863E-01   -0.83739E+01
  1484    0.68680E+03    0.10843E+02    0.68808E-01   -0.78958E+01
  1485    0.68445E+03    0.10882E+02    0.68753E-01   -0.74241E+01
  1486    0.68207E+03    0.10923E+02    0.68697E-01   -0.69588E+01
  1487    0.67966E+03    0.10965E+02    0.68641E-01   -0.65001E+01
  1488    0.67724E+03    0.11010E+02    0.68584E-01   -0.60482E+01
  1489    0.67477E+03    0.11058E+02    0.68526E-01   -0.56032E+01
  1490    0.67228E+03    0.11107E+02    0.68468E-01   -0.51652E+01
  1491    0.66977E+03    0.11158E+02    0.68409E-01   -0.47344E+01
  1492    0.66724E+03    0.11211E+02    0.68350E-01   -0.43108E+01
  1493    0.66468E+03    0.11265E+02    0.68290E-01   -0.38947E+01
  1494    0.66210E+03    0.11322E+02    0.68229E-01   -0.34860E+01
  1495    0.65950E+03    0.11381E+02    0.68168E-01   -0.30850E+01
  1496    0.65688E+03    0.11442E+02    0.68107E-01   -0.26915E+01
  1497    0.65423E+03    0.11504E+02    0.68045E-01   -0.23059E+01
  1498    0.65157E+03    0.11568E+02    0.67982E-01   -0.19282E+01
  1499    0.64889E+03    0.11633E+02    0.67919E-01   -0.15583E+01
  1500    0.64619E+03    0.11701E+02    0.67856E-01   -0.11966E+01
  1501    0.64347E+03    0.11769E+02    0.67791E-01   -0.84281E+00
  1502    0.64074E+03    0.11840E+02    0.67727E-01   -0.49752E+00
  1503    0.63799E+03    0.11912E+02    0.67662E-01   -0.16053E+00
  1504    0.63522E+03    0.11986E+02    0.67596E-01    0.16825E+00
  1505    0.63244E+03    0.12061E+02    0.67530E-01    0.48845E+00
  1506    0.62964E+03    0.12137E+02    0.67463E-01    0.80017E+00
  1507    0.62684E+03    0.12215E+02    0.67396E-01    0.11033E+01
  1508    0.62402E+03    0.12294E+02    0.67328E-01    0.13976E+01
  1509    0.62118E+03    0.12374E+02    0.67260E-01    0.16832E+01
  1510    0.61834E+03    0.12456E+02    0.67192E-01    0.19597E+01
  1511    0.61548E+03    0.12539E+02    0.67123E-01    0.22279E+01
  1512    0.61261E+03    0.12622E+02    0.67053E-01    0.24857E+01
  1513    0.60973E+03    0.12707E+02    0.66984E-01    0.27359E+01
  1514    0.60684E+03    0.12794E+02    0.66913E-01    0.29764E+01
  1515    0.60397E+03    0.12882E+02    0.66843E-01    0.32087E+01
  1516    0.60107E+03    0.12969E+02    0.66772E-01    0.34305E+01
  1517    0.59817E+03    0.13059E+02    0.66700E-01    0.36441E+01
  1518    0.59527E+03    0.13149E+02    0.66628E-01    0.38494E+01
  1519    0.59235E+03    0.13239E+02    0.66556E-01    0.40436E+01
  1520    0.58945E+03    0.13330E+02    0.66484E-01    0.42295E+01
  1521    0.58653E+03    0.13423E+02    0.66411E-01    0.44065E+01
  1522    0.58360E+03    0.13516E+02    0.66338E-01    0.45737E+01
  1523    0.58068E+03    0.13609E+02    0.66264E-01    0.47320E+01
  1524    0.57775E+03    0.13703E+02    0.66191E-01    0.48806E+01
  1525    0.57483E+03    0.13798E+02    0.66117E-01    0.50203E+01
  1526    0.57190E+03    0.13893E+02    0.66042E-01    0.51509E+01
  1527    0.56898E+03    0.13988E+02    0.65968E-01    0.52711E+01
  1528    0.56605E+03    0.14084E+02    0.65893E-01    0.53831E+01
  1529    0.56314E+03    0.14181E+02    0.65818E-01    0.54860E+01
  1530    0.56022E+03    0.14277E+02    0.65742E-01    0.55792E+01
  1531    0.55731E+03    0.14374E+02    0.65667E-01    0.56627E+01
  1532    0.55440E+03    0.14471E+02    0.65591E-01    0.57379E+01
  1533    0.55150E+03    0.14568E+02    0.65515E-01    0.58048E+01
  1534    0.54860E+03    0.14666E+02    0.65439E-01    0.58605E+01
  1535    0.54571E+03    0.14763E+02    0.65362E-01    0.59086E+01
  1536    0.54283E+03    0.14860E+02    0.65286E-01    0.59469E+01
  1537    0.53996E+03    0.14958E+02    0.65209E-01    0.59761E+01
  1538    0.53711E+03    0.15056E+02    0.65132E-01    0.59969E+01
  1539    0.53423E+03    0.15153E+02    0.65055E-01    0.60087E+01
  1540    0.53138E+03    0.15249E+02    0.64978E-01    0.60120E+01
  1541    0.52854E+03    0.15347E+02    0.64901E-01    0.60055E+01
  1542    0.52571E+03    0.15444E+02    0.64824E-01    0.59913E+01
  1543    0.52289E+03    0.15539E+02    0.64746E-01    0.59671E+01
  1544    0.52008E+03    0.15635E+02    0.64669E-01    0.59353E+01
  1545    0.51729E+03    0.15731E+02    0.64591E-01    0.58949E+01
  1546    0.51451E+03    0.15825E+02    0.64514E-01    0.58453E+01
  1547    0.51174E+03    0.15920E+02    0.64436E-01    0.57880E+01
  1548    0.50899E+03    0.16014E+02    0.64358E-01    0.57220E+01
  1549    0.50625E+03    0.16108E+02    0.64280E-01    0.56483E+01
  1550    0.50354E+03    0.16200E+02    0.64202E-01    0.55659E+01
  1551    0.50082E+03    0.16292E+02    0.64125E-01    0.54748E+01
  1552    0.49814E+03    0.16383E+02    0.64047E-01    0.53766E+01
