#    L    TT             EE             TE             PP             TP          
  1652    0.34055E+03    0.19076E+02   -0.26052E+02    0.84064E+05   -0.37796E+02
  1653    0.34071E+03    0.18981E+02   -0.26364E+02    0.83939E+05   -0.37847E+02
  1654    0.34088E+03    0.18885E+02   -0.26673E+02    0.83815E+05   -0.37790E+02
  1655    0.34109E+03    0.18787E+02   -0.26972E+02    0.83692E+05   -0.37629E+02
  1656    0.34132E+03    0.18687E+02   -0.27265E+02    0.83568E+05   -0.37368E+02
  1657    0.34155E+03    0.18585E+02   -0.27552E+02    0.83445E+05   -0.37009E+02
  1658    0.34182E+03    0.18481E+02   -0.27833E+02    0.83321E+05   -0.36558E+02
  1659    0.34210E+03    0.18375E+02   -0.28105E+02    0.83198E+05   -0.36016E+02
  1660    0.34240E+03    0.18269E+02   -0.28371E+02    0.83076E+05   -0.35387E+02
  1661    0.34272E+03    0.18161E+02   -0.28631E+02    0.82953E+05   -0.34676E+02
  1662    0.34305E+03    0.18051E+02   -0.28884E+02    0.82831E+05   -0.33886E+02
  1663    0.34341E+03    0.17941E+02   -0.29128E+02    0.82708E+05   -0.33020E+02
  1664    0.34377E+03    0.17827E+02   -0.29366E+02    0.82586E+05   -0.32081E+02
  1665    0.34415E+03    0.17714E+02   -0.29596E+02    0.82465E+05   -0.31074E+02
  1666    0.34456E+03    0.17598E+02   -0.29820E+02    0.82343E+05   -0.30002E+02
  1667    0.34497E+03    0.17482E+02   -0.30035E+02    0.82222E+05   -0.28868E+02
  1668    0.34540E+03    0.17365E+02   -0.30244E+02    0.82101E+05   -0.27676E+02
  1669    0.34584E+03    0.17246E+02   -0.30444E+02    0.81980E+05   -0.26430E+02
  1670    0.34629E+03    0.17126E+02   -0.30636E+02    0.81859E+05   -0.25133E+02
  1671    0.34676E+03    0.17005E+02   -0.30822E+02    0.81738E+05   -0.23788E+02
  1672    0.34725E+03    0.16883E+02   -0.31000E+02    0.81618E+05   -0.22399E+02
  1673    0.34773E+03    0.16759E+02   -0.31170E+02    0.81498E+05   -0.20970E+02
  1674    0.34823E+03    0.16636E+02   -0.31332E+02    0.81378E+05   -0.19504E+02
  1675    0.34873E+03    0.16510E+02   -0.31486E+02    0.81258E+05   -0.18005E+02
  1676    0.34926E+03    0.16383E+02   -0.31632E+02    0.81139E+05   -0.16476E+02
  1677    0.34979E+03    0.16257E+02   -0.31771E+02    0.81020E+05   -0.14921E+02
  1678    0.35031E+03    0.16128E+02   -0.31902E+02    0.80901E+05   -0.13344E+02
  1679    0.35085E+03    0.16001E+02   -0.32025E+02    0.80782E+05   -0.11747E+02
  1680    0.35140E+03    0.15871E+02   -0.32139E+02    0.80663E+05   -0.10135E+02
  1681    0.35196E+03    0.15740E+02   -0.32246E+02    0.80544E+05   -0.85103E+01
  1682    0.35252E+03    0.15610E+02   -0.32346E+02    0.80426E+05   -0.68775E+01
  1683    0.35308E+03    0.15479E+02   -0.32437E+02    0.80308E+05   -0.52398E+01
  1684    0.35365E+03    0.15347E+02   -0.32521E+02    0.80190E+05   -0.36007E+01
  1685    0.35423E+03    0.15215E+02   -0.32596E+02    0.80073E+05   -0.19637E+01
  1686    0.35481E+03    0.15083E+02   -0.32663E+02    0.79955E+05   -0.33241E+00
  1687    0.35539E+03    0.14950E+02   -0.32722E+02    0.79838E+05    0.12897E+01
  1688    0.35598E+03    0.14816E+02   -0.32775E+02    0.79721E+05    0.28990E+01
  1689    0.35655E+03    0.14683E+02   -0.32817E+02    0.79604E+05    0.44919E+01
  1690    0.35713E+03    0.14549E+02   -0.32853E+02    0.79487E+05    0.60651E+01
  1691    0.35772E+03    0.14416E+02   -0.32881E+02    0.79371E+05    0.76148E+01
  1692    0.35831E+03    0.14281E+02   -0.32901E+02    0.79254E+05    0.91376E+01
  1693    0.35889E+03    0.14147E+02   -0.32913E+02    0.79138E+05    0.10630E+02
  1694    0.35947E+03    0.14013E+02   -0.32919E+02    0.79022E+05    0.12088E+02
  1695    0.36005E+03    0.13878E+02   -0.32915E+02    0.78906E+05    0.13509E+02
  1696    0.36063E+03    0.13744E+02   -0.32904E+02    0.78791E+05    0.14889E+02
  1697    0.36120E+03    0.13609E+02   -0.32886E+02    0.78676E+05    0.16224E+02
  1698    0.36177E+03    0.13475E+02   -0.32860E+02    0.78560E+05    0.17510E+02
  1699    0.36234E+03    0.13341E+02   -0.32826E+02    0.78445E+05    0.18746E+02
  1700    0.36291E+03    0.13206E+02   -0.32785E+02    0.78331E+05    0.19925E+02
  1701    0.36346E+03    0.13073E+02   -0.32736E+02    0.78216E+05    0.21047E+02
  1702    0.36402E+03    0.12939E+02   -0.32680E+02    0.78102E+05    0.22112E+02
  1703    0.36457E+03    0.12806E+02   -0.32617E+02    0.77988E+05    0.23120E+02
  1704    0.36511E+03    0.12673E+02   -0.32546E+02    0.77874E+05    0.24075E+02
  1705    0.36564E+03    0.12541E+02   -0.32468E+02    0.77760E+05    0.24976E+02
  1706    0.36617E+03    0.12407E+02   -0.32383E+02    0.77646E+05    0.25826E+02
  1707    0.36669E+03    0.12275E+02   -0.32292E+02    0.77533E+05    0.26626E+02
  1708    0.36720E+03    0.12144E+02   -0.32193E+02    0.77420E+05    0.27377E+02
  1709    0.36771E+03    0.12014E+02   -0.32087E+02    0.77307E+05    0.28081E+02
  1710    0.36820E+03    0.11885E+02   -0.31974E+02    0.77194E+05    0.28740E+02
  1711    0.36868E+03    0.11757E+02   -0.31854E+02    0.77081E+05    0.29354E+02
  1712    0.36916E+03    0.11628E+02   -0.31728E+02    0.76969E+05    0.29926E+02
  1713    0.36962E+03    0.11500E+02   -0.31595E+02    0.76856E+05    0.30456E+02
  1714    0.37006E+03    0.11374E+02   -0.31455E+02    0.76744E+05    0.30947E+02
  1715    0.37049E+03    0.11247E+02   -0.31309E+02    0.76632E+05    0.31399E+02
  1716    0.37093E+03    0.11122E+02   -0.31156E+02    0.76521E+05    0.31815E+02
  1717    0.37134E+03    0.10997E+02   -0.30998E+02    0.76409E+05    0.32195E+02
  1718    0.37173E+03    0.10874E+02   -0.30833E+02    0.76298E+05    0.32542E+02
  1719    0.37212E+03    0.10751E+02   -0.30662E+02    0.76187E+05    0.32856E+02
  1720    0.37250E+03    0.10630E+02   -0.30485E+02    0.76076E+05    0.33139E+02
  1721    0.37286E+03    0.10510E+02   -0.30302E+02    0.75965E+05    0.33392E+02
  1722    0.37322E+03    0.10390E+02   -0.30114E+02    0.75854E+05    0.33618E+02
  1723    0.37355E+03    0.10272E+02   -0.29919E+02    0.75744E+05    0.33817E+02
  1724    0.37386E+03    0.10155E+02   -0.29720E+02    0.75633E+05    0.33991E+02
  1725    0.37416E+03    0.10039E+02   -0.29514E+02    0.75523E+05    0.34141E+02
  1726    0.37444E+03    0.99242E+01   -0.29304E+02    0.75414E+05    0.34269E+02
  1727    0.37472E+03    0.98103E+01   -0.29088E+02    0.75304E+05    0.34376E+02
  1728    0.37497E+03    0.96992E+01   -0.28868E+02    0.75194E+05    0.34464E+02
  1729    0.37521E+03    0.95888E+01   -0.28642E+02    0.75085E+05    0.34535E+02
  1730    0.37542E+03    0.94790E+01   -0.28410E+02    0.74976E+05    0.34589E+02
  1731    0.37562E+03    0.93706E+01   -0.28175E+02    0.74867E+05    0.34628E+02
  1732    0.37580E+03    0.92635E+01   -0.27934E+02    0.74758E+05    0.34654E+02
  1733    0.37597E+03    0.91586E+01   -0.27689E+02    0.74650E+05    0.34668E+02
  1734    0.37612E+03    0.90542E+01   -0.27439E+02    0.74541E+05    0.34671E+02
  1735    0.37625E+03    0.89520E+01   -0.27185E+02    0.74433E+05    0.34666E+02
  1736    0.37636E+03    0.88504E+01   -0.26927E+02    0.74325E+05    0.34653E+02
  1737    0.37645E+03    0.87517E+01   -0.26665E+02    0.74217E+05    0.34634E+02
  1738    0.37652E+03    0.86535E+01   -0.26398E+02    0.74109E+05    0.34610E+02
  1739    0.37658E+03    0.85575E+01   -0.26129E+02    0.74002E+05    0.34583E+02
  1740    0.37661E+03    0.84629E+01   -0.25855E+02    0.73894E+05    0.34555E+02
  1741    0.37664E+03    0.83696E+01   -0.25577E+02    0.73787E+05    0.34526E+02
  1742    0.37663E+03    0.82784E+01   -0.25297E+02    0.73680E+05    0.34499E+02
  1743    0.37661E+03    0.81886E+01   -0.25013E+02    0.73574E+05    0.34474E+02
  1744    0.37657E+03    0.81009E+01   -0.24726E+02    0.73467E+05    0.34454E+02
  1745    0.37651E+03    0.80138E+01   -0.24436E+02    0.73360E+05    0.34440E+02
  1746    0.37642E+03    0.79296E+01   -0.24143E+02    0.73254E+05    0.34432E+02
  1747    0.37632E+03    0.78475E+01   -0.23847E+02    0.73148E+05    0.34433E+02
  1748    0.37620E+03    0.77675E+01   -0.23549E+02    0.73042E+05    0.34444E+02
  1749    0.37605E+03    0.76881E+01   -0.23246E+02    0.72936E+05    0.34467E+02
  1750    0.37588E+03    0.76109E+01   -0.22943E+02    0.72831E+05    0.34503E+02
  1751    0.37569E+03    0.75350E+01   -0.22638E+02    0.72725E+05    0.34553E+02
  1752    0.37548E+03    0.74605E+01   -0.22329E+02    0.72620E+05    0.34616E+02
  1753    0.37526E+03    0.73873E+01   -0.22019E+02    0.72515E+05    0.34692E+02
  1754    0.37501E+03    0.73170E+01   -0.21708E+02    0.72410E+05    0.34780E+02
  1755    0.37474E+03    0.72494E+01   -0.21394E+02    0.72305E+05    0.34879E+02
  1756    0.37446E+03    0.71826E+01   -0.21078E+02    0.72201E+05    0.34988E+02
  1757    0.37414E+03    0.71178E+01   -0.20762E+02    0.72097E+05    0.35106E+02
  1758    0.37380E+03    0.70548E+01   -0.20444E+02    0.71992E+05    0.35232E+02
  1759    0.37346E+03    0.69938E+01   -0.20126E+02    0.71888E+05    0.35365E+02
  1760    0.37308E+03    0.69348E+01   -0.19806E+02    0.71785E+05    0.35504E+02
  1761    0.37268E+03    0.68778E+01   -0.19485E+02    0.71681E+05    0.35650E+02
  1762    0.37226E+03    0.68225E+01   -0.19163E+02    0.71577E+05    0.35799E+02
  1763    0.37183E+03    0.67695E+01   -0.18840E+02    0.71474E+05    0.35953E+02
  1764    0.37138E+03    0.67185E+01   -0.18518E+02    0.71371E+05    0.36109E+02
  1765    0.37089E+03    0.66692E+01   -0.18194E+02    0.71268E+05    0.36267E+02
  1766    0.37039E+03    0.66219E+01   -0.17871E+02    0.71165E+05    0.36425E+02
  1767    0.36987E+03    0.65765E+01   -0.17547E+02    0.71062E+05    0.36584E+02
  1768    0.36933E+03    0.65331E+01   -0.17224E+02    0.70960E+05    0.36743E+02
  1769    0.36877E+03    0.64917E+01   -0.16901E+02    0.70857E+05    0.36899E+02
  1770    0.36819E+03    0.64522E+01   -0.16578E+02    0.70755E+05    0.37053E+02
  1771    0.36759E+03    0.64147E+01   -0.16255E+02    0.70653E+05    0.37203E+02
  1772    0.36697E+03    0.63790E+01   -0.15934E+02    0.70552E+05    0.37349E+02
  1773    0.36632E+03    0.63453E+01   -0.15612E+02    0.70450E+05    0.37489E+02
  1774    0.36566E+03    0.63136E+01   -0.15292E+02    0.70348E+05    0.37624E+02
  1775    0.36498E+03    0.62839E+01   -0.14972E+02    0.70247E+05    0.37751E+02
  1776    0.36428E+03    0.62560E+01   -0.14654E+02    0.70146E+05    0.37870E+02
  1777    0.36355E+03    0.62302E+01   -0.14337E+02    0.70045E+05    0.37980E+02
  1778    0.36281E+03    0.62062E+01   -0.14021E+02    0.69944E+05    0.38080E+02
  1779    0.36205E+03    0.61842E+01   -0.13707E+02    0.69843E+05    0.38170E+02
  1780    0.36127E+03    0.61641E+01   -0.13394E+02    0.69743E+05    0.38248E+02
  1781    0.36048E+03    0.61458E+01   -0.13083E+02    0.69643E+05    0.38313E+02
  1782    0.35965E+03    0.61295E+01   -0.12774E+02    0.69542E+05    0.38365E+02
  1783    0.35881E+03    0.61151E+01   -0.12467E+02    0.69442E+05    0.38403E+02
  1784    0.35797E+03    0.61025E+01   -0.12161E+02    0.69343E+05    0.38425E+02
  1785    0.35709E+03    0.60918E+01   -0.11858E+02    0.69243E+05    0.38431E+02
  1786    0.35620E+03    0.60830E+01   -0.11557E+02    0.69143E+05    0.38421E+02
  1787    0.35530E+03    0.60761E+01   -0.11258E+02    0.69044E+05    0.38392E+02
  1788    0.35438E+03    0.60709E+01   -0.10963E+02    0.68945E+05    0.38344E+02
  1789    0.35344E+03    0.60676E+01   -0.10669E+02    0.68846E+05    0.38277E+02
  1790    0.35248E+03    0.60661E+01   -0.10378E+02    0.68747E+05    0.38189E+02
  1791    0.35151E+03    0.60663E+01   -0.10091E+02    0.68648E+05    0.38079E+02
  1792    0.35052E+03    0.60684E+01   -0.98055E+01    0.68550E+05    0.37947E+02
  1793    0.34950E+03    0.60721E+01   -0.95234E+01    0.68451E+05    0.37792E+02
  1794    0.34849E+03    0.60776E+01   -0.92447E+01    0.68353E+05    0.37612E+02
  1795    0.34746E+03    0.60850E+01   -0.89693E+01    0.68255E+05    0.37407E+02
  1796    0.34638E+03    0.60940E+01   -0.86964E+01    0.68157E+05    0.37177E+02
  1797    0.34533E+03    0.61046E+01   -0.84276E+01    0.68059E+05    0.36919E+02
  1798    0.34424E+03    0.61168E+01   -0.81614E+01    0.67962E+05    0.36633E+02
  1799    0.34314E+03    0.61309E+01   -0.78992E+01    0.67864E+05    0.36319E+02
  1800    0.34203E+03    0.61465E+01   -0.76411E+01    0.67767E+05    0.35975E+02
  1801    0.34092E+03    0.61637E+01   -0.73860E+01    0.67670E+05    0.35601E+02
  1802    0.33979E+03    0.61824E+01   -0.71351E+01    0.67573E+05    0.35198E+02
  1803    0.33864E+03    0.62028E+01   -0.68886E+01    0.67476E+05    0.34768E+02
  1804    0.33747E+03    0.62246E+01   -0.66450E+01    0.67379E+05    0.34313E+02
  1805    0.33630E+03    0.62480E+01   -0.64060E+01    0.67283E+05    0.33835E+02
  1806    0.33512E+03    0.62730E+01   -0.61710E+01    0.67186E+05    0.33335E+02
  1807    0.33392E+03    0.62995E+01   -0.59404E+01    0.67090E+05    0.32816E+02
  1808    0.33271E+03    0.63272E+01   -0.57138E+01    0.66994E+05    0.32279E+02
  1809    0.33149E+03    0.63563E+01   -0.54917E+01    0.66898E+05    0.31726E+02
  1810    0.33027E+03    0.63869E+01   -0.52740E+01    0.66803E+05    0.31158E+02
  1811    0.32902E+03    0.64189E+01   -0.50608E+01    0.66707E+05    0.30578E+02
  1812    0.32777E+03    0.64523E+01   -0.48523E+01    0.66612E+05    0.29987E+02
  1813    0.32651E+03    0.64869E+01   -0.46483E+01    0.66516E+05    0.29388E+02
  1814    0.32524E+03    0.65229E+01   -0.44491E+01    0.66421E+05    0.28782E+02
  1815    0.32396E+03    0.65601E+01   -0.42546E+01    0.66326E+05    0.28170E+02
  1816    0.32268E+03    0.65985E+01   -0.40650E+01    0.66231E+05    0.27555E+02
  1817    0.32139E+03    0.66381E+01   -0.38801E+01    0.66137E+05    0.26938E+02
  1818    0.32008E+03    0.66789E+01   -0.37001E+01    0.66042E+05    0.26322E+02
  1819    0.31875E+03    0.67209E+01   -0.35252E+01    0.65948E+05    0.25708E+02
  1820    0.31744E+03    0.67639E+01   -0.33553E+01    0.65854E+05    0.25097E+02
  1821    0.31612E+03    0.68082E+01   -0.31904E+01    0.65760E+05    0.24493E+02
  1822    0.31479E+03    0.68533E+01   -0.30306E+01    0.65666E+05    0.23895E+02
  1823    0.31348E+03    0.68997E+01   -0.28760E+01    0.65572E+05    0.23307E+02
  1824    0.31214E+03    0.69467E+01   -0.27264E+01    0.65478E+05    0.22731E+02
  1825    0.31080E+03    0.69947E+01   -0.25822E+01    0.65385E+05    0.22167E+02
  1826    0.30945E+03    0.70444E+01   -0.24432E+01    0.65292E+05    0.21618E+02
  1827    0.30811E+03    0.70946E+01   -0.23094E+01    0.65198E+05    0.21085E+02
  1828    0.30675E+03    0.71456E+01   -0.21810E+01    0.65105E+05    0.20571E+02
  1829    0.30539E+03    0.71967E+01   -0.20578E+01    0.65013E+05    0.20077E+02
  1830    0.30403E+03    0.72500E+01   -0.19400E+01    0.64920E+05    0.19605E+02
  1831    0.30267E+03    0.73034E+01   -0.18275E+01    0.64827E+05    0.19156E+02
  1832    0.30130E+03    0.73576E+01   -0.17205E+01    0.64735E+05    0.18734E+02
  1833    0.29994E+03    0.74125E+01   -0.16187E+01    0.64643E+05    0.18338E+02
  1834    0.29858E+03    0.74675E+01   -0.15226E+01    0.64551E+05    0.17972E+02
  1835    0.29720E+03    0.75241E+01   -0.14316E+01    0.64459E+05    0.17637E+02
  1836    0.29583E+03    0.75822E+01   -0.13462E+01    0.64367E+05    0.17335E+02
  1837    0.29446E+03    0.76388E+01   -0.12662E+01    0.64275E+05    0.17068E+02
  1838    0.29310E+03    0.76970E+01   -0.11918E+01    0.64183E+05    0.16836E+02
  1839    0.29172E+03    0.77560E+01   -0.11226E+01    0.64092E+05    0.16644E+02
  1840    0.29036E+03    0.78143E+01   -0.10591E+01    0.64001E+05    0.16491E+02
  1841    0.28899E+03    0.78741E+01   -0.10009E+01    0.63910E+05    0.16380E+02
  1842    0.28763E+03    0.79340E+01   -0.94812E+00    0.63819E+05    0.16313E+02
  1843    0.28626E+03    0.79940E+01   -0.90085E+00    0.63728E+05    0.16292E+02
  1844    0.28491E+03    0.80548E+01   -0.85890E+00    0.63637E+05    0.16318E+02
  1845    0.28357E+03    0.81157E+01   -0.82243E+00    0.63547E+05    0.16393E+02
  1846    0.28221E+03    0.81774E+01   -0.79121E+00    0.63456E+05    0.16519E+02
  1847    0.28086E+03    0.82391E+01   -0.76556E+00    0.63366E+05    0.16698E+02
  1848    0.27951E+03    0.83010E+01   -0.74511E+00    0.63276E+05    0.16931E+02
  1849    0.27817E+03    0.83629E+01   -0.73000E+00    0.63186E+05    0.17221E+02
  1850    0.27683E+03    0.84249E+01   -0.72018E+00    0.63096E+05    0.17569E+02
  1851    0.27548E+03    0.84877E+01   -0.71565E+00    0.63007E+05    0.17976E+02
  1852    0.27416E+03    0.85513E+01   -0.71641E+00    0.62917E+05    0.18441E+02
  1853    0.27283E+03    0.86135E+01   -0.72232E+00    0.62828E+05    0.18962E+02
  1854    0.27151E+03    0.86759E+01   -0.73354E+00    0.62738E+05    0.19537E+02
  1855    0.27020E+03    0.87375E+01   -0.74984E+00    0.62649E+05    0.20163E+02
  1856    0.26890E+03    0.88000E+01   -0.77118E+00    0.62560E+05    0.20839E+02
  1857    0.26760E+03    0.88633E+01   -0.79769E+00    0.62471E+05    0.21562E+02
  1858    0.26630E+03    0.89252E+01   -0.82924E+00    0.62383E+05    0.22330E+02
  1859    0.26502E+03    0.89880E+01   -0.86590E+00    0.62294E+05    0.23141E+02
  1860    0.26374E+03    0.90493E+01   -0.90740E+00    0.62206E+05    0.23993E+02
  1861    0.26248E+03    0.91115E+01   -0.95395E+00    0.62118E+05    0.24884E+02
  1862    0.26123E+03    0.91730E+01   -0.10053E+01    0.62029E+05    0.25812E+02
  1863    0.25997E+03    0.92346E+01   -0.10614E+01    0.61941E+05    0.26774E+02
  1864    0.25873E+03    0.92970E+01   -0.11223E+01    0.61854E+05    0.27769E+02
  1865    0.25750E+03    0.93580E+01   -0.11880E+01    0.61766E+05    0.28794E+02
  1866    0.25628E+03    0.94184E+01   -0.12584E+01    0.61678E+05    0.29848E+02
  1867    0.25506E+03    0.94788E+01   -0.13332E+01    0.61591E+05    0.30927E+02
  1868    0.25386E+03    0.95386E+01   -0.14127E+01    0.61503E+05    0.32031E+02
  1869    0.25267E+03    0.95977E+01   -0.14966E+01    0.61416E+05    0.33156E+02
  1870    0.25149E+03    0.96569E+01   -0.15851E+01    0.61329E+05    0.34301E+02
  1871    0.25032E+03    0.97162E+01   -0.16779E+01    0.61242E+05    0.35464E+02
  1872    0.24917E+03    0.97741E+01   -0.17751E+01    0.61156E+05    0.36643E+02
  1873    0.24802E+03    0.98321E+01   -0.18765E+01    0.61069E+05    0.37834E+02
  1874    0.24689E+03    0.98887E+01   -0.19821E+01    0.60982E+05    0.39037E+02
  1875    0.24577E+03    0.99453E+01   -0.20918E+01    0.60896E+05    0.40249E+02
  1876    0.24465E+03    0.10001E+02   -0.22056E+01    0.60810E+05    0.41469E+02
  1877    0.24355E+03    0.10057E+02   -0.23233E+01    0.60724E+05    0.42693E+02
  1878    0.24246E+03    0.10111E+02   -0.24450E+01    0.60638E+05    0.43920E+02
  1879    0.24139E+03    0.10164E+02   -0.25704E+01    0.60552E+05    0.45147E+02
  1880    0.24033E+03    0.10217E+02   -0.26997E+01    0.60466E+05    0.46374E+02
  1881    0.23929E+03    0.10269E+02   -0.28325E+01    0.60381E+05    0.47596E+02
  1882    0.23825E+03    0.10321E+02   -0.29689E+01    0.60295E+05    0.48813E+02
  1883    0.23724E+03    0.10371E+02   -0.31089E+01    0.60210E+05    0.50022E+02
  1884    0.23623E+03    0.10421E+02   -0.32524E+01    0.60125E+05    0.51222E+02
  1885    0.23524E+03    0.10470E+02   -0.33992E+01    0.60040E+05    0.52409E+02
  1886    0.23426E+03    0.10519E+02   -0.35492E+01    0.59955E+05    0.53582E+02
  1887    0.23329E+03    0.10566E+02   -0.37026E+01    0.59870E+05    0.54739E+02
  1888    0.23235E+03    0.10612E+02   -0.38590E+01    0.59785E+05    0.55877E+02
  1889    0.23141E+03    0.10657E+02   -0.40185E+01    0.59701E+05    0.56995E+02
  1890    0.23050E+03    0.10702E+02   -0.41810E+01    0.59617E+05    0.58091E+02
  1891    0.22960E+03    0.10746E+02   -0.43462E+01    0.59532E+05    0.59161E+02
  1892    0.22871E+03    0.10788E+02   -0.45144E+01    0.59448E+05    0.60205E+02
  1893    0.22783E+03    0.10830E+02   -0.46852E+01    0.59364E+05    0.61220E+02
  1894    0.22697E+03    0.10871E+02   -0.48584E+01    0.59280E+05    0.62203E+02
  1895    0.22612E+03    0.10910E+02   -0.50343E+01    0.59197E+05    0.63154E+02
  1896    0.22530E+03    0.10950E+02   -0.52127E+01    0.59113E+05    0.64069E+02
  1897    0.22449E+03    0.10987E+02   -0.53934E+01    0.59030E+05    0.64946E+02
  1898    0.22369E+03    0.11023E+02   -0.55765E+01    0.58946E+05    0.65784E+02
  1899    0.22291E+03    0.11059E+02   -0.57616E+01    0.58863E+05    0.66581E+02
  1900    0.22214E+03    0.11092E+02   -0.59489E+01    0.58780E+05    0.67333E+02
  1901    0.22139E+03    0.11125E+02   -0.61384E+01    0.58697E+05    0.68040E+02
  1902    0.22066E+03    0.11157E+02   -0.63297E+01    0.58614E+05    0.68701E+02
  1903    0.21993E+03    0.11187E+02   -0.65226E+01    0.58531E+05    0.69315E+02
  1904    0.21925E+03    0.11217E+02   -0.67167E+01    0.58449E+05    0.69882E+02
  1905    0.21854E+03    0.11245E+02   -0.69132E+01    0.58366E+05    0.70403E+02
  1906    0.21787E+03    0.11272E+02   -0.71115E+01    0.58284E+05    0.70876E+02
  1907    0.21722E+03    0.11299E+02   -0.73099E+01    0.58202E+05    0.71301E+02
  1908    0.21658E+03    0.11323E+02   -0.75108E+01    0.58120E+05    0.71678E+02
  1909    0.21595E+03    0.11347E+02   -0.77120E+01    0.58038E+05    0.72007E+02
  1910    0.21534E+03    0.11370E+02   -0.79148E+01    0.57956E+05    0.72288E+02
  1911    0.21475E+03    0.11391E+02   -0.81194E+01    0.57874E+05    0.72520E+02
  1912    0.21418E+03    0.11411E+02   -0.83234E+01    0.57793E+05    0.72702E+02
  1913    0.21363E+03    0.11429E+02   -0.85284E+01    0.57711E+05    0.72835E+02
  1914    0.21308E+03    0.11446E+02   -0.87344E+01    0.57630E+05    0.72919E+02
  1915    0.21256E+03    0.11462E+02   -0.89413E+01    0.57549E+05    0.72953E+02
  1916    0.21204E+03    0.11477E+02   -0.91485E+01    0.57468E+05    0.72936E+02
  1917    0.21155E+03    0.11490E+02   -0.93567E+01    0.57387E+05    0.72869E+02
  1918    0.21107E+03    0.11502E+02   -0.95651E+01    0.57306E+05    0.72751E+02
  1919    0.21061E+03    0.11513E+02   -0.97738E+01    0.57225E+05    0.72581E+02
  1920    0.21017E+03    0.11522E+02   -0.99827E+01    0.57145E+05    0.72361E+02
  1921    0.20973E+03    0.11530E+02   -0.10191E+02    0.57064E+05    0.72089E+02
  1922    0.20933E+03    0.11537E+02   -0.10400E+02    0.56984E+05    0.71764E+02
  1923    0.20893E+03    0.11542E+02   -0.10608E+02    0.56904E+05    0.71388E+02
  1924    0.20853E+03    0.11546E+02   -0.10816E+02    0.56824E+05    0.70959E+02
  1925    0.20818E+03    0.11548E+02   -0.11025E+02    0.56744E+05    0.70477E+02
  1926    0.20782E+03    0.11550E+02   -0.11232E+02    0.56664E+05    0.69942E+02
  1927    0.20747E+03    0.11551E+02   -0.11441E+02    0.56584E+05    0.69353E+02
  1928    0.20716E+03    0.11550E+02   -0.11646E+02    0.56504E+05    0.68711E+02
  1929    0.20684E+03    0.11548E+02   -0.11853E+02    0.56425E+05    0.68015E+02
  1930    0.20655E+03    0.11544E+02   -0.12057E+02    0.56346E+05    0.67264E+02
  1931    0.20628E+03    0.11538E+02   -0.12262E+02    0.56266E+05    0.66459E+02
  1932    0.20602E+03    0.11532E+02   -0.12465E+02    0.56187E+05    0.65599E+02
  1933    0.20578E+03    0.11524E+02   -0.12668E+02    0.56108E+05    0.64684E+02
  1934    0.20554E+03    0.11515E+02   -0.12869E+02    0.56029E+05    0.63713E+02
  1935    0.20533E+03    0.11504E+02   -0.13069E+02    0.55951E+05    0.62687E+02
  1936    0.20513E+03    0.11493E+02   -0.13268E+02    0.55872E+05    0.61605E+02
  1937    0.20493E+03    0.11479E+02   -0.13465E+02    0.55793E+05    0.60466E+02
  1938    0.20476E+03    0.11465E+02   -0.13661E+02    0.55715E+05    0.59271E+02
  1939    0.20460E+03    0.11449E+02   -0.13856E+02    0.55637E+05    0.58019E+02
  1940    0.20445E+03    0.11432E+02   -0.14049E+02    0.55559E+05    0.56709E+02
  1941    0.20432E+03    0.11414E+02   -0.14240E+02    0.55481E+05    0.55342E+02
  1942    0.20420E+03    0.11394E+02   -0.14430E+02    0.55403E+05    0.53918E+02
  1943    0.20409E+03    0.11374E+02   -0.14618E+02    0.55325E+05    0.52435E+02
  1944    0.20400E+03    0.11351E+02   -0.14804E+02    0.55247E+05    0.50895E+02
  1945    0.20391E+03    0.11328E+02   -0.14987E+02    0.55169E+05    0.49295E+02
  1946    0.20385E+03    0.11304E+02   -0.15170E+02    0.55092E+05    0.47637E+02
  1947    0.20378E+03    0.11278E+02   -0.15349E+02    0.55015E+05    0.45919E+02
  1948    0.20374E+03    0.11251E+02   -0.15527E+02    0.54937E+05    0.44142E+02
  1949    0.20371E+03    0.11222E+02   -0.15702E+02    0.54860E+05    0.42305E+02
  1950    0.20369E+03    0.11193E+02   -0.15875E+02    0.54783E+05    0.40408E+02
  1951    0.20368E+03    0.11163E+02   -0.16045E+02    0.54706E+05    0.38452E+02
  1952    0.20368E+03    0.11130E+02   -0.16213E+02    0.54630E+05    0.36439E+02
  1953    0.20370E+03    0.11097E+02   -0.16379E+02    0.54553E+05    0.34373E+02
  1954    0.20372E+03    0.11063E+02   -0.16542E+02    0.54476E+05    0.32258E+02
  1955    0.20376E+03    0.11028E+02   -0.16702E+02    0.54400E+05    0.30097E+02
  1956    0.20380E+03    0.10992E+02   -0.16860E+02    0.54324E+05    0.27895E+02
  1957    0.20388E+03    0.10954E+02   -0.17015E+02    0.54247E+05    0.25655E+02
  1958    0.20393E+03    0.10915E+02   -0.17167E+02    0.54171E+05    0.23381E+02
  1959    0.20400E+03    0.10875E+02   -0.17316E+02    0.54095E+05    0.21077E+02
  1960    0.20408E+03    0.10835E+02   -0.17463E+02    0.54020E+05    0.18746E+02
