#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1201    0.94409E+03    0.12495E+02   -0.72384E-08    0.12495E+02    0.18034E+02   -0.14109E-09   -0.72384E-08   -0.14109E-09    0.39581E-14
  1202    0.93915E+03    0.12646E+02   -0.72156E-08    0.12646E+02    0.18240E+02   -0.14383E-09   -0.72156E-08   -0.14383E-09    0.39447E-14
  1203    0.93431E+03    0.12777E+02   -0.71932E-08    0.12777E+02    0.18445E+02   -0.14654E-09   -0.71932E-08   -0.14654E-09    0.39314E-14
  1204    0.92941E+03    0.12889E+02   -0.71714E-08    0.12889E+02    0.18652E+02   -0.14922E-09   -0.71714E-08   -0.14922E-09    0.39182E-14
  1205    0.92452E+03    0.12982E+02   -0.71501E-08    0.12982E+02    0.18858E+02   -0.15187E-09   -0.71501E-08   -0.15187E-09    0.39050E-14
  1206    0.91966E+03    0.13057E+02   -0.71294E-08    0.13057E+02    0.19066E+02   -0.15449E-09   -0.71294E-08   -0.15449E-09    0.38919E-14
  1207    0.91488E+03    0.13111E+02   -0.71091E-08    0.13111E+02    0.19275E+02   -0.15708E-09   -0.71091E-08   -0.15708E-09    0.38788E-14
  1208    0.91005E+03    0.13148E+02   -0.70893E-08    0.13148E+02    0.19485E+02   -0.15964E-09   -0.70893E-08   -0.15964E-09    0.38658E-14
  1209    0.90516E+03    0.13165E+02   -0.70700E-08    0.13165E+02    0.19694E+02   -0.16217E-09   -0.70700E-08   -0.16217E-09    0.38528E-14
  1210    0.90037E+03    0.13163E+02   -0.70511E-08    0.13163E+02    0.19903E+02   -0.16467E-09   -0.70511E-08   -0.16467E-09    0.38399E-14
  1211    0.89551E+03    0.13142E+02   -0.70327E-08    0.13142E+02    0.20114E+02   -0.16714E-09   -0.70327E-08   -0.16714E-09    0.38270E-14
  1212    0.89075E+03    0.13103E+02   -0.70148E-08    0.13103E+02    0.20325E+02   -0.16957E-09   -0.70148E-08   -0.16957E-09    0.38142E-14
  1213    0.88593E+03    0.13045E+02   -0.69973E-08    0.13045E+02    0.20535E+02   -0.17198E-09   -0.69973E-08   -0.17198E-09    0.38014E-14
  1214    0.88120E+03    0.12969E+02   -0.69802E-08    0.12969E+02    0.20746E+02   -0.17435E-09   -0.69802E-08   -0.17435E-09    0.37887E-14
  1215    0.87648E+03    0.12873E+02   -0.69635E-08    0.12873E+02    0.20956E+02   -0.17668E-09   -0.69635E-08   -0.17668E-09    0.37761E-14
  1216    0.87178E+03    0.12760E+02   -0.69472E-08    0.12760E+02    0.21167E+02   -0.17898E-09   -0.69472E-08   -0.17898E-09    0.37634E-14
  1217    0.86695E+03    0.12628E+02   -0.69313E-08    0.12628E+02    0.21377E+02   -0.18125E-09   -0.69313E-08   -0.18125E-09    0.37509E-14
  1218    0.86228E+03    0.12477E+02   -0.69158E-08    0.12477E+02    0.21588E+02   -0.18348E-09   -0.69158E-08   -0.18348E-09    0.37384E-14
  1219    0.85756E+03    0.12310E+02   -0.69007E-08    0.12310E+02    0.21797E+02   -0.18568E-09   -0.69007E-08   -0.18568E-09    0.37259E-14
  1220    0.85292E+03    0.12123E+02   -0.68859E-08    0.12123E+02    0.22005E+02   -0.18784E-09   -0.68859E-08   -0.18784E-09    0.37135E-14
  1221    0.84830E+03    0.11919E+02   -0.68714E-08    0.11919E+02    0.22213E+02   -0.18997E-09   -0.68714E-08   -0.18997E-09    0.37011E-14
  1222    0.84369E+03    0.11697E+02   -0.68573E-08    0.11697E+02    0.22421E+02   -0.19206E-09   -0.68573E-08   -0.19206E-09    0.36888E-14
  1223    0.83910E+03    0.11458E+02   -0.68435E-08    0.11458E+02    0.22628E+02   -0.19411E-09   -0.68435E-08   -0.19411E-09    0.36765E-14
  1224    0.83452E+03    0.11201E+02   -0.68300E-08    0.11201E+02    0.22833E+02   -0.19613E-09   -0.68300E-08   -0.19613E-09    0.36643E-14
  1225    0.83003E+03    0.10926E+02   -0.68168E-08    0.10926E+02    0.23038E+02   -0.19811E-09   -0.68168E-08   -0.19811E-09    0.36521E-14
  1226    0.82555E+03    0.10635E+02   -0.68039E-08    0.10635E+02    0.23241E+02   -0.20005E-09   -0.68039E-08   -0.20005E-09    0.36400E-14
  1227    0.82117E+03    0.10326E+02   -0.67912E-08    0.10326E+02    0.23444E+02   -0.20195E-09   -0.67912E-08   -0.20195E-09    0.36279E-14
  1228    0.81672E+03    0.10001E+02   -0.67789E-08    0.10001E+02    0.23645E+02   -0.20381E-09   -0.67789E-08   -0.20381E-09    0.36159E-14
  1229    0.81236E+03    0.96590E+01   -0.67667E-08    0.96590E+01    0.23845E+02   -0.20564E-09   -0.67667E-08   -0.20564E-09    0.36039E-14
  1230    0.80786E+03    0.93015E+01   -0.67549E-08    0.93015E+01    0.24043E+02   -0.20742E-09   -0.67549E-08   -0.20742E-09    0.35919E-14
  1231    0.80353E+03    0.89275E+01   -0.67432E-08    0.89275E+01    0.24240E+02   -0.20917E-09   -0.67432E-08   -0.20917E-09    0.35800E-14
  1232    0.79921E+03    0.85384E+01   -0.67318E-08    0.85384E+01    0.24435E+02   -0.21087E-09   -0.67318E-08   -0.21087E-09    0.35682E-14
  1233    0.79505E+03    0.81322E+01   -0.67206E-08    0.81322E+01    0.24629E+02   -0.21254E-09   -0.67206E-08   -0.21254E-09    0.35564E-14
  1234    0.79083E+03    0.77119E+01   -0.67096E-08    0.77119E+01    0.24820E+02   -0.21416E-09   -0.67096E-08   -0.21416E-09    0.35447E-14
  1235    0.78692E+03    0.72761E+01   -0.66988E-08    0.72761E+01    0.25011E+02   -0.21574E-09   -0.66988E-08   -0.21574E-09    0.35329E-14
  1236    0.78287E+03    0.68255E+01   -0.66881E-08    0.68255E+01    0.25198E+02   -0.21728E-09   -0.66881E-08   -0.21728E-09    0.35213E-14
  1237    0.77884E+03    0.63597E+01   -0.66776E-08    0.63597E+01    0.25383E+02   -0.21878E-09   -0.66776E-08   -0.21878E-09    0.35097E-14
  1238    0.77489E+03    0.58793E+01   -0.66673E-08    0.58793E+01    0.25567E+02   -0.22023E-09   -0.66673E-08   -0.22023E-09    0.34981E-14
  1239    0.77095E+03    0.53844E+01   -0.66571E-08    0.53844E+01    0.25748E+02   -0.22164E-09   -0.66571E-08   -0.22164E-09    0.34866E-14
  1240    0.76703E+03    0.48767E+01   -0.66471E-08    0.48767E+01    0.25927E+02   -0.22301E-09   -0.66471E-08   -0.22301E-09    0.34751E-14
  1241    0.76326E+03    0.43546E+01   -0.66371E-08    0.43546E+01    0.26103E+02   -0.22433E-09   -0.66371E-08   -0.22433E-09    0.34637E-14
  1242    0.75944E+03    0.38206E+01   -0.66273E-08    0.38206E+01    0.26279E+02   -0.22561E-09   -0.66273E-08   -0.22561E-09    0.34523E-14
  1243    0.75569E+03    0.32716E+01   -0.66176E-08    0.32716E+01    0.26449E+02   -0.22684E-09   -0.66176E-08   -0.22684E-09    0.34409E-14
  1244    0.75204E+03    0.27112E+01   -0.66079E-08    0.27112E+01    0.26619E+02   -0.22803E-09   -0.66079E-08   -0.22803E-09    0.34296E-14
  1245    0.74846E+03    0.21381E+01   -0.65984E-08    0.21381E+01    0.26786E+02   -0.22917E-09   -0.65984E-08   -0.22917E-09    0.34184E-14
  1246    0.74490E+03    0.15541E+01   -0.65889E-08    0.15541E+01    0.26948E+02   -0.23027E-09   -0.65889E-08   -0.23027E-09    0.34072E-14
  1247    0.74135E+03    0.95754E+00   -0.65794E-08    0.95754E+00    0.27109E+02   -0.23132E-09   -0.65794E-08   -0.23132E-09    0.33960E-14
  1248    0.73788E+03    0.34928E+00   -0.65700E-08    0.34928E+00    0.27266E+02   -0.23232E-09   -0.65700E-08   -0.23232E-09    0.33849E-14
  1249    0.73450E+03   -0.26972E+00   -0.65607E-08   -0.26972E+00    0.27422E+02   -0.23328E-09   -0.65607E-08   -0.23328E-09    0.33738E-14
  1250    0.73120E+03   -0.89953E+00   -0.65513E-08   -0.89953E+00    0.27574E+02   -0.23419E-09   -0.65513E-08   -0.23419E-09    0.33627E-14
  1251    0.72791E+03   -0.15399E+01   -0.65420E-08   -0.15399E+01    0.27721E+02   -0.23505E-09   -0.65420E-08   -0.23505E-09    0.33517E-14
  1252    0.72478E+03   -0.21907E+01   -0.65326E-08   -0.21907E+01    0.27867E+02   -0.23586E-09   -0.65326E-08   -0.23586E-09    0.33408E-14
  1253    0.72158E+03   -0.28511E+01   -0.65233E-08   -0.28511E+01    0.28009E+02   -0.23663E-09   -0.65233E-08   -0.23663E-09    0.33299E-14
  1254    0.71847E+03   -0.35212E+01   -0.65139E-08   -0.35212E+01    0.28147E+02   -0.23735E-09   -0.65139E-08   -0.23735E-09    0.33190E-14
  1255    0.71544E+03   -0.42006E+01   -0.65045E-08   -0.42006E+01    0.28282E+02   -0.23802E-09   -0.65045E-08   -0.23802E-09    0.33081E-14
  1256    0.71256E+03   -0.48889E+01   -0.64950E-08   -0.48889E+01    0.28413E+02   -0.23865E-09   -0.64950E-08   -0.23865E-09    0.32974E-14
  1257    0.70970E+03   -0.55860E+01   -0.64856E-08   -0.55860E+01    0.28542E+02   -0.23924E-09   -0.64856E-08   -0.23924E-09    0.32866E-14
  1258    0.70684E+03   -0.62914E+01   -0.64760E-08   -0.62914E+01    0.28666E+02   -0.23978E-09   -0.64760E-08   -0.23978E-09    0.32759E-14
  1259    0.70406E+03   -0.70049E+01   -0.64664E-08   -0.70049E+01    0.28787E+02   -0.24028E-09   -0.64664E-08   -0.24028E-09    0.32652E-14
  1260    0.70136E+03   -0.77260E+01   -0.64567E-08   -0.77260E+01    0.28904E+02   -0.24074E-09   -0.64567E-08   -0.24074E-09    0.32546E-14
  1261    0.69874E+03   -0.84547E+01   -0.64470E-08   -0.84547E+01    0.29017E+02   -0.24115E-09   -0.64470E-08   -0.24115E-09    0.32440E-14
  1262    0.69620E+03   -0.91902E+01   -0.64371E-08   -0.91902E+01    0.29128E+02   -0.24153E-09   -0.64371E-08   -0.24153E-09    0.32335E-14
  1263    0.69375E+03   -0.99328E+01   -0.64272E-08   -0.99328E+01    0.29234E+02   -0.24186E-09   -0.64272E-08   -0.24186E-09    0.32230E-14
  1264    0.69129E+03   -0.10682E+02   -0.64171E-08   -0.10682E+02    0.29337E+02   -0.24216E-09   -0.64171E-08   -0.24216E-09    0.32125E-14
  1265    0.68899E+03   -0.11437E+02   -0.64069E-08   -0.11437E+02    0.29435E+02   -0.24242E-09   -0.64069E-08   -0.24242E-09    0.32021E-14
  1266    0.68670E+03   -0.12198E+02   -0.63966E-08   -0.12198E+02    0.29530E+02   -0.24264E-09   -0.63966E-08   -0.24264E-09    0.31917E-14
  1267    0.68448E+03   -0.12965E+02   -0.63861E-08   -0.12965E+02    0.29620E+02   -0.24282E-09   -0.63861E-08   -0.24282E-09    0.31814E-14
  1268    0.68235E+03   -0.13737E+02   -0.63755E-08   -0.13737E+02    0.29708E+02   -0.24297E-09   -0.63755E-08   -0.24297E-09    0.31711E-14
  1269    0.68031E+03   -0.14513E+02   -0.63648E-08   -0.14513E+02    0.29790E+02   -0.24308E-09   -0.63648E-08   -0.24308E-09    0.31608E-14
  1270    0.67831E+03   -0.15294E+02   -0.63539E-08   -0.15294E+02    0.29868E+02   -0.24316E-09   -0.63539E-08   -0.24316E-09    0.31506E-14
  1271    0.67640E+03   -0.16080E+02   -0.63428E-08   -0.16080E+02    0.29943E+02   -0.24320E-09   -0.63428E-08   -0.24320E-09    0.31404E-14
  1272    0.67454E+03   -0.16869E+02   -0.63315E-08   -0.16869E+02    0.30014E+02   -0.24321E-09   -0.63315E-08   -0.24321E-09    0.31302E-14
  1273    0.67273E+03   -0.17661E+02   -0.63200E-08   -0.17661E+02    0.30080E+02   -0.24319E-09   -0.63200E-08   -0.24319E-09    0.31201E-14
  1274    0.67101E+03   -0.18457E+02   -0.63083E-08   -0.18457E+02    0.30142E+02   -0.24313E-09   -0.63083E-08   -0.24313E-09    0.31100E-14
  1275    0.66936E+03   -0.19255E+02   -0.62964E-08   -0.19255E+02    0.30200E+02   -0.24304E-09   -0.62964E-08   -0.24304E-09    0.31000E-14
  1276    0.66777E+03   -0.20056E+02   -0.62843E-08   -0.20056E+02    0.30254E+02   -0.24292E-09   -0.62843E-08   -0.24292E-09    0.30900E-14
  1277    0.66625E+03   -0.20858E+02   -0.62719E-08   -0.20858E+02    0.30304E+02   -0.24277E-09   -0.62719E-08   -0.24277E-09    0.30801E-14
  1278    0.66480E+03   -0.21662E+02   -0.62593E-08   -0.21662E+02    0.30350E+02   -0.24259E-09   -0.62593E-08   -0.24259E-09    0.30701E-14
  1279    0.66342E+03   -0.22467E+02   -0.62465E-08   -0.22467E+02    0.30391E+02   -0.24238E-09   -0.62465E-08   -0.24238E-09    0.30603E-14
  1280    0.66212E+03   -0.23274E+02   -0.62334E-08   -0.23274E+02    0.30429E+02   -0.24215E-09   -0.62334E-08   -0.24215E-09    0.30504E-14
  1281    0.66088E+03   -0.24081E+02   -0.62200E-08   -0.24081E+02    0.30462E+02   -0.24188E-09   -0.62200E-08   -0.24188E-09    0.30406E-14
  1282    0.65972E+03   -0.24887E+02   -0.62064E-08   -0.24887E+02    0.30490E+02   -0.24159E-09   -0.62064E-08   -0.24159E-09    0.30308E-14
  1283    0.65863E+03   -0.25694E+02   -0.61925E-08   -0.25694E+02    0.30515E+02   -0.24127E-09   -0.61925E-08   -0.24127E-09    0.30211E-14
  1284    0.65760E+03   -0.26501E+02   -0.61782E-08   -0.26501E+02    0.30535E+02   -0.24093E-09   -0.61782E-08   -0.24093E-09    0.30114E-14
  1285    0.65663E+03   -0.27306E+02   -0.61637E-08   -0.27306E+02    0.30551E+02   -0.24057E-09   -0.61637E-08   -0.24057E-09    0.30017E-14
  1286    0.65574E+03   -0.28111E+02   -0.61489E-08   -0.28111E+02    0.30562E+02   -0.24017E-09   -0.61489E-08   -0.24017E-09    0.29921E-14
  1287    0.65492E+03   -0.28912E+02   -0.61337E-08   -0.28912E+02    0.30570E+02   -0.23976E-09   -0.61337E-08   -0.23976E-09    0.29825E-14
  1288    0.65416E+03   -0.29714E+02   -0.61182E-08   -0.29714E+02    0.30573E+02   -0.23932E-09   -0.61182E-08   -0.23932E-09    0.29730E-14
  1289    0.65348E+03   -0.30511E+02   -0.61024E-08   -0.30511E+02    0.30572E+02   -0.23886E-09   -0.61024E-08   -0.23886E-09    0.29635E-14
  1290    0.65285E+03   -0.31306E+02   -0.60862E-08   -0.31306E+02    0.30566E+02   -0.23838E-09   -0.60862E-08   -0.23838E-09    0.29540E-14
  1291    0.65229E+03   -0.32099E+02   -0.60696E-08   -0.32099E+02    0.30556E+02   -0.23788E-09   -0.60696E-08   -0.23788E-09    0.29446E-14
  1292    0.65180E+03   -0.32888E+02   -0.60527E-08   -0.32888E+02    0.30541E+02   -0.23736E-09   -0.60527E-08   -0.23736E-09    0.29351E-14
  1293    0.65137E+03   -0.33674E+02   -0.60354E-08   -0.33674E+02    0.30523E+02   -0.23682E-09   -0.60354E-08   -0.23682E-09    0.29258E-14
  1294    0.65102E+03   -0.34454E+02   -0.60177E-08   -0.34454E+02    0.30501E+02   -0.23626E-09   -0.60177E-08   -0.23626E-09    0.29164E-14
  1295    0.65072E+03   -0.35231E+02   -0.59996E-08   -0.35231E+02    0.30474E+02   -0.23569E-09   -0.59996E-08   -0.23569E-09    0.29071E-14
  1296    0.65048E+03   -0.36001E+02   -0.59811E-08   -0.36001E+02    0.30443E+02   -0.23509E-09   -0.59811E-08   -0.23509E-09    0.28979E-14
  1297    0.65031E+03   -0.36767E+02   -0.59622E-08   -0.36767E+02    0.30408E+02   -0.23448E-09   -0.59622E-08   -0.23448E-09    0.28886E-14
  1298    0.65020E+03   -0.37527E+02   -0.59429E-08   -0.37527E+02    0.30369E+02   -0.23386E-09   -0.59429E-08   -0.23386E-09    0.28794E-14
  1299    0.65014E+03   -0.38282E+02   -0.59231E-08   -0.38282E+02    0.30326E+02   -0.23322E-09   -0.59231E-08   -0.23322E-09    0.28703E-14
  1300    0.65016E+03   -0.39030E+02   -0.59029E-08   -0.39030E+02    0.30278E+02   -0.23256E-09   -0.59029E-08   -0.23256E-09    0.28611E-14
  1301    0.65023E+03   -0.39770E+02   -0.58823E-08   -0.39770E+02    0.30227E+02   -0.23189E-09   -0.58823E-08   -0.23189E-09    0.28520E-14
  1302    0.65036E+03   -0.40504E+02   -0.58612E-08   -0.40504E+02    0.30171E+02   -0.23121E-09   -0.58612E-08   -0.23121E-09    0.28430E-14
  1303    0.65055E+03   -0.41231E+02   -0.58397E-08   -0.41231E+02    0.30111E+02   -0.23051E-09   -0.58397E-08   -0.23051E-09    0.28339E-14
  1304    0.65079E+03   -0.41950E+02   -0.58179E-08   -0.41950E+02    0.30048E+02   -0.22980E-09   -0.58179E-08   -0.22980E-09    0.28250E-14
  1305    0.65110E+03   -0.42663E+02   -0.57957E-08   -0.42663E+02    0.29979E+02   -0.22907E-09   -0.57957E-08   -0.22907E-09    0.28160E-14
  1306    0.65144E+03   -0.43366E+02   -0.57731E-08   -0.43366E+02    0.29908E+02   -0.22833E-09   -0.57731E-08   -0.22833E-09    0.28071E-14
  1307    0.65187E+03   -0.44060E+02   -0.57503E-08   -0.44060E+02    0.29833E+02   -0.22758E-09   -0.57503E-08   -0.22758E-09    0.27982E-14
  1308    0.65234E+03   -0.44748E+02   -0.57273E-08   -0.44748E+02    0.29753E+02   -0.22681E-09   -0.57273E-08   -0.22681E-09    0.27893E-14
  1309    0.65285E+03   -0.45425E+02   -0.57040E-08   -0.45425E+02    0.29668E+02   -0.22602E-09   -0.57040E-08   -0.22602E-09    0.27805E-14
  1310    0.65343E+03   -0.46094E+02   -0.56804E-08   -0.46094E+02    0.29581E+02   -0.22522E-09   -0.56804E-08   -0.22522E-09    0.27717E-14
  1311    0.65406E+03   -0.46753E+02   -0.56567E-08   -0.46753E+02    0.29490E+02   -0.22441E-09   -0.56567E-08   -0.22441E-09    0.27629E-14
  1312    0.65476E+03   -0.47402E+02   -0.56329E-08   -0.47402E+02    0.29396E+02   -0.22357E-09   -0.56329E-08   -0.22357E-09    0.27542E-14
  1313    0.65549E+03   -0.48043E+02   -0.56089E-08   -0.48043E+02    0.29297E+02   -0.22273E-09   -0.56089E-08   -0.22273E-09    0.27455E-14
  1314    0.65628E+03   -0.48672E+02   -0.55848E-08   -0.48672E+02    0.29194E+02   -0.22186E-09   -0.55848E-08   -0.22186E-09    0.27368E-14
  1315    0.65711E+03   -0.49291E+02   -0.55606E-08   -0.49291E+02    0.29089E+02   -0.22098E-09   -0.55606E-08   -0.22098E-09    0.27282E-14
  1316    0.65800E+03   -0.49900E+02   -0.55364E-08   -0.49900E+02    0.28978E+02   -0.22009E-09   -0.55364E-08   -0.22009E-09    0.27196E-14
  1317    0.65894E+03   -0.50498E+02   -0.55122E-08   -0.50498E+02    0.28866E+02   -0.21918E-09   -0.55122E-08   -0.21918E-09    0.27110E-14
  1318    0.65991E+03   -0.51084E+02   -0.54879E-08   -0.51084E+02    0.28749E+02   -0.21825E-09   -0.54879E-08   -0.21825E-09    0.27025E-14
  1319    0.66093E+03   -0.51660E+02   -0.54637E-08   -0.51660E+02    0.28628E+02   -0.21730E-09   -0.54637E-08   -0.21730E-09    0.26939E-14
  1320    0.66199E+03   -0.52224E+02   -0.54396E-08   -0.52224E+02    0.28504E+02   -0.21634E-09   -0.54396E-08   -0.21634E-09    0.26855E-14
  1321    0.66309E+03   -0.52777E+02   -0.54155E-08   -0.52777E+02    0.28378E+02   -0.21536E-09   -0.54155E-08   -0.21536E-09    0.26770E-14
  1322    0.66424E+03   -0.53317E+02   -0.53916E-08   -0.53317E+02    0.28247E+02   -0.21436E-09   -0.53916E-08   -0.21436E-09    0.26686E-14
  1323    0.66544E+03   -0.53846E+02   -0.53678E-08   -0.53846E+02    0.28113E+02   -0.21334E-09   -0.53678E-08   -0.21334E-09    0.26602E-14
  1324    0.66667E+03   -0.54362E+02   -0.53441E-08   -0.54362E+02    0.27976E+02   -0.21231E-09   -0.53441E-08   -0.21231E-09    0.26519E-14
  1325    0.66794E+03   -0.54866E+02   -0.53207E-08   -0.54866E+02    0.27836E+02   -0.21126E-09   -0.53207E-08   -0.21126E-09    0.26435E-14
  1326    0.66925E+03   -0.55357E+02   -0.52974E-08   -0.55357E+02    0.27693E+02   -0.21019E-09   -0.52974E-08   -0.21019E-09    0.26352E-14
  1327    0.67058E+03   -0.55836E+02   -0.52744E-08   -0.55836E+02    0.27548E+02   -0.20911E-09   -0.52744E-08   -0.20911E-09    0.26270E-14
  1328    0.67197E+03   -0.56300E+02   -0.52517E-08   -0.56300E+02    0.27399E+02   -0.20800E-09   -0.52517E-08   -0.20800E-09    0.26188E-14
  1329    0.67338E+03   -0.56753E+02   -0.52293E-08   -0.56753E+02    0.27247E+02   -0.20688E-09   -0.52293E-08   -0.20688E-09    0.26106E-14
  1330    0.67483E+03   -0.57192E+02   -0.52072E-08   -0.57192E+02    0.27092E+02   -0.20573E-09   -0.52072E-08   -0.20573E-09    0.26024E-14
  1331    0.67631E+03   -0.57616E+02   -0.51855E-08   -0.57616E+02    0.26935E+02   -0.20457E-09   -0.51855E-08   -0.20457E-09    0.25942E-14
  1332    0.67781E+03   -0.58028E+02   -0.51641E-08   -0.58028E+02    0.26774E+02   -0.20339E-09   -0.51641E-08   -0.20339E-09    0.25861E-14
  1333    0.67935E+03   -0.58425E+02   -0.51432E-08   -0.58425E+02    0.26611E+02   -0.20219E-09   -0.51432E-08   -0.20219E-09    0.25780E-14
  1334    0.68092E+03   -0.58809E+02   -0.51227E-08   -0.58809E+02    0.26446E+02   -0.20097E-09   -0.51227E-08   -0.20097E-09    0.25700E-14
  1335    0.68251E+03   -0.59178E+02   -0.51026E-08   -0.59178E+02    0.26278E+02   -0.19973E-09   -0.51026E-08   -0.19973E-09    0.25620E-14
  1336    0.68413E+03   -0.59532E+02   -0.50831E-08   -0.59532E+02    0.26108E+02   -0.19848E-09   -0.50831E-08   -0.19848E-09    0.25540E-14
  1337    0.68577E+03   -0.59873E+02   -0.50640E-08   -0.59873E+02    0.25935E+02   -0.19720E-09   -0.50640E-08   -0.19720E-09    0.25460E-14
  1338    0.68743E+03   -0.60198E+02   -0.50455E-08   -0.60198E+02    0.25760E+02   -0.19590E-09   -0.50455E-08   -0.19590E-09    0.25381E-14
  1339    0.68913E+03   -0.60510E+02   -0.50276E-08   -0.60510E+02    0.25582E+02   -0.19458E-09   -0.50276E-08   -0.19458E-09    0.25302E-14
  1340    0.69083E+03   -0.60808E+02   -0.50102E-08   -0.60808E+02    0.25403E+02   -0.19324E-09   -0.50102E-08   -0.19324E-09    0.25223E-14
  1341    0.69256E+03   -0.61090E+02   -0.49935E-08   -0.61090E+02    0.25223E+02   -0.19188E-09   -0.49935E-08   -0.19188E-09    0.25144E-14
  1342    0.69429E+03   -0.61357E+02   -0.49775E-08   -0.61357E+02    0.25040E+02   -0.19050E-09   -0.49775E-08   -0.19050E-09    0.25066E-14
  1343    0.69606E+03   -0.61609E+02   -0.49621E-08   -0.61609E+02    0.24855E+02   -0.18910E-09   -0.49621E-08   -0.18910E-09    0.24988E-14
  1344    0.69783E+03   -0.61845E+02   -0.49474E-08   -0.61845E+02    0.24667E+02   -0.18767E-09   -0.49474E-08   -0.18767E-09    0.24911E-14
  1345    0.69961E+03   -0.62066E+02   -0.49334E-08   -0.62066E+02    0.24480E+02   -0.18623E-09   -0.49334E-08   -0.18623E-09    0.24833E-14
  1346    0.70141E+03   -0.62274E+02   -0.49202E-08   -0.62274E+02    0.24289E+02   -0.18476E-09   -0.49202E-08   -0.18476E-09    0.24756E-14
  1347    0.70322E+03   -0.62465E+02   -0.49078E-08   -0.62465E+02    0.24097E+02   -0.18328E-09   -0.49078E-08   -0.18328E-09    0.24679E-14
  1348    0.70504E+03   -0.62640E+02   -0.48962E-08   -0.62640E+02    0.23904E+02   -0.18177E-09   -0.48962E-08   -0.18177E-09    0.24603E-14
  1349    0.70687E+03   -0.62800E+02   -0.48854E-08   -0.62800E+02    0.23709E+02   -0.18024E-09   -0.48854E-08   -0.18024E-09    0.24527E-14
  1350    0.70870E+03   -0.62944E+02   -0.48755E-08   -0.62944E+02    0.23513E+02   -0.17868E-09   -0.48755E-08   -0.17868E-09    0.24451E-14
  1351    0.71054E+03   -0.63073E+02   -0.48665E-08   -0.63073E+02    0.23316E+02   -0.17711E-09   -0.48665E-08   -0.17711E-09    0.24375E-14
  1352    0.71238E+03   -0.63186E+02   -0.48583E-08   -0.63186E+02    0.23117E+02   -0.17551E-09   -0.48583E-08   -0.17551E-09    0.24299E-14
  1353    0.71422E+03   -0.63284E+02   -0.48509E-08   -0.63284E+02    0.22919E+02   -0.17389E-09   -0.48509E-08   -0.17389E-09    0.24224E-14
  1354    0.71606E+03   -0.63366E+02   -0.48443E-08   -0.63366E+02    0.22719E+02   -0.17225E-09   -0.48443E-08   -0.17225E-09    0.24149E-14
  1355    0.71792E+03   -0.63433E+02   -0.48383E-08   -0.63433E+02    0.22517E+02   -0.17060E-09   -0.48383E-08   -0.17060E-09    0.24075E-14
  1356    0.71977E+03   -0.63485E+02   -0.48330E-08   -0.63485E+02    0.22316E+02   -0.16893E-09   -0.48330E-08   -0.16893E-09    0.24000E-14
  1357    0.72162E+03   -0.63520E+02   -0.48282E-08   -0.63520E+02    0.22113E+02   -0.16724E-09   -0.48282E-08   -0.16724E-09    0.23926E-14
  1358    0.72346E+03   -0.63538E+02   -0.48241E-08   -0.63538E+02    0.21909E+02   -0.16553E-09   -0.48241E-08   -0.16553E-09    0.23852E-14
  1359    0.72529E+03   -0.63542E+02   -0.48204E-08   -0.63542E+02    0.21705E+02   -0.16381E-09   -0.48204E-08   -0.16381E-09    0.23779E-14
  1360    0.72710E+03   -0.63529E+02   -0.48171E-08   -0.63529E+02    0.21502E+02   -0.16208E-09   -0.48171E-08   -0.16208E-09    0.23706E-14
  1361    0.72893E+03   -0.63502E+02   -0.48142E-08   -0.63502E+02    0.21296E+02   -0.16034E-09   -0.48142E-08   -0.16034E-09    0.23633E-14
  1362    0.73073E+03   -0.63458E+02   -0.48117E-08   -0.63458E+02    0.21091E+02   -0.15858E-09   -0.48117E-08   -0.15858E-09    0.23560E-14
  1363    0.73252E+03   -0.63401E+02   -0.48094E-08   -0.63401E+02    0.20885E+02   -0.15682E-09   -0.48094E-08   -0.15682E-09    0.23487E-14
  1364    0.73429E+03   -0.63326E+02   -0.48074E-08   -0.63326E+02    0.20679E+02   -0.15504E-09   -0.48074E-08   -0.15504E-09    0.23415E-14
  1365    0.73613E+03   -0.63236E+02   -0.48056E-08   -0.63236E+02    0.20473E+02   -0.15326E-09   -0.48056E-08   -0.15326E-09    0.23343E-14
  1366    0.73788E+03   -0.63132E+02   -0.48039E-08   -0.63132E+02    0.20266E+02   -0.15147E-09   -0.48039E-08   -0.15147E-09    0.23271E-14
  1367    0.73961E+03   -0.63012E+02   -0.48023E-08   -0.63012E+02    0.20058E+02   -0.14967E-09   -0.48023E-08   -0.14967E-09    0.23200E-14
  1368    0.74141E+03   -0.62877E+02   -0.48008E-08   -0.62877E+02    0.19853E+02   -0.14787E-09   -0.48008E-08   -0.14787E-09    0.23129E-14
  1369    0.74312E+03   -0.62725E+02   -0.47992E-08   -0.62725E+02    0.19646E+02   -0.14607E-09   -0.47992E-08   -0.14607E-09    0.23058E-14
  1370    0.74482E+03   -0.62560E+02   -0.47976E-08   -0.62560E+02    0.19440E+02   -0.14426E-09   -0.47976E-08   -0.14426E-09    0.22987E-14
  1371    0.74650E+03   -0.62380E+02   -0.47959E-08   -0.62380E+02    0.19234E+02   -0.14245E-09   -0.47959E-08   -0.14245E-09    0.22916E-14
