#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1768    0.35894E+03   -0.11340E+02   -0.50146E-09   -0.11340E+02    0.61261E+01   -0.44932E-10   -0.50146E-09   -0.44932E-10    0.74526E-15
  1769    0.35802E+03   -0.11036E+02   -0.52635E-09   -0.11036E+02    0.61198E+01   -0.46055E-10   -0.52635E-09   -0.46055E-10    0.74330E-15
  1770    0.35707E+03   -0.10734E+02   -0.55150E-09   -0.10734E+02    0.61152E+01   -0.47166E-10   -0.55150E-09   -0.47166E-10    0.74134E-15
  1771    0.35612E+03   -0.10435E+02   -0.57687E-09   -0.10435E+02    0.61126E+01   -0.48266E-10   -0.57687E-09   -0.48266E-10    0.73939E-15
  1772    0.35515E+03   -0.10139E+02   -0.60245E-09   -0.10139E+02    0.61118E+01   -0.49352E-10   -0.60245E-09   -0.49352E-10    0.73745E-15
  1773    0.35414E+03   -0.98437E+01   -0.62820E-09   -0.98437E+01    0.61128E+01   -0.50422E-10   -0.62820E-09   -0.50422E-10    0.73551E-15
  1774    0.35314E+03   -0.95535E+01   -0.65408E-09   -0.95535E+01    0.61157E+01   -0.51477E-10   -0.65408E-09   -0.51477E-10    0.73358E-15
  1775    0.35211E+03   -0.92658E+01   -0.68007E-09   -0.92658E+01    0.61204E+01   -0.52514E-10   -0.68007E-09   -0.52514E-10    0.73165E-15
  1776    0.35107E+03   -0.89805E+01   -0.70613E-09   -0.89805E+01    0.61269E+01   -0.53532E-10   -0.70613E-09   -0.53532E-10    0.72973E-15
  1777    0.35000E+03   -0.86999E+01   -0.73223E-09   -0.86999E+01    0.61353E+01   -0.54530E-10   -0.73223E-09   -0.54530E-10    0.72781E-15
  1778    0.34892E+03   -0.84217E+01   -0.75835E-09   -0.84217E+01    0.61453E+01   -0.55506E-10   -0.75835E-09   -0.55506E-10    0.72590E-15
  1779    0.34783E+03   -0.81473E+01   -0.78445E-09   -0.81473E+01    0.61571E+01   -0.56460E-10   -0.78445E-09   -0.56460E-10    0.72400E-15
  1780    0.34673E+03   -0.78760E+01   -0.81049E-09   -0.78760E+01    0.61706E+01   -0.57389E-10   -0.81049E-09   -0.57389E-10    0.72210E-15
  1781    0.34561E+03   -0.76086E+01   -0.83645E-09   -0.76086E+01    0.61858E+01   -0.58293E-10   -0.83645E-09   -0.58293E-10    0.72020E-15
  1782    0.34446E+03   -0.73449E+01   -0.86230E-09   -0.73449E+01    0.62027E+01   -0.59170E-10   -0.86230E-09   -0.59170E-10    0.71832E-15
  1783    0.34331E+03   -0.70850E+01   -0.88801E-09   -0.70850E+01    0.62212E+01   -0.60020E-10   -0.88801E-09   -0.60020E-10    0.71643E-15
  1784    0.34215E+03   -0.68280E+01   -0.91354E-09   -0.68280E+01    0.62413E+01   -0.60839E-10   -0.91354E-09   -0.60839E-10    0.71456E-15
  1785    0.34097E+03   -0.65763E+01   -0.93886E-09   -0.65763E+01    0.62631E+01   -0.61629E-10   -0.93886E-09   -0.61629E-10    0.71268E-15
  1786    0.33978E+03   -0.63282E+01   -0.96394E-09   -0.63282E+01    0.62864E+01   -0.62386E-10   -0.96394E-09   -0.62386E-10    0.71082E-15
  1787    0.33858E+03   -0.60838E+01   -0.98875E-09   -0.60838E+01    0.63114E+01   -0.63110E-10   -0.98875E-09   -0.63110E-10    0.70896E-15
  1788    0.33737E+03   -0.58453E+01   -0.10133E-08   -0.58453E+01    0.63378E+01   -0.63799E-10   -0.10133E-08   -0.63799E-10    0.70710E-15
  1789    0.33614E+03   -0.56096E+01   -0.10374E-08   -0.56096E+01    0.63657E+01   -0.64452E-10   -0.10374E-08   -0.64452E-10    0.70525E-15
  1790    0.33490E+03   -0.53790E+01   -0.10612E-08   -0.53790E+01    0.63951E+01   -0.65068E-10   -0.10612E-08   -0.65068E-10    0.70341E-15
  1791    0.33365E+03   -0.51534E+01   -0.10847E-08   -0.51534E+01    0.64259E+01   -0.65645E-10   -0.10847E-08   -0.65645E-10    0.70157E-15
  1792    0.33239E+03   -0.49314E+01   -0.11077E-08   -0.49314E+01    0.64581E+01   -0.66183E-10   -0.11077E-08   -0.66183E-10    0.69973E-15
  1793    0.33111E+03   -0.47143E+01   -0.11302E-08   -0.47143E+01    0.64917E+01   -0.66679E-10   -0.11302E-08   -0.66679E-10    0.69791E-15
  1794    0.32984E+03   -0.45022E+01   -0.11522E-08   -0.45022E+01    0.65266E+01   -0.67133E-10   -0.11522E-08   -0.67133E-10    0.69608E-15
  1795    0.32855E+03   -0.42951E+01   -0.11737E-08   -0.42951E+01    0.65630E+01   -0.67543E-10   -0.11737E-08   -0.67543E-10    0.69426E-15
  1796    0.32723E+03   -0.40921E+01   -0.11947E-08   -0.40921E+01    0.66006E+01   -0.67908E-10   -0.11947E-08   -0.67908E-10    0.69245E-15
  1797    0.32593E+03   -0.38947E+01   -0.12151E-08   -0.38947E+01    0.66394E+01   -0.68227E-10   -0.12151E-08   -0.68227E-10    0.69064E-15
  1798    0.32461E+03   -0.37015E+01   -0.12349E-08   -0.37015E+01    0.66794E+01   -0.68498E-10   -0.12349E-08   -0.68498E-10    0.68884E-15
  1799    0.32328E+03   -0.35139E+01   -0.12540E-08   -0.35139E+01    0.67207E+01   -0.68719E-10   -0.12540E-08   -0.68719E-10    0.68704E-15
  1800    0.32195E+03   -0.33318E+01   -0.12724E-08   -0.33318E+01    0.67632E+01   -0.68891E-10   -0.12724E-08   -0.68891E-10    0.68525E-15
  1801    0.32062E+03   -0.31542E+01   -0.12902E-08   -0.31542E+01    0.68067E+01   -0.69011E-10   -0.12902E-08   -0.69011E-10    0.68346E-15
  1802    0.31929E+03   -0.29822E+01   -0.13072E-08   -0.29822E+01    0.68512E+01   -0.69082E-10   -0.13072E-08   -0.69082E-10    0.68168E-15
  1803    0.31794E+03   -0.28160E+01   -0.13235E-08   -0.28160E+01    0.68969E+01   -0.69107E-10   -0.13235E-08   -0.69107E-10    0.67991E-15
  1804    0.31657E+03   -0.26541E+01   -0.13391E-08   -0.26541E+01    0.69436E+01   -0.69087E-10   -0.13391E-08   -0.69087E-10    0.67814E-15
  1805    0.31521E+03   -0.24980E+01   -0.13539E-08   -0.24980E+01    0.69914E+01   -0.69025E-10   -0.13539E-08   -0.69025E-10    0.67637E-15
  1806    0.31385E+03   -0.23472E+01   -0.13680E-08   -0.23472E+01    0.70402E+01   -0.68924E-10   -0.13680E-08   -0.68924E-10    0.67461E-15
  1807    0.31247E+03   -0.22020E+01   -0.13813E-08   -0.22020E+01    0.70900E+01   -0.68786E-10   -0.13813E-08   -0.68786E-10    0.67285E-15
  1808    0.31110E+03   -0.20620E+01   -0.13938E-08   -0.20620E+01    0.71406E+01   -0.68614E-10   -0.13938E-08   -0.68614E-10    0.67110E-15
  1809    0.30972E+03   -0.19275E+01   -0.14055E-08   -0.19275E+01    0.71919E+01   -0.68410E-10   -0.14055E-08   -0.68410E-10    0.66935E-15
  1810    0.30834E+03   -0.17987E+01   -0.14165E-08   -0.17987E+01    0.72444E+01   -0.68176E-10   -0.14165E-08   -0.68176E-10    0.66761E-15
  1811    0.30694E+03   -0.16752E+01   -0.14266E-08   -0.16752E+01    0.72976E+01   -0.67915E-10   -0.14266E-08   -0.67915E-10    0.66588E-15
  1812    0.30556E+03   -0.15575E+01   -0.14360E-08   -0.15575E+01    0.73517E+01   -0.67630E-10   -0.14360E-08   -0.67630E-10    0.66415E-15
  1813    0.30416E+03   -0.14452E+01   -0.14445E-08   -0.14452E+01    0.74066E+01   -0.67323E-10   -0.14445E-08   -0.67323E-10    0.66242E-15
  1814    0.30277E+03   -0.13386E+01   -0.14522E-08   -0.13386E+01    0.74622E+01   -0.66996E-10   -0.14522E-08   -0.66996E-10    0.66070E-15
  1815    0.30137E+03   -0.12375E+01   -0.14590E-08   -0.12375E+01    0.75186E+01   -0.66652E-10   -0.14590E-08   -0.66652E-10    0.65898E-15
  1816    0.29998E+03   -0.11422E+01   -0.14650E-08   -0.11422E+01    0.75756E+01   -0.66294E-10   -0.14650E-08   -0.66294E-10    0.65727E-15
  1817    0.29857E+03   -0.10523E+01   -0.14702E-08   -0.10523E+01    0.76333E+01   -0.65923E-10   -0.14702E-08   -0.65923E-10    0.65557E-15
  1818    0.29717E+03   -0.96805E+00   -0.14745E-08   -0.96805E+00    0.76916E+01   -0.65543E-10   -0.14745E-08   -0.65543E-10    0.65386E-15
  1819    0.29575E+03   -0.88952E+00   -0.14779E-08   -0.88952E+00    0.77507E+01   -0.65155E-10   -0.14779E-08   -0.65155E-10    0.65217E-15
  1820    0.29435E+03   -0.81659E+00   -0.14804E-08   -0.81659E+00    0.78101E+01   -0.64763E-10   -0.14804E-08   -0.64763E-10    0.65048E-15
  1821    0.29295E+03   -0.74928E+00   -0.14821E-08   -0.74928E+00    0.78702E+01   -0.64368E-10   -0.14821E-08   -0.64368E-10    0.64879E-15
  1822    0.29155E+03   -0.68764E+00   -0.14828E-08   -0.68764E+00    0.79308E+01   -0.63974E-10   -0.14828E-08   -0.63974E-10    0.64711E-15
  1823    0.29017E+03   -0.63161E+00   -0.14827E-08   -0.63161E+00    0.79919E+01   -0.63582E-10   -0.14827E-08   -0.63582E-10    0.64543E-15
  1824    0.28877E+03   -0.58110E+00   -0.14816E-08   -0.58110E+00    0.80531E+01   -0.63195E-10   -0.14816E-08   -0.63195E-10    0.64376E-15
  1825    0.28738E+03   -0.53635E+00   -0.14795E-08   -0.53635E+00    0.81147E+01   -0.62816E-10   -0.14795E-08   -0.62816E-10    0.64209E-15
  1826    0.28598E+03   -0.49711E+00   -0.14766E-08   -0.49711E+00    0.81775E+01   -0.62447E-10   -0.14766E-08   -0.62447E-10    0.64043E-15
  1827    0.28460E+03   -0.46340E+00   -0.14727E-08   -0.46340E+00    0.82402E+01   -0.62090E-10   -0.14727E-08   -0.62090E-10    0.63877E-15
  1828    0.28321E+03   -0.43534E+00   -0.14678E-08   -0.43534E+00    0.83032E+01   -0.61749E-10   -0.14678E-08   -0.61749E-10    0.63712E-15
  1829    0.28183E+03   -0.41274E+00   -0.14620E-08   -0.41274E+00    0.83656E+01   -0.61425E-10   -0.14620E-08   -0.61425E-10    0.63547E-15
  1830    0.28045E+03   -0.39563E+00   -0.14552E-08   -0.39563E+00    0.84297E+01   -0.61121E-10   -0.14552E-08   -0.61121E-10    0.63383E-15
  1831    0.27907E+03   -0.38405E+00   -0.14474E-08   -0.38405E+00    0.84932E+01   -0.60839E-10   -0.14474E-08   -0.60839E-10    0.63219E-15
  1832    0.27770E+03   -0.37796E+00   -0.14386E-08   -0.37796E+00    0.85570E+01   -0.60582E-10   -0.14386E-08   -0.60582E-10    0.63055E-15
  1833    0.27634E+03   -0.37717E+00   -0.14288E-08   -0.37717E+00    0.86209E+01   -0.60352E-10   -0.14288E-08   -0.60352E-10    0.62892E-15
  1834    0.27498E+03   -0.38201E+00   -0.14180E-08   -0.38201E+00    0.86843E+01   -0.60153E-10   -0.14180E-08   -0.60153E-10    0.62730E-15
  1835    0.27362E+03   -0.39192E+00   -0.14062E-08   -0.39192E+00    0.87487E+01   -0.59985E-10   -0.14062E-08   -0.59985E-10    0.62568E-15
  1836    0.27227E+03   -0.40738E+00   -0.13934E-08   -0.40738E+00    0.88139E+01   -0.59852E-10   -0.13934E-08   -0.59852E-10    0.62406E-15
  1837    0.27093E+03   -0.42806E+00   -0.13795E-08   -0.42806E+00    0.88771E+01   -0.59757E-10   -0.13795E-08   -0.59757E-10    0.62245E-15
  1838    0.26960E+03   -0.45406E+00   -0.13645E-08   -0.45406E+00    0.89413E+01   -0.59701E-10   -0.13645E-08   -0.59701E-10    0.62084E-15
  1839    0.26826E+03   -0.48520E+00   -0.13485E-08   -0.48520E+00    0.90057E+01   -0.59687E-10   -0.13485E-08   -0.59687E-10    0.61924E-15
  1840    0.26695E+03   -0.52158E+00   -0.13315E-08   -0.52158E+00    0.90687E+01   -0.59718E-10   -0.13315E-08   -0.59718E-10    0.61764E-15
  1841    0.26564E+03   -0.56302E+00   -0.13133E-08   -0.56302E+00    0.91327E+01   -0.59797E-10   -0.13133E-08   -0.59797E-10    0.61605E-15
  1842    0.26433E+03   -0.60954E+00   -0.12941E-08   -0.60954E+00    0.91961E+01   -0.59924E-10   -0.12941E-08   -0.59924E-10    0.61446E-15
  1843    0.26303E+03   -0.66112E+00   -0.12738E-08   -0.66112E+00    0.92589E+01   -0.60104E-10   -0.12738E-08   -0.60104E-10    0.61288E-15
  1844    0.26175E+03   -0.71757E+00   -0.12524E-08   -0.71757E+00    0.93220E+01   -0.60338E-10   -0.12524E-08   -0.60338E-10    0.61130E-15
  1845    0.26049E+03   -0.77898E+00   -0.12298E-08   -0.77898E+00    0.93844E+01   -0.60629E-10   -0.12298E-08   -0.60629E-10    0.60972E-15
  1846    0.25922E+03   -0.84510E+00   -0.12062E-08   -0.84510E+00    0.94471E+01   -0.60980E-10   -0.12062E-08   -0.60980E-10    0.60815E-15
  1847    0.25796E+03   -0.91619E+00   -0.11814E-08   -0.91619E+00    0.95092E+01   -0.61392E-10   -0.11814E-08   -0.61392E-10    0.60659E-15
  1848    0.25671E+03   -0.99184E+00   -0.11555E-08   -0.99184E+00    0.95707E+01   -0.61869E-10   -0.11555E-08   -0.61869E-10    0.60503E-15
  1849    0.25548E+03   -0.10721E+01   -0.11284E-08   -0.10721E+01    0.96316E+01   -0.62413E-10   -0.11284E-08   -0.62413E-10    0.60347E-15
  1850    0.25426E+03   -0.11570E+01   -0.11002E-08   -0.11570E+01    0.96920E+01   -0.63026E-10   -0.11002E-08   -0.63026E-10    0.60192E-15
  1851    0.25302E+03   -0.12464E+01   -0.10708E-08   -0.12464E+01    0.97526E+01   -0.63710E-10   -0.10708E-08   -0.63710E-10    0.60037E-15
  1852    0.25183E+03   -0.13402E+01   -0.10403E-08   -0.13402E+01    0.98133E+01   -0.64463E-10   -0.10403E-08   -0.64463E-10    0.59882E-15
  1853    0.25063E+03   -0.14384E+01   -0.10087E-08   -0.14384E+01    0.98720E+01   -0.65282E-10   -0.10087E-08   -0.65282E-10    0.59729E-15
  1854    0.24945E+03   -0.15411E+01   -0.97610E-09   -0.15411E+01    0.99301E+01   -0.66165E-10   -0.97610E-09   -0.66165E-10    0.59575E-15
  1855    0.24829E+03   -0.16480E+01   -0.94255E-09   -0.16480E+01    0.99870E+01   -0.67108E-10   -0.94255E-09   -0.67108E-10    0.59422E-15
  1856    0.24714E+03   -0.17590E+01   -0.90809E-09   -0.17590E+01    0.10044E+02   -0.68109E-10   -0.90809E-09   -0.68109E-10    0.59269E-15
  1857    0.24600E+03   -0.18742E+01   -0.87278E-09   -0.18742E+01    0.10101E+02   -0.69166E-10   -0.87278E-09   -0.69166E-10    0.59117E-15
  1858    0.24487E+03   -0.19936E+01   -0.83666E-09   -0.19936E+01    0.10157E+02   -0.70274E-10   -0.83666E-09   -0.70274E-10    0.58965E-15
  1859    0.24375E+03   -0.21171E+01   -0.79979E-09   -0.21171E+01    0.10212E+02   -0.71433E-10   -0.79979E-09   -0.71433E-10    0.58814E-15
  1860    0.24265E+03   -0.22444E+01   -0.76221E-09   -0.22444E+01    0.10266E+02   -0.72638E-10   -0.76221E-09   -0.72638E-10    0.58663E-15
  1861    0.24157E+03   -0.23757E+01   -0.72399E-09   -0.23757E+01    0.10320E+02   -0.73887E-10   -0.72399E-09   -0.73887E-10    0.58512E-15
  1862    0.24050E+03   -0.25108E+01   -0.68517E-09   -0.25108E+01    0.10372E+02   -0.75177E-10   -0.68517E-09   -0.75177E-10    0.58362E-15
  1863    0.23942E+03   -0.26496E+01   -0.64580E-09   -0.26496E+01    0.10424E+02   -0.76506E-10   -0.64580E-09   -0.76506E-10    0.58213E-15
  1864    0.23839E+03   -0.27922E+01   -0.60594E-09   -0.27922E+01    0.10477E+02   -0.77871E-10   -0.60594E-09   -0.77871E-10    0.58063E-15
  1865    0.23735E+03   -0.29384E+01   -0.56564E-09   -0.29384E+01    0.10527E+02   -0.79268E-10   -0.56564E-09   -0.79268E-10    0.57915E-15
  1866    0.23634E+03   -0.30881E+01   -0.52495E-09   -0.30881E+01    0.10577E+02   -0.80696E-10   -0.52495E-09   -0.80696E-10    0.57766E-15
  1867    0.23533E+03   -0.32411E+01   -0.48391E-09   -0.32411E+01    0.10625E+02   -0.82151E-10   -0.48391E-09   -0.82151E-10    0.57618E-15
  1868    0.23434E+03   -0.33977E+01   -0.44260E-09   -0.33977E+01    0.10673E+02   -0.83630E-10   -0.44260E-09   -0.83630E-10    0.57471E-15
  1869    0.23337E+03   -0.35574E+01   -0.40104E-09   -0.35574E+01    0.10720E+02   -0.85132E-10   -0.40104E-09   -0.85132E-10    0.57323E-15
  1870    0.23241E+03   -0.37205E+01   -0.35931E-09   -0.37205E+01    0.10766E+02   -0.86652E-10   -0.35931E-09   -0.86652E-10    0.57177E-15
  1871    0.23147E+03   -0.38865E+01   -0.31744E-09   -0.38865E+01    0.10811E+02   -0.88189E-10   -0.31744E-09   -0.88189E-10    0.57030E-15
  1872    0.23054E+03   -0.40557E+01   -0.27549E-09   -0.40557E+01    0.10855E+02   -0.89739E-10   -0.27549E-09   -0.89739E-10    0.56884E-15
  1873    0.22963E+03   -0.42278E+01   -0.23352E-09   -0.42278E+01    0.10899E+02   -0.91300E-10   -0.23352E-09   -0.91300E-10    0.56739E-15
  1874    0.22874E+03   -0.44028E+01   -0.19157E-09   -0.44028E+01    0.10940E+02   -0.92869E-10   -0.19157E-09   -0.92869E-10    0.56594E-15
  1875    0.22786E+03   -0.45806E+01   -0.14970E-09   -0.45806E+01    0.10982E+02   -0.94443E-10   -0.14970E-09   -0.94443E-10    0.56449E-15
  1876    0.22699E+03   -0.47610E+01   -0.10795E-09   -0.47610E+01    0.11022E+02   -0.96019E-10   -0.10795E-09   -0.96019E-10    0.56305E-15
  1877    0.22614E+03   -0.49440E+01   -0.66385E-10   -0.49440E+01    0.11061E+02   -0.97595E-10   -0.66385E-10   -0.97595E-10    0.56161E-15
  1878    0.22531E+03   -0.51295E+01   -0.25052E-10   -0.51295E+01    0.11098E+02   -0.99168E-10   -0.25052E-10   -0.99168E-10    0.56018E-15
  1879    0.22449E+03   -0.53172E+01    0.15998E-10   -0.53172E+01    0.11134E+02   -0.10074E-09    0.15998E-10   -0.10074E-09    0.55874E-15
  1880    0.22369E+03   -0.55074E+01    0.56712E-10   -0.55074E+01    0.11169E+02   -0.10229E-09    0.56712E-10   -0.10229E-09    0.55732E-15
  1881    0.22291E+03   -0.56996E+01    0.97039E-10   -0.56996E+01    0.11203E+02   -0.10384E-09    0.97039E-10   -0.10384E-09    0.55590E-15
  1882    0.22214E+03   -0.58939E+01    0.13693E-09   -0.58939E+01    0.11237E+02   -0.10537E-09    0.13693E-09   -0.10537E-09    0.55448E-15
  1883    0.22139E+03   -0.60902E+01    0.17632E-09   -0.60902E+01    0.11268E+02   -0.10689E-09    0.17632E-09   -0.10689E-09    0.55306E-15
  1884    0.22066E+03   -0.62883E+01    0.21518E-09   -0.62883E+01    0.11300E+02   -0.10838E-09    0.21518E-09   -0.10838E-09    0.55165E-15
  1885    0.21994E+03   -0.64883E+01    0.25344E-09   -0.64883E+01    0.11329E+02   -0.10986E-09    0.25344E-09   -0.10986E-09    0.55024E-15
  1886    0.21924E+03   -0.66898E+01    0.29105E-09   -0.66898E+01    0.11358E+02   -0.11130E-09    0.29105E-09   -0.11130E-09    0.54884E-15
  1887    0.21855E+03   -0.68931E+01    0.32796E-09   -0.68931E+01    0.11385E+02   -0.11272E-09    0.32796E-09   -0.11272E-09    0.54744E-15
  1888    0.21789E+03   -0.70977E+01    0.36413E-09   -0.70977E+01    0.11410E+02   -0.11411E-09    0.36413E-09   -0.11411E-09    0.54605E-15
  1889    0.21723E+03   -0.73036E+01    0.39949E-09   -0.73036E+01    0.11435E+02   -0.11547E-09    0.39949E-09   -0.11547E-09    0.54466E-15
  1890    0.21659E+03   -0.75109E+01    0.43400E-09   -0.75109E+01    0.11458E+02   -0.11678E-09    0.43400E-09   -0.11678E-09    0.54327E-15
  1891    0.21598E+03   -0.77192E+01    0.46760E-09   -0.77192E+01    0.11480E+02   -0.11806E-09    0.46760E-09   -0.11806E-09    0.54189E-15
  1892    0.21538E+03   -0.79287E+01    0.50024E-09   -0.79287E+01    0.11501E+02   -0.11930E-09    0.50024E-09   -0.11930E-09    0.54051E-15
  1893    0.21479E+03   -0.81389E+01    0.53188E-09   -0.81389E+01    0.11521E+02   -0.12049E-09    0.53188E-09   -0.12049E-09    0.53913E-15
  1894    0.21422E+03   -0.83498E+01    0.56245E-09   -0.83498E+01    0.11539E+02   -0.12164E-09    0.56245E-09   -0.12164E-09    0.53776E-15
  1895    0.21366E+03   -0.85615E+01    0.59191E-09   -0.85615E+01    0.11556E+02   -0.12273E-09    0.59191E-09   -0.12273E-09    0.53639E-15
  1896    0.21313E+03   -0.87738E+01    0.62020E-09   -0.87738E+01    0.11572E+02   -0.12377E-09    0.62020E-09   -0.12377E-09    0.53503E-15
  1897    0.21262E+03   -0.89866E+01    0.64728E-09   -0.89866E+01    0.11586E+02   -0.12476E-09    0.64728E-09   -0.12476E-09    0.53367E-15
  1898    0.21211E+03   -0.91998E+01    0.67309E-09   -0.91998E+01    0.11599E+02   -0.12568E-09    0.67309E-09   -0.12568E-09    0.53231E-15
  1899    0.21163E+03   -0.94132E+01    0.69758E-09   -0.94132E+01    0.11611E+02   -0.12655E-09    0.69758E-09   -0.12655E-09    0.53096E-15
  1900    0.21115E+03   -0.96268E+01    0.72070E-09   -0.96268E+01    0.11620E+02   -0.12735E-09    0.72070E-09   -0.12735E-09    0.52961E-15
  1901    0.21070E+03   -0.98405E+01    0.74240E-09   -0.98405E+01    0.11629E+02   -0.12808E-09    0.74240E-09   -0.12808E-09    0.52826E-15
  1902    0.21027E+03   -0.10054E+02    0.76267E-09   -0.10054E+02    0.11636E+02   -0.12875E-09    0.76267E-09   -0.12875E-09    0.52692E-15
  1903    0.20984E+03   -0.10267E+02    0.78150E-09   -0.10267E+02    0.11642E+02   -0.12935E-09    0.78150E-09   -0.12935E-09    0.52558E-15
  1904    0.20945E+03   -0.10480E+02    0.79889E-09   -0.10480E+02    0.11647E+02   -0.12988E-09    0.79889E-09   -0.12988E-09    0.52425E-15
  1905    0.20905E+03   -0.10693E+02    0.81483E-09   -0.10693E+02    0.11650E+02   -0.13034E-09    0.81483E-09   -0.13034E-09    0.52292E-15
  1906    0.20868E+03   -0.10906E+02    0.82931E-09   -0.10906E+02    0.11652E+02   -0.13073E-09    0.82931E-09   -0.13073E-09    0.52159E-15
  1907    0.20832E+03   -0.11117E+02    0.84233E-09   -0.11117E+02    0.11653E+02   -0.13105E-09    0.84233E-09   -0.13105E-09    0.52027E-15
  1908    0.20798E+03   -0.11329E+02    0.85388E-09   -0.11329E+02    0.11652E+02   -0.13131E-09    0.85388E-09   -0.13131E-09    0.51895E-15
  1909    0.20765E+03   -0.11539E+02    0.86396E-09   -0.11539E+02    0.11649E+02   -0.13149E-09    0.86396E-09   -0.13149E-09    0.51763E-15
  1910    0.20734E+03   -0.11748E+02    0.87255E-09   -0.11748E+02    0.11647E+02   -0.13160E-09    0.87255E-09   -0.13160E-09    0.51632E-15
  1911    0.20705E+03   -0.11958E+02    0.87966E-09   -0.11958E+02    0.11642E+02   -0.13163E-09    0.87966E-09   -0.13163E-09    0.51501E-15
