#    L    TT             EE             TE             PP             TP          
  1102    0.11795E+04    0.15411E+02   -0.63291E+02    0.31663E+06   -0.19520E+03
  1103    0.11809E+04    0.15208E+02   -0.62485E+02    0.31606E+06   -0.19482E+03
  1104    0.11823E+04    0.15010E+02   -0.61665E+02    0.31550E+06   -0.19445E+03
  1105    0.11835E+04    0.14815E+02   -0.60833E+02    0.31493E+06   -0.19407E+03
  1106    0.11847E+04    0.14624E+02   -0.59989E+02    0.31437E+06   -0.19369E+03
  1107    0.11858E+04    0.14439E+02   -0.59133E+02    0.31381E+06   -0.19331E+03
  1108    0.11869E+04    0.14257E+02   -0.58267E+02    0.31325E+06   -0.19293E+03
  1109    0.11877E+04    0.14078E+02   -0.57390E+02    0.31269E+06   -0.19255E+03
  1110    0.11886E+04    0.13906E+02   -0.56503E+02    0.31213E+06   -0.19216E+03
  1111    0.11893E+04    0.13738E+02   -0.55605E+02    0.31157E+06   -0.19177E+03
  1112    0.11901E+04    0.13575E+02   -0.54699E+02    0.31102E+06   -0.19138E+03
  1113    0.11907E+04    0.13417E+02   -0.53782E+02    0.31046E+06   -0.19098E+03
  1114    0.11911E+04    0.13263E+02   -0.52858E+02    0.30991E+06   -0.19059E+03
  1115    0.11916E+04    0.13114E+02   -0.51926E+02    0.30936E+06   -0.19019E+03
  1116    0.11920E+04    0.12970E+02   -0.50986E+02    0.30881E+06   -0.18978E+03
  1117    0.11922E+04    0.12831E+02   -0.50040E+02    0.30826E+06   -0.18938E+03
  1118    0.11923E+04    0.12698E+02   -0.49084E+02    0.30771E+06   -0.18897E+03
  1119    0.11925E+04    0.12569E+02   -0.48124E+02    0.30716E+06   -0.18856E+03
  1120    0.11925E+04    0.12445E+02   -0.47157E+02    0.30662E+06   -0.18815E+03
  1121    0.11924E+04    0.12326E+02   -0.46184E+02    0.30607E+06   -0.18773E+03
  1122    0.11922E+04    0.12212E+02   -0.45207E+02    0.30553E+06   -0.18732E+03
  1123    0.11919E+04    0.12104E+02   -0.44225E+02    0.30499E+06   -0.18689E+03
  1124    0.11916E+04    0.12000E+02   -0.43239E+02    0.30445E+06   -0.18647E+03
  1125    0.11911E+04    0.11902E+02   -0.42248E+02    0.30391E+06   -0.18604E+03
  1126    0.11906E+04    0.11809E+02   -0.41255E+02    0.30337E+06   -0.18561E+03
  1127    0.11899E+04    0.11720E+02   -0.40258E+02    0.30284E+06   -0.18518E+03
  1128    0.11892E+04    0.11638E+02   -0.39260E+02    0.30230E+06   -0.18474E+03
  1129    0.11885E+04    0.11561E+02   -0.38259E+02    0.30177E+06   -0.18430E+03
  1130    0.11875E+04    0.11488E+02   -0.37258E+02    0.30123E+06   -0.18386E+03
  1131    0.11866E+04    0.11421E+02   -0.36256E+02    0.30070E+06   -0.18341E+03
  1132    0.11855E+04    0.11359E+02   -0.35252E+02    0.30017E+06   -0.18297E+03
  1133    0.11843E+04    0.11303E+02   -0.34249E+02    0.29964E+06   -0.18251E+03
  1134    0.11831E+04    0.11252E+02   -0.33246E+02    0.29911E+06   -0.18206E+03
  1135    0.11817E+04    0.11205E+02   -0.32244E+02    0.29858E+06   -0.18160E+03
  1136    0.11803E+04    0.11165E+02   -0.31245E+02    0.29806E+06   -0.18113E+03
  1137    0.11788E+04    0.11129E+02   -0.30246E+02    0.29753E+06   -0.18067E+03
  1138    0.11772E+04    0.11099E+02   -0.29250E+02    0.29701E+06   -0.18019E+03
  1139    0.11755E+04    0.11074E+02   -0.28255E+02    0.29649E+06   -0.17972E+03
  1140    0.11738E+04    0.11054E+02   -0.27266E+02    0.29597E+06   -0.17924E+03
  1141    0.11719E+04    0.11038E+02   -0.26279E+02    0.29545E+06   -0.17876E+03
  1142    0.11700E+04    0.11029E+02   -0.25296E+02    0.29493E+06   -0.17827E+03
  1143    0.11680E+04    0.11024E+02   -0.24318E+02    0.29441E+06   -0.17778E+03
  1144    0.11658E+04    0.11024E+02   -0.23346E+02    0.29389E+06   -0.17729E+03
  1145    0.11636E+04    0.11031E+02   -0.22379E+02    0.29338E+06   -0.17679E+03
  1146    0.11614E+04    0.11041E+02   -0.21418E+02    0.29286E+06   -0.17629E+03
  1147    0.11590E+04    0.11058E+02   -0.20463E+02    0.29235E+06   -0.17579E+03
  1148    0.11565E+04    0.11078E+02   -0.19515E+02    0.29184E+06   -0.17528E+03
  1149    0.11541E+04    0.11104E+02   -0.18575E+02    0.29133E+06   -0.17476E+03
  1150    0.11514E+04    0.11135E+02   -0.17643E+02    0.29082E+06   -0.17424E+03
  1151    0.11488E+04    0.11170E+02   -0.16718E+02    0.29031E+06   -0.17372E+03
  1152    0.11460E+04    0.11211E+02   -0.15803E+02    0.28980E+06   -0.17319E+03
  1153    0.11433E+04    0.11257E+02   -0.14897E+02    0.28929E+06   -0.17266E+03
  1154    0.11404E+04    0.11307E+02   -0.13999E+02    0.28879E+06   -0.17213E+03
  1155    0.11375E+04    0.11363E+02   -0.13111E+02    0.28828E+06   -0.17159E+03
  1156    0.11344E+04    0.11422E+02   -0.12233E+02    0.28778E+06   -0.17105E+03
  1157    0.11312E+04    0.11486E+02   -0.11365E+02    0.28728E+06   -0.17051E+03
  1158    0.11281E+04    0.11556E+02   -0.10508E+02    0.28678E+06   -0.16997E+03
  1159    0.11249E+04    0.11629E+02   -0.96615E+01    0.28628E+06   -0.16942E+03
  1160    0.11215E+04    0.11708E+02   -0.88277E+01    0.28578E+06   -0.16887E+03
  1161    0.11182E+04    0.11791E+02   -0.80041E+01    0.28528E+06   -0.16832E+03
  1162    0.11147E+04    0.11879E+02   -0.71931E+01    0.28478E+06   -0.16777E+03
  1163    0.11112E+04    0.11971E+02   -0.63944E+01    0.28429E+06   -0.16722E+03
  1164    0.11077E+04    0.12067E+02   -0.56080E+01    0.28379E+06   -0.16667E+03
  1165    0.11041E+04    0.12168E+02   -0.48339E+01    0.28330E+06   -0.16612E+03
  1166    0.11003E+04    0.12273E+02   -0.40733E+01    0.28281E+06   -0.16557E+03
  1167    0.10966E+04    0.12382E+02   -0.33264E+01    0.28232E+06   -0.16502E+03
  1168    0.10927E+04    0.12495E+02   -0.25921E+01    0.28183E+06   -0.16447E+03
  1169    0.10889E+04    0.12613E+02   -0.18735E+01    0.28134E+06   -0.16392E+03
  1170    0.10850E+04    0.12734E+02   -0.11674E+01    0.28085E+06   -0.16337E+03
  1171    0.10810E+04    0.12859E+02   -0.47680E+00    0.28036E+06   -0.16283E+03
  1172    0.10770E+04    0.12988E+02    0.19917E+00    0.27988E+06   -0.16229E+03
  1173    0.10729E+04    0.13121E+02    0.86059E+00    0.27939E+06   -0.16174E+03
  1174    0.10688E+04    0.13257E+02    0.15064E+01    0.27891E+06   -0.16121E+03
  1175    0.10646E+04    0.13397E+02    0.21368E+01    0.27843E+06   -0.16067E+03
  1176    0.10603E+04    0.13540E+02    0.27511E+01    0.27795E+06   -0.16014E+03
  1177    0.10561E+04    0.13688E+02    0.33498E+01    0.27747E+06   -0.15961E+03
  1178    0.10517E+04    0.13838E+02    0.39324E+01    0.27699E+06   -0.15908E+03
  1179    0.10474E+04    0.13993E+02    0.44986E+01    0.27651E+06   -0.15856E+03
  1180    0.10430E+04    0.14151E+02    0.50484E+01    0.27603E+06   -0.15805E+03
  1181    0.10386E+04    0.14311E+02    0.55813E+01    0.27556E+06   -0.15753E+03
  1182    0.10341E+04    0.14474E+02    0.60974E+01    0.27508E+06   -0.15703E+03
  1183    0.10295E+04    0.14641E+02    0.65964E+01    0.27461E+06   -0.15653E+03
  1184    0.10250E+04    0.14809E+02    0.70781E+01    0.27413E+06   -0.15603E+03
  1185    0.10204E+04    0.14982E+02    0.75424E+01    0.27366E+06   -0.15554E+03
  1186    0.10158E+04    0.15157E+02    0.79890E+01    0.27319E+06   -0.15506E+03
  1187    0.10112E+04    0.15334E+02    0.84179E+01    0.27272E+06   -0.15458E+03
  1188    0.10065E+04    0.15514E+02    0.88287E+01    0.27225E+06   -0.15411E+03
  1189    0.10018E+04    0.15696E+02    0.92217E+01    0.27178E+06   -0.15365E+03
  1190    0.99708E+03    0.15880E+02    0.95964E+01    0.27132E+06   -0.15319E+03
  1191    0.99232E+03    0.16067E+02    0.99530E+01    0.27085E+06   -0.15274E+03
  1192    0.98757E+03    0.16256E+02    0.10291E+02    0.27038E+06   -0.15230E+03
  1193    0.98277E+03    0.16447E+02    0.10611E+02    0.26992E+06   -0.15187E+03
  1194    0.97798E+03    0.16640E+02    0.10912E+02    0.26946E+06   -0.15145E+03
  1195    0.97321E+03    0.16834E+02    0.11195E+02    0.26900E+06   -0.15103E+03
  1196    0.96832E+03    0.17032E+02    0.11459E+02    0.26853E+06   -0.15063E+03
  1197    0.96351E+03    0.17229E+02    0.11704E+02    0.26807E+06   -0.15023E+03
  1198    0.95865E+03    0.17429E+02    0.11930E+02    0.26762E+06   -0.14985E+03
  1199    0.95380E+03    0.17629E+02    0.12137E+02    0.26716E+06   -0.14947E+03
  1200    0.94890E+03    0.17832E+02    0.12326E+02    0.26670E+06   -0.14911E+03
  1201    0.94409E+03    0.18034E+02    0.12495E+02    0.26624E+06   -0.14875E+03
  1202    0.93915E+03    0.18240E+02    0.12646E+02    0.26579E+06   -0.14841E+03
  1203    0.93431E+03    0.18445E+02    0.12777E+02    0.26533E+06   -0.14807E+03
  1204    0.92941E+03    0.18652E+02    0.12889E+02    0.26488E+06   -0.14775E+03
  1205    0.92452E+03    0.18858E+02    0.12982E+02    0.26443E+06   -0.14744E+03
  1206    0.91966E+03    0.19066E+02    0.13057E+02    0.26398E+06   -0.14713E+03
  1207    0.91488E+03    0.19275E+02    0.13111E+02    0.26353E+06   -0.14684E+03
  1208    0.91005E+03    0.19485E+02    0.13148E+02    0.26308E+06   -0.14655E+03
  1209    0.90516E+03    0.19694E+02    0.13165E+02    0.26263E+06   -0.14628E+03
  1210    0.90037E+03    0.19903E+02    0.13163E+02    0.26218E+06   -0.14601E+03
  1211    0.89551E+03    0.20114E+02    0.13142E+02    0.26174E+06   -0.14575E+03
  1212    0.89075E+03    0.20325E+02    0.13103E+02    0.26129E+06   -0.14550E+03
  1213    0.88593E+03    0.20535E+02    0.13045E+02    0.26085E+06   -0.14526E+03
  1214    0.88120E+03    0.20746E+02    0.12969E+02    0.26040E+06   -0.14502E+03
  1215    0.87648E+03    0.20956E+02    0.12873E+02    0.25996E+06   -0.14480E+03
  1216    0.87178E+03    0.21167E+02    0.12760E+02    0.25952E+06   -0.14458E+03
  1217    0.86695E+03    0.21377E+02    0.12628E+02    0.25908E+06   -0.14436E+03
  1218    0.86228E+03    0.21588E+02    0.12477E+02    0.25864E+06   -0.14416E+03
  1219    0.85756E+03    0.21797E+02    0.12310E+02    0.25820E+06   -0.14396E+03
  1220    0.85292E+03    0.22005E+02    0.12123E+02    0.25776E+06   -0.14377E+03
  1221    0.84830E+03    0.22213E+02    0.11919E+02    0.25732E+06   -0.14359E+03
  1222    0.84369E+03    0.22421E+02    0.11697E+02    0.25689E+06   -0.14341E+03
  1223    0.83910E+03    0.22628E+02    0.11458E+02    0.25645E+06   -0.14324E+03
  1224    0.83452E+03    0.22833E+02    0.11201E+02    0.25602E+06   -0.14307E+03
  1225    0.83003E+03    0.23038E+02    0.10926E+02    0.25558E+06   -0.14291E+03
  1226    0.82555E+03    0.23241E+02    0.10635E+02    0.25515E+06   -0.14276E+03
  1227    0.82117E+03    0.23444E+02    0.10326E+02    0.25472E+06   -0.14261E+03
  1228    0.81672E+03    0.23645E+02    0.10001E+02    0.25429E+06   -0.14246E+03
  1229    0.81236E+03    0.23845E+02    0.96590E+01    0.25386E+06   -0.14232E+03
  1230    0.80786E+03    0.24043E+02    0.93015E+01    0.25343E+06   -0.14219E+03
  1231    0.80353E+03    0.24240E+02    0.89275E+01    0.25300E+06   -0.14206E+03
  1232    0.79921E+03    0.24435E+02    0.85384E+01    0.25258E+06   -0.14193E+03
  1233    0.79505E+03    0.24629E+02    0.81322E+01    0.25215E+06   -0.14181E+03
  1234    0.79083E+03    0.24820E+02    0.77119E+01    0.25172E+06   -0.14169E+03
  1235    0.78692E+03    0.25011E+02    0.72761E+01    0.25130E+06   -0.14157E+03
  1236    0.78287E+03    0.25198E+02    0.68255E+01    0.25088E+06   -0.14146E+03
  1237    0.77884E+03    0.25383E+02    0.63597E+01    0.25045E+06   -0.14135E+03
  1238    0.77489E+03    0.25567E+02    0.58793E+01    0.25003E+06   -0.14124E+03
  1239    0.77095E+03    0.25748E+02    0.53844E+01    0.24961E+06   -0.14114E+03
  1240    0.76703E+03    0.25927E+02    0.48767E+01    0.24919E+06   -0.14104E+03
  1241    0.76326E+03    0.26103E+02    0.43546E+01    0.24877E+06   -0.14094E+03
  1242    0.75944E+03    0.26279E+02    0.38206E+01    0.24835E+06   -0.14085E+03
  1243    0.75569E+03    0.26449E+02    0.32716E+01    0.24794E+06   -0.14075E+03
  1244    0.75204E+03    0.26619E+02    0.27112E+01    0.24752E+06   -0.14066E+03
  1245    0.74846E+03    0.26786E+02    0.21381E+01    0.24711E+06   -0.14057E+03
  1246    0.74490E+03    0.26948E+02    0.15541E+01    0.24669E+06   -0.14048E+03
  1247    0.74135E+03    0.27109E+02    0.95754E+00    0.24628E+06   -0.14039E+03
  1248    0.73788E+03    0.27266E+02    0.34928E+00    0.24586E+06   -0.14030E+03
  1249    0.73450E+03    0.27422E+02   -0.26972E+00    0.24545E+06   -0.14021E+03
  1250    0.73120E+03    0.27574E+02   -0.89953E+00    0.24504E+06   -0.14013E+03
  1251    0.72791E+03    0.27721E+02   -0.15399E+01    0.24463E+06   -0.14004E+03
  1252    0.72478E+03    0.27867E+02   -0.21907E+01    0.24422E+06   -0.13995E+03
  1253    0.72158E+03    0.28009E+02   -0.28511E+01    0.24381E+06   -0.13986E+03
  1254    0.71847E+03    0.28147E+02   -0.35212E+01    0.24340E+06   -0.13978E+03
  1255    0.71544E+03    0.28282E+02   -0.42006E+01    0.24300E+06   -0.13969E+03
  1256    0.71256E+03    0.28413E+02   -0.48889E+01    0.24259E+06   -0.13960E+03
  1257    0.70970E+03    0.28542E+02   -0.55860E+01    0.24218E+06   -0.13951E+03
  1258    0.70684E+03    0.28666E+02   -0.62914E+01    0.24178E+06   -0.13942E+03
  1259    0.70406E+03    0.28787E+02   -0.70049E+01    0.24138E+06   -0.13932E+03
  1260    0.70136E+03    0.28904E+02   -0.77260E+01    0.24097E+06   -0.13923E+03
  1261    0.69874E+03    0.29017E+02   -0.84547E+01    0.24057E+06   -0.13913E+03
  1262    0.69620E+03    0.29128E+02   -0.91902E+01    0.24017E+06   -0.13903E+03
  1263    0.69375E+03    0.29234E+02   -0.99328E+01    0.23977E+06   -0.13893E+03
  1264    0.69129E+03    0.29337E+02   -0.10682E+02    0.23937E+06   -0.13882E+03
  1265    0.68899E+03    0.29435E+02   -0.11437E+02    0.23897E+06   -0.13871E+03
  1266    0.68670E+03    0.29530E+02   -0.12198E+02    0.23857E+06   -0.13860E+03
  1267    0.68448E+03    0.29620E+02   -0.12965E+02    0.23818E+06   -0.13849E+03
  1268    0.68235E+03    0.29708E+02   -0.13737E+02    0.23778E+06   -0.13837E+03
  1269    0.68031E+03    0.29790E+02   -0.14513E+02    0.23738E+06   -0.13825E+03
  1270    0.67831E+03    0.29868E+02   -0.15294E+02    0.23699E+06   -0.13812E+03
  1271    0.67640E+03    0.29943E+02   -0.16080E+02    0.23659E+06   -0.13799E+03
  1272    0.67454E+03    0.30014E+02   -0.16869E+02    0.23620E+06   -0.13786E+03
  1273    0.67273E+03    0.30080E+02   -0.17661E+02    0.23581E+06   -0.13772E+03
  1274    0.67101E+03    0.30142E+02   -0.18457E+02    0.23542E+06   -0.13757E+03
  1275    0.66936E+03    0.30200E+02   -0.19255E+02    0.23503E+06   -0.13742E+03
  1276    0.66777E+03    0.30254E+02   -0.20056E+02    0.23464E+06   -0.13726E+03
  1277    0.66625E+03    0.30304E+02   -0.20858E+02    0.23425E+06   -0.13710E+03
  1278    0.66480E+03    0.30350E+02   -0.21662E+02    0.23386E+06   -0.13694E+03
  1279    0.66342E+03    0.30391E+02   -0.22467E+02    0.23347E+06   -0.13676E+03
  1280    0.66212E+03    0.30429E+02   -0.23274E+02    0.23308E+06   -0.13658E+03
  1281    0.66088E+03    0.30462E+02   -0.24081E+02    0.23270E+06   -0.13640E+03
  1282    0.65972E+03    0.30490E+02   -0.24887E+02    0.23231E+06   -0.13620E+03
  1283    0.65863E+03    0.30515E+02   -0.25694E+02    0.23193E+06   -0.13600E+03
  1284    0.65760E+03    0.30535E+02   -0.26501E+02    0.23154E+06   -0.13580E+03
  1285    0.65663E+03    0.30551E+02   -0.27306E+02    0.23116E+06   -0.13558E+03
  1286    0.65574E+03    0.30562E+02   -0.28111E+02    0.23078E+06   -0.13536E+03
  1287    0.65492E+03    0.30570E+02   -0.28912E+02    0.23040E+06   -0.13513E+03
  1288    0.65416E+03    0.30573E+02   -0.29714E+02    0.23002E+06   -0.13489E+03
  1289    0.65348E+03    0.30572E+02   -0.30511E+02    0.22964E+06   -0.13464E+03
  1290    0.65285E+03    0.30566E+02   -0.31306E+02    0.22926E+06   -0.13439E+03
  1291    0.65229E+03    0.30556E+02   -0.32099E+02    0.22888E+06   -0.13412E+03
  1292    0.65180E+03    0.30541E+02   -0.32888E+02    0.22850E+06   -0.13385E+03
  1293    0.65137E+03    0.30523E+02   -0.33674E+02    0.22813E+06   -0.13357E+03
  1294    0.65102E+03    0.30501E+02   -0.34454E+02    0.22775E+06   -0.13328E+03
  1295    0.65072E+03    0.30474E+02   -0.35231E+02    0.22737E+06   -0.13297E+03
  1296    0.65048E+03    0.30443E+02   -0.36001E+02    0.22700E+06   -0.13266E+03
  1297    0.65031E+03    0.30408E+02   -0.36767E+02    0.22663E+06   -0.13234E+03
  1298    0.65020E+03    0.30369E+02   -0.37527E+02    0.22625E+06   -0.13201E+03
  1299    0.65014E+03    0.30326E+02   -0.38282E+02    0.22588E+06   -0.13167E+03
  1300    0.65016E+03    0.30278E+02   -0.39030E+02    0.22551E+06   -0.13131E+03
  1301    0.65023E+03    0.30227E+02   -0.39770E+02    0.22514E+06   -0.13095E+03
  1302    0.65036E+03    0.30171E+02   -0.40504E+02    0.22477E+06   -0.13057E+03
  1303    0.65055E+03    0.30111E+02   -0.41231E+02    0.22440E+06   -0.13019E+03
  1304    0.65079E+03    0.30048E+02   -0.41950E+02    0.22403E+06   -0.12979E+03
  1305    0.65110E+03    0.29979E+02   -0.42663E+02    0.22366E+06   -0.12939E+03
  1306    0.65144E+03    0.29908E+02   -0.43366E+02    0.22329E+06   -0.12898E+03
  1307    0.65187E+03    0.29833E+02   -0.44060E+02    0.22293E+06   -0.12856E+03
  1308    0.65234E+03    0.29753E+02   -0.44748E+02    0.22256E+06   -0.12814E+03
  1309    0.65285E+03    0.29668E+02   -0.45425E+02    0.22220E+06   -0.12770E+03
  1310    0.65343E+03    0.29581E+02   -0.46094E+02    0.22183E+06   -0.12727E+03
  1311    0.65406E+03    0.29490E+02   -0.46753E+02    0.22147E+06   -0.12683E+03
  1312    0.65476E+03    0.29396E+02   -0.47402E+02    0.22111E+06   -0.12638E+03
  1313    0.65549E+03    0.29297E+02   -0.48043E+02    0.22074E+06   -0.12593E+03
  1314    0.65628E+03    0.29194E+02   -0.48672E+02    0.22038E+06   -0.12548E+03
  1315    0.65711E+03    0.29089E+02   -0.49291E+02    0.22002E+06   -0.12503E+03
  1316    0.65800E+03    0.28978E+02   -0.49900E+02    0.21966E+06   -0.12457E+03
  1317    0.65894E+03    0.28866E+02   -0.50498E+02    0.21930E+06   -0.12412E+03
  1318    0.65991E+03    0.28749E+02   -0.51084E+02    0.21894E+06   -0.12366E+03
  1319    0.66093E+03    0.28628E+02   -0.51660E+02    0.21859E+06   -0.12320E+03
  1320    0.66199E+03    0.28504E+02   -0.52224E+02    0.21823E+06   -0.12275E+03
  1321    0.66309E+03    0.28378E+02   -0.52777E+02    0.21787E+06   -0.12229E+03
  1322    0.66424E+03    0.28247E+02   -0.53317E+02    0.21752E+06   -0.12184E+03
  1323    0.66544E+03    0.28113E+02   -0.53846E+02    0.21716E+06   -0.12139E+03
  1324    0.66667E+03    0.27976E+02   -0.54362E+02    0.21681E+06   -0.12095E+03
  1325    0.66794E+03    0.27836E+02   -0.54866E+02    0.21645E+06   -0.12051E+03
  1326    0.66925E+03    0.27693E+02   -0.55357E+02    0.21610E+06   -0.12007E+03
  1327    0.67058E+03    0.27548E+02   -0.55836E+02    0.21575E+06   -0.11964E+03
  1328    0.67197E+03    0.27399E+02   -0.56300E+02    0.21540E+06   -0.11921E+03
  1329    0.67338E+03    0.27247E+02   -0.56753E+02    0.21505E+06   -0.11879E+03
  1330    0.67483E+03    0.27092E+02   -0.57192E+02    0.21469E+06   -0.11838E+03
  1331    0.67631E+03    0.26935E+02   -0.57616E+02    0.21435E+06   -0.11798E+03
  1332    0.67781E+03    0.26774E+02   -0.58028E+02    0.21400E+06   -0.11758E+03
  1333    0.67935E+03    0.26611E+02   -0.58425E+02    0.21365E+06   -0.11720E+03
  1334    0.68092E+03    0.26446E+02   -0.58809E+02    0.21330E+06   -0.11682E+03
  1335    0.68251E+03    0.26278E+02   -0.59178E+02    0.21295E+06   -0.11645E+03
  1336    0.68413E+03    0.26108E+02   -0.59532E+02    0.21261E+06   -0.11610E+03
  1337    0.68577E+03    0.25935E+02   -0.59873E+02    0.21226E+06   -0.11575E+03
  1338    0.68743E+03    0.25760E+02   -0.60198E+02    0.21192E+06   -0.11542E+03
  1339    0.68913E+03    0.25582E+02   -0.60510E+02    0.21157E+06   -0.11510E+03
  1340    0.69083E+03    0.25403E+02   -0.60808E+02    0.21123E+06   -0.11480E+03
  1341    0.69256E+03    0.25223E+02   -0.61090E+02    0.21089E+06   -0.11451E+03
  1342    0.69429E+03    0.25040E+02   -0.61357E+02    0.21054E+06   -0.11423E+03
  1343    0.69606E+03    0.24855E+02   -0.61609E+02    0.21020E+06   -0.11397E+03
  1344    0.69783E+03    0.24667E+02   -0.61845E+02    0.20986E+06   -0.11373E+03
  1345    0.69961E+03    0.24480E+02   -0.62066E+02    0.20952E+06   -0.11350E+03
  1346    0.70141E+03    0.24289E+02   -0.62274E+02    0.20918E+06   -0.11329E+03
  1347    0.70322E+03    0.24097E+02   -0.62465E+02    0.20884E+06   -0.11310E+03
  1348    0.70504E+03    0.23904E+02   -0.62640E+02    0.20850E+06   -0.11292E+03
  1349    0.70687E+03    0.23709E+02   -0.62800E+02    0.20817E+06   -0.11277E+03
  1350    0.70870E+03    0.23513E+02   -0.62944E+02    0.20783E+06   -0.11263E+03
  1351    0.71054E+03    0.23316E+02   -0.63073E+02    0.20749E+06   -0.11252E+03
  1352    0.71238E+03    0.23117E+02   -0.63186E+02    0.20716E+06   -0.11242E+03
  1353    0.71422E+03    0.22919E+02   -0.63284E+02    0.20682E+06   -0.11234E+03
  1354    0.71606E+03    0.22719E+02   -0.63366E+02    0.20649E+06   -0.11228E+03
  1355    0.71792E+03    0.22517E+02   -0.63433E+02    0.20615E+06   -0.11224E+03
  1356    0.71977E+03    0.22316E+02   -0.63485E+02    0.20582E+06   -0.11221E+03
  1357    0.72162E+03    0.22113E+02   -0.63520E+02    0.20549E+06   -0.11219E+03
  1358    0.72346E+03    0.21909E+02   -0.63538E+02    0.20516E+06   -0.11218E+03
  1359    0.72529E+03    0.21705E+02   -0.63542E+02    0.20483E+06   -0.11219E+03
  1360    0.72710E+03    0.21502E+02   -0.63529E+02    0.20449E+06   -0.11221E+03
  1361    0.72893E+03    0.21296E+02   -0.63502E+02    0.20416E+06   -0.11223E+03
  1362    0.73073E+03    0.21091E+02   -0.63458E+02    0.20384E+06   -0.11226E+03
  1363    0.73252E+03    0.20885E+02   -0.63401E+02    0.20351E+06   -0.11230E+03
  1364    0.73429E+03    0.20679E+02   -0.63326E+02    0.20318E+06   -0.11234E+03
  1365    0.73613E+03    0.20473E+02   -0.63236E+02    0.20285E+06   -0.11239E+03
  1366    0.73788E+03    0.20266E+02   -0.63132E+02    0.20252E+06   -0.11244E+03
  1367    0.73961E+03    0.20058E+02   -0.63012E+02    0.20220E+06   -0.11249E+03
  1368    0.74141E+03    0.19853E+02   -0.62877E+02    0.20187E+06   -0.11254E+03
  1369    0.74312E+03    0.19646E+02   -0.62725E+02    0.20155E+06   -0.11259E+03
  1370    0.74482E+03    0.19440E+02   -0.62560E+02    0.20122E+06   -0.11263E+03
  1371    0.74650E+03    0.19234E+02   -0.62380E+02    0.20090E+06   -0.11268E+03
  1372    0.74818E+03    0.19028E+02   -0.62184E+02    0.20058E+06   -0.11272E+03
  1373    0.74983E+03    0.18824E+02   -0.61975E+02    0.20025E+06   -0.11275E+03
  1374    0.75148E+03    0.18619E+02   -0.61750E+02    0.19993E+06   -0.11278E+03
  1375    0.75312E+03    0.18415E+02   -0.61511E+02    0.19961E+06   -0.11280E+03
  1376    0.75474E+03    0.18211E+02   -0.61257E+02    0.19929E+06   -0.11280E+03
  1377    0.75635E+03    0.18010E+02   -0.60990E+02    0.19897E+06   -0.11280E+03
  1378    0.75795E+03    0.17807E+02   -0.60708E+02    0.19865E+06   -0.11279E+03
  1379    0.75946E+03    0.17607E+02   -0.60412E+02    0.19833E+06   -0.11276E+03
  1380    0.76096E+03    0.17405E+02   -0.60103E+02    0.19801E+06   -0.11272E+03
  1381    0.76245E+03    0.17207E+02   -0.59780E+02    0.19769E+06   -0.11267E+03
  1382    0.76378E+03    0.17009E+02   -0.59442E+02    0.19738E+06   -0.11260E+03
  1383    0.76525E+03    0.16811E+02   -0.59092E+02    0.19706E+06   -0.11251E+03
  1384    0.76655E+03    0.16616E+02   -0.58728E+02    0.19674E+06   -0.11240E+03
  1385    0.76785E+03    0.16421E+02   -0.58351E+02    0.19643E+06   -0.11227E+03
  1386    0.76914E+03    0.16228E+02   -0.57961E+02    0.19611E+06   -0.11212E+03
  1387    0.77034E+03    0.16037E+02   -0.57559E+02    0.19580E+06   -0.11194E+03
  1388    0.77168E+03    0.15846E+02   -0.57144E+02    0.19549E+06   -0.11175E+03
  1389    0.77285E+03    0.15657E+02   -0.56717E+02    0.19517E+06   -0.11153E+03
  1390    0.77395E+03    0.15471E+02   -0.56278E+02    0.19486E+06   -0.11128E+03
  1391    0.77511E+03    0.15286E+02   -0.55827E+02    0.19455E+06   -0.11100E+03
  1392    0.77618E+03    0.15102E+02   -0.55365E+02    0.19424E+06   -0.11070E+03
  1393    0.77725E+03    0.14921E+02   -0.54891E+02    0.19393E+06   -0.11037E+03
  1394    0.77823E+03    0.14742E+02   -0.54406E+02    0.19362E+06   -0.11000E+03
  1395    0.77920E+03    0.14564E+02   -0.53910E+02    0.19331E+06   -0.10961E+03
  1396    0.78016E+03    0.14389E+02   -0.53404E+02    0.19300E+06   -0.10918E+03
  1397    0.78104E+03    0.14215E+02   -0.52887E+02    0.19269E+06   -0.10872E+03
  1398    0.78184E+03    0.14044E+02   -0.52360E+02    0.19238E+06   -0.10822E+03
  1399    0.78262E+03    0.13875E+02   -0.51822E+02    0.19208E+06   -0.10768E+03
  1400    0.78340E+03    0.13709E+02   -0.51275E+02    0.19177E+06   -0.10711E+03
  1401    0.78410E+03    0.13544E+02   -0.50719E+02    0.19146E+06   -0.10650E+03
  1402    0.78478E+03    0.13383E+02   -0.50154E+02    0.19116E+06   -0.10585E+03
  1403    0.78539E+03    0.13224E+02   -0.49579E+02    0.19085E+06   -0.10516E+03
  1404    0.78591E+03    0.13068E+02   -0.48995E+02    0.19055E+06   -0.10443E+03
  1405    0.78649E+03    0.12913E+02   -0.48403E+02    0.19024E+06   -0.10367E+03
  1406    0.78693E+03    0.12762E+02   -0.47803E+02    0.18994E+06   -0.10288E+03
