#    L    TT             EE             BB             TE             PP             TP             EP          
   559    0.23954E+04    0.86952E+01    0.00000E+00    0.10356E+02    0.14748E-07    0.31184E-05   -0.10256E-06
   560    0.23909E+04    0.88546E+01    0.00000E+00    0.11344E+02    0.14705E-07    0.31431E-05   -0.11723E-06
   561    0.23860E+04    0.90190E+01    0.00000E+00    0.12313E+02    0.14663E-07    0.31687E-05   -0.13186E-06
   562    0.23811E+04    0.91884E+01    0.00000E+00    0.13264E+02    0.14620E-07    0.31951E-05   -0.14647E-06
   563    0.23759E+04    0.93613E+01    0.00000E+00    0.14196E+02    0.14578E-07    0.32224E-05   -0.16104E-06
   564    0.23707E+04    0.95400E+01    0.00000E+00    0.15105E+02    0.14536E-07    0.32505E-05   -0.17557E-06
   565    0.23652E+04    0.97215E+01    0.00000E+00    0.15995E+02    0.14494E-07    0.32794E-05   -0.19006E-06
   566    0.23596E+04    0.99080E+01    0.00000E+00    0.16862E+02    0.14453E-07    0.33091E-05   -0.20451E-06
   567    0.23538E+04    0.10098E+02    0.00000E+00    0.17708E+02    0.14411E-07    0.33396E-05   -0.21892E-06
   568    0.23479E+04    0.10293E+02    0.00000E+00    0.18530E+02    0.14370E-07    0.33709E-05   -0.23328E-06
   569    0.23417E+04    0.10493E+02    0.00000E+00    0.19332E+02    0.14329E-07    0.34030E-05   -0.24759E-06
   570    0.23355E+04    0.10696E+02    0.00000E+00    0.20108E+02    0.14288E-07    0.34358E-05   -0.26186E-06
   571    0.23291E+04    0.10903E+02    0.00000E+00    0.20860E+02    0.14247E-07    0.34694E-05   -0.27607E-06
   572    0.23225E+04    0.11114E+02    0.00000E+00    0.21589E+02    0.14206E-07    0.35038E-05   -0.29022E-06
   573    0.23158E+04    0.11328E+02    0.00000E+00    0.22291E+02    0.14166E-07    0.35388E-05   -0.30432E-06
   574    0.23091E+04    0.11547E+02    0.00000E+00    0.22969E+02    0.14126E-07    0.35746E-05   -0.31837E-06
   575    0.23021E+04    0.11769E+02    0.00000E+00    0.23620E+02    0.14086E-07    0.36111E-05   -0.33235E-06
   576    0.22951E+04    0.11995E+02    0.00000E+00    0.24246E+02    0.14046E-07    0.36482E-05   -0.34627E-06
   577    0.22879E+04    0.12225E+02    0.00000E+00    0.24845E+02    0.14006E-07    0.36861E-05   -0.36012E-06
   578    0.22806E+04    0.12457E+02    0.00000E+00    0.25417E+02    0.13966E-07    0.37246E-05   -0.37391E-06
   579    0.22732E+04    0.12694E+02    0.00000E+00    0.25962E+02    0.13927E-07    0.37638E-05   -0.38762E-06
   580    0.22657E+04    0.12934E+02    0.00000E+00    0.26478E+02    0.13887E-07    0.38036E-05   -0.40127E-06
   581    0.22580E+04    0.13176E+02    0.00000E+00    0.26968E+02    0.13848E-07    0.38441E-05   -0.41484E-06
   582    0.22502E+04    0.13423E+02    0.00000E+00    0.27428E+02    0.13809E-07    0.38852E-05   -0.42834E-06
   583    0.22424E+04    0.13672E+02    0.00000E+00    0.27859E+02    0.13770E-07    0.39269E-05   -0.44176E-06
   584    0.22345E+04    0.13924E+02    0.00000E+00    0.28262E+02    0.13731E-07    0.39693E-05   -0.45510E-06
   585    0.22265E+04    0.14179E+02    0.00000E+00    0.28635E+02    0.13693E-07    0.40122E-05   -0.46836E-06
   586    0.22184E+04    0.14436E+02    0.00000E+00    0.28979E+02    0.13655E-07    0.40557E-05   -0.48154E-06
   587    0.22103E+04    0.14697E+02    0.00000E+00    0.29293E+02    0.13616E-07    0.40997E-05   -0.49463E-06
   588    0.22020E+04    0.14960E+02    0.00000E+00    0.29575E+02    0.13578E-07    0.41444E-05   -0.50763E-06
   589    0.21936E+04    0.15226E+02    0.00000E+00    0.29829E+02    0.13540E-07    0.41896E-05   -0.52054E-06
   590    0.21852E+04    0.15493E+02    0.00000E+00    0.30052E+02    0.13503E-07    0.42353E-05   -0.53336E-06
   591    0.21768E+04    0.15765E+02    0.00000E+00    0.30243E+02    0.13465E-07    0.42815E-05   -0.54609E-06
   592    0.21683E+04    0.16036E+02    0.00000E+00    0.30403E+02    0.13427E-07    0.43283E-05   -0.55872E-06
   593    0.21597E+04    0.16312E+02    0.00000E+00    0.30534E+02    0.13390E-07    0.43755E-05   -0.57125E-06
   594    0.21510E+04    0.16589E+02    0.00000E+00    0.30632E+02    0.13353E-07    0.44233E-05   -0.58368E-06
   595    0.21422E+04    0.16867E+02    0.00000E+00    0.30699E+02    0.13316E-07    0.44715E-05   -0.59601E-06
   596    0.21336E+04    0.17148E+02    0.00000E+00    0.30734E+02    0.13279E-07    0.45202E-05   -0.60823E-06
   597    0.21248E+04    0.17429E+02    0.00000E+00    0.30738E+02    0.13242E-07    0.45694E-05   -0.62035E-06
   598    0.21162E+04    0.17713E+02    0.00000E+00    0.30711E+02    0.13206E-07    0.46190E-05   -0.63236E-06
   599    0.21075E+04    0.17998E+02    0.00000E+00    0.30652E+02    0.13169E-07    0.46690E-05   -0.64425E-06
   600    0.20986E+04    0.18285E+02    0.00000E+00    0.30561E+02    0.13133E-07    0.47195E-05   -0.65603E-06
   601    0.20898E+04    0.18573E+02    0.00000E+00    0.30438E+02    0.13097E-07    0.47704E-05   -0.66770E-06
   602    0.20810E+04    0.18861E+02    0.00000E+00    0.30282E+02    0.13061E-07    0.48217E-05   -0.67925E-06
   603    0.20720E+04    0.19152E+02    0.00000E+00    0.30097E+02    0.13025E-07    0.48734E-05   -0.69069E-06
   604    0.20633E+04    0.19443E+02    0.00000E+00    0.29878E+02    0.12989E-07    0.49254E-05   -0.70201E-06
   605    0.20544E+04    0.19734E+02    0.00000E+00    0.29628E+02    0.12954E-07    0.49778E-05   -0.71321E-06
   606    0.20456E+04    0.20026E+02    0.00000E+00    0.29346E+02    0.12918E-07    0.50306E-05   -0.72429E-06
   607    0.20366E+04    0.20319E+02    0.00000E+00    0.29032E+02    0.12883E-07    0.50837E-05   -0.73525E-06
   608    0.20278E+04    0.20613E+02    0.00000E+00    0.28686E+02    0.12848E-07    0.51372E-05   -0.74610E-06
   609    0.20191E+04    0.20907E+02    0.00000E+00    0.28308E+02    0.12813E-07    0.51910E-05   -0.75682E-06
   610    0.20103E+04    0.21200E+02    0.00000E+00    0.27898E+02    0.12778E-07    0.52451E-05   -0.76742E-06
   611    0.20016E+04    0.21494E+02    0.00000E+00    0.27456E+02    0.12743E-07    0.52994E-05   -0.77790E-06
   612    0.19929E+04    0.21789E+02    0.00000E+00    0.26985E+02    0.12709E-07    0.53541E-05   -0.78826E-06
   613    0.19842E+04    0.22081E+02    0.00000E+00    0.26480E+02    0.12674E-07    0.54090E-05   -0.79850E-06
   614    0.19756E+04    0.22375E+02    0.00000E+00    0.25944E+02    0.12640E-07    0.54642E-05   -0.80861E-06
   615    0.19670E+04    0.22667E+02    0.00000E+00    0.25377E+02    0.12606E-07    0.55197E-05   -0.81859E-06
   616    0.19584E+04    0.22960E+02    0.00000E+00    0.24779E+02    0.12572E-07    0.55754E-05   -0.82846E-06
   617    0.19500E+04    0.23253E+02    0.00000E+00    0.24151E+02    0.12538E-07    0.56313E-05   -0.83820E-06
   618    0.19416E+04    0.23545E+02    0.00000E+00    0.23491E+02    0.12504E-07    0.56874E-05   -0.84781E-06
   619    0.19332E+04    0.23837E+02    0.00000E+00    0.22803E+02    0.12470E-07    0.57437E-05   -0.85729E-06
   620    0.19250E+04    0.24126E+02    0.00000E+00    0.22084E+02    0.12437E-07    0.58003E-05   -0.86665E-06
   621    0.19167E+04    0.24416E+02    0.00000E+00    0.21335E+02    0.12403E-07    0.58570E-05   -0.87588E-06
   622    0.19086E+04    0.24704E+02    0.00000E+00    0.20555E+02    0.12370E-07    0.59138E-05   -0.88498E-06
   623    0.19006E+04    0.24990E+02    0.00000E+00    0.19748E+02    0.12337E-07    0.59708E-05   -0.89395E-06
   624    0.18926E+04    0.25274E+02    0.00000E+00    0.18911E+02    0.12304E-07    0.60280E-05   -0.90279E-06
   625    0.18847E+04    0.25558E+02    0.00000E+00    0.18045E+02    0.12271E-07    0.60853E-05   -0.91150E-06
   626    0.18769E+04    0.25840E+02    0.00000E+00    0.17151E+02    0.12238E-07    0.61427E-05   -0.92008E-06
   627    0.18692E+04    0.26120E+02    0.00000E+00    0.16228E+02    0.12206E-07    0.62003E-05   -0.92853E-06
   628    0.18616E+04    0.26398E+02    0.00000E+00    0.15278E+02    0.12173E-07    0.62579E-05   -0.93685E-06
   629    0.18542E+04    0.26674E+02    0.00000E+00    0.14300E+02    0.12141E-07    0.63156E-05   -0.94503E-06
   630    0.18467E+04    0.26948E+02    0.00000E+00    0.13294E+02    0.12109E-07    0.63734E-05   -0.95308E-06
   631    0.18394E+04    0.27220E+02    0.00000E+00    0.12263E+02    0.12076E-07    0.64312E-05   -0.96100E-06
   632    0.18323E+04    0.27489E+02    0.00000E+00    0.11204E+02    0.12045E-07    0.64891E-05   -0.96878E-06
   633    0.18252E+04    0.27757E+02    0.00000E+00    0.10121E+02    0.12013E-07    0.65471E-05   -0.97642E-06
   634    0.18183E+04    0.28020E+02    0.00000E+00    0.90114E+01    0.11981E-07    0.66050E-05   -0.98393E-06
   635    0.18115E+04    0.28283E+02    0.00000E+00    0.78772E+01    0.11949E-07    0.66630E-05   -0.99131E-06
   636    0.18048E+04    0.28543E+02    0.00000E+00    0.67188E+01    0.11918E-07    0.67210E-05   -0.99854E-06
   637    0.17982E+04    0.28798E+02    0.00000E+00    0.55353E+01    0.11886E-07    0.67790E-05   -0.10056E-05
   638    0.17918E+04    0.29053E+02    0.00000E+00    0.43291E+01    0.11855E-07    0.68369E-05   -0.10126E-05
   639    0.17855E+04    0.29303E+02    0.00000E+00    0.30991E+01    0.11824E-07    0.68949E-05   -0.10194E-05
   640    0.17794E+04    0.29551E+02    0.00000E+00    0.18468E+01    0.11793E-07    0.69527E-05   -0.10261E-05
   641    0.17734E+04    0.29795E+02    0.00000E+00    0.57225E+00    0.11762E-07    0.70106E-05   -0.10326E-05
   642    0.17675E+04    0.30036E+02    0.00000E+00   -0.72390E+00    0.11731E-07    0.70683E-05   -0.10390E-05
   643    0.17618E+04    0.30274E+02    0.00000E+00   -0.20411E+01    0.11701E-07    0.71260E-05   -0.10453E-05
   644    0.17563E+04    0.30507E+02    0.00000E+00   -0.33789E+01    0.11670E-07    0.71836E-05   -0.10514E-05
   645    0.17508E+04    0.30737E+02    0.00000E+00   -0.47368E+01    0.11640E-07    0.72411E-05   -0.10574E-05
   646    0.17455E+04    0.30963E+02    0.00000E+00   -0.61143E+01    0.11610E-07    0.72985E-05   -0.10632E-05
   647    0.17405E+04    0.31186E+02    0.00000E+00   -0.75112E+01    0.11579E-07    0.73557E-05   -0.10689E-05
   648    0.17355E+04    0.31405E+02    0.00000E+00   -0.89256E+01    0.11549E-07    0.74128E-05   -0.10744E-05
   649    0.17307E+04    0.31619E+02    0.00000E+00   -0.10358E+02    0.11519E-07    0.74698E-05   -0.10798E-05
   650    0.17261E+04    0.31829E+02    0.00000E+00   -0.11808E+02    0.11489E-07    0.75266E-05   -0.10850E-05
   651    0.17217E+04    0.32037E+02    0.00000E+00   -0.13275E+02    0.11460E-07    0.75832E-05   -0.10901E-05
   652    0.17174E+04    0.32239E+02    0.00000E+00   -0.14757E+02    0.11430E-07    0.76397E-05   -0.10951E-05
   653    0.17133E+04    0.32436E+02    0.00000E+00   -0.16255E+02    0.11401E-07    0.76959E-05   -0.10999E-05
   654    0.17093E+04    0.32630E+02    0.00000E+00   -0.17766E+02    0.11371E-07    0.77520E-05   -0.11046E-05
   655    0.17055E+04    0.32819E+02    0.00000E+00   -0.19292E+02    0.11342E-07    0.78079E-05   -0.11091E-05
   656    0.17020E+04    0.33003E+02    0.00000E+00   -0.20832E+02    0.11313E-07    0.78635E-05   -0.11134E-05
   657    0.16985E+04    0.33183E+02    0.00000E+00   -0.22384E+02    0.11284E-07    0.79190E-05   -0.11177E-05
   658    0.16952E+04    0.33358E+02    0.00000E+00   -0.23948E+02    0.11255E-07    0.79742E-05   -0.11218E-05
   659    0.16922E+04    0.33529E+02    0.00000E+00   -0.25523E+02    0.11226E-07    0.80292E-05   -0.11257E-05
   660    0.16894E+04    0.33694E+02    0.00000E+00   -0.27109E+02    0.11197E-07    0.80839E-05   -0.11295E-05
   661    0.16866E+04    0.33854E+02    0.00000E+00   -0.28704E+02    0.11169E-07    0.81385E-05   -0.11331E-05
   662    0.16841E+04    0.34010E+02    0.00000E+00   -0.30310E+02    0.11140E-07    0.81927E-05   -0.11366E-05
   663    0.16818E+04    0.34161E+02    0.00000E+00   -0.31925E+02    0.11112E-07    0.82467E-05   -0.11400E-05
   664    0.16796E+04    0.34306E+02    0.00000E+00   -0.33547E+02    0.11083E-07    0.83004E-05   -0.11432E-05
   665    0.16776E+04    0.34445E+02    0.00000E+00   -0.35176E+02    0.11055E-07    0.83539E-05   -0.11463E-05
   666    0.16759E+04    0.34580E+02    0.00000E+00   -0.36812E+02    0.11027E-07    0.84070E-05   -0.11493E-05
   667    0.16743E+04    0.34710E+02    0.00000E+00   -0.38455E+02    0.10999E-07    0.84599E-05   -0.11521E-05
   668    0.16728E+04    0.34834E+02    0.00000E+00   -0.40102E+02    0.10971E-07    0.85125E-05   -0.11547E-05
   669    0.16716E+04    0.34953E+02    0.00000E+00   -0.41755E+02    0.10944E-07    0.85648E-05   -0.11572E-05
   670    0.16705E+04    0.35066E+02    0.00000E+00   -0.43409E+02    0.10916E-07    0.86167E-05   -0.11596E-05
   671    0.16697E+04    0.35175E+02    0.00000E+00   -0.45068E+02    0.10888E-07    0.86684E-05   -0.11619E-05
   672    0.16690E+04    0.35277E+02    0.00000E+00   -0.46730E+02    0.10861E-07    0.87197E-05   -0.11640E-05
   673    0.16686E+04    0.35374E+02    0.00000E+00   -0.48393E+02    0.10833E-07    0.87707E-05   -0.11659E-05
   674    0.16683E+04    0.35466E+02    0.00000E+00   -0.50057E+02    0.10806E-07    0.88213E-05   -0.11678E-05
   675    0.16682E+04    0.35552E+02    0.00000E+00   -0.51721E+02    0.10779E-07    0.88716E-05   -0.11694E-05
   676    0.16683E+04    0.35632E+02    0.00000E+00   -0.53384E+02    0.10752E-07    0.89215E-05   -0.11710E-05
   677    0.16685E+04    0.35706E+02    0.00000E+00   -0.55047E+02    0.10725E-07    0.89711E-05   -0.11724E-05
   678    0.16690E+04    0.35774E+02    0.00000E+00   -0.56708E+02    0.10698E-07    0.90203E-05   -0.11737E-05
   679    0.16696E+04    0.35837E+02    0.00000E+00   -0.58366E+02    0.10671E-07    0.90691E-05   -0.11748E-05
   680    0.16706E+04    0.35895E+02    0.00000E+00   -0.60021E+02    0.10645E-07    0.91176E-05   -0.11758E-05
   681    0.16716E+04    0.35946E+02    0.00000E+00   -0.61671E+02    0.10618E-07    0.91656E-05   -0.11767E-05
   682    0.16728E+04    0.35991E+02    0.00000E+00   -0.63318E+02    0.10592E-07    0.92133E-05   -0.11775E-05
   683    0.16743E+04    0.36031E+02    0.00000E+00   -0.64961E+02    0.10565E-07    0.92605E-05   -0.11781E-05
   684    0.16759E+04    0.36064E+02    0.00000E+00   -0.66597E+02    0.10539E-07    0.93073E-05   -0.11785E-05
   685    0.16776E+04    0.36092E+02    0.00000E+00   -0.68227E+02    0.10513E-07    0.93537E-05   -0.11789E-05
   686    0.16795E+04    0.36114E+02    0.00000E+00   -0.69841E+02    0.10487E-07    0.93997E-05   -0.11791E-05
   687    0.16817E+04    0.36130E+02    0.00000E+00   -0.71452E+02    0.10461E-07    0.94452E-05   -0.11791E-05
   688    0.16840E+04    0.36140E+02    0.00000E+00   -0.73056E+02    0.10435E-07    0.94903E-05   -0.11791E-05
   689    0.16865E+04    0.36144E+02    0.00000E+00   -0.74647E+02    0.10409E-07    0.95350E-05   -0.11789E-05
   690    0.16891E+04    0.36143E+02    0.00000E+00   -0.76231E+02    0.10384E-07    0.95791E-05   -0.11785E-05
   691    0.16920E+04    0.36134E+02    0.00000E+00   -0.77802E+02    0.10358E-07    0.96228E-05   -0.11781E-05
   692    0.16950E+04    0.36121E+02    0.00000E+00   -0.79359E+02    0.10332E-07    0.96661E-05   -0.11775E-05
   693    0.16982E+04    0.36101E+02    0.00000E+00   -0.80910E+02    0.10307E-07    0.97088E-05   -0.11768E-05
   694    0.17015E+04    0.36075E+02    0.00000E+00   -0.82441E+02    0.10282E-07    0.97511E-05   -0.11759E-05
   695    0.17051E+04    0.36045E+02    0.00000E+00   -0.83958E+02    0.10256E-07    0.97929E-05   -0.11749E-05
   696    0.17088E+04    0.36008E+02    0.00000E+00   -0.85476E+02    0.10231E-07    0.98341E-05   -0.11738E-05
   697    0.17126E+04    0.35965E+02    0.00000E+00   -0.86967E+02    0.10206E-07    0.98749E-05   -0.11726E-05
   698    0.17166E+04    0.35916E+02    0.00000E+00   -0.88444E+02    0.10181E-07    0.99151E-05   -0.11712E-05
   699    0.17208E+04    0.35862E+02    0.00000E+00   -0.89900E+02    0.10156E-07    0.99549E-05   -0.11697E-05
   700    0.17252E+04    0.35802E+02    0.00000E+00   -0.91343E+02    0.10132E-07    0.99940E-05   -0.11681E-05
   701    0.17297E+04    0.35736E+02    0.00000E+00   -0.92773E+02    0.10107E-07    0.10033E-04   -0.11664E-05
   702    0.17343E+04    0.35665E+02    0.00000E+00   -0.94175E+02    0.10082E-07    0.10071E-04   -0.11645E-05
   703    0.17391E+04    0.35587E+02    0.00000E+00   -0.95578E+02    0.10058E-07    0.10108E-04   -0.11625E-05
   704    0.17441E+04    0.35505E+02    0.00000E+00   -0.96946E+02    0.10033E-07    0.10145E-04   -0.11604E-05
   705    0.17491E+04    0.35416E+02    0.00000E+00   -0.98294E+02    0.10009E-07    0.10182E-04   -0.11581E-05
   706    0.17543E+04    0.35323E+02    0.00000E+00   -0.99628E+02    0.99847E-08    0.10218E-04   -0.11557E-05
   707    0.17597E+04    0.35224E+02    0.00000E+00   -0.10094E+03    0.99605E-08    0.10253E-04   -0.11532E-05
   708    0.17653E+04    0.35119E+02    0.00000E+00   -0.10222E+03    0.99364E-08    0.10288E-04   -0.11506E-05
   709    0.17709E+04    0.35009E+02    0.00000E+00   -0.10349E+03    0.99124E-08    0.10322E-04   -0.11479E-05
   710    0.17767E+04    0.34894E+02    0.00000E+00   -0.10474E+03    0.98885E-08    0.10355E-04   -0.11450E-05
   711    0.17826E+04    0.34773E+02    0.00000E+00   -0.10595E+03    0.98646E-08    0.10388E-04   -0.11420E-05
   712    0.17886E+04    0.34647E+02    0.00000E+00   -0.10716E+03    0.98409E-08    0.10421E-04   -0.11389E-05
   713    0.17949E+04    0.34516E+02    0.00000E+00   -0.10833E+03    0.98172E-08    0.10453E-04   -0.11357E-05
   714    0.18011E+04    0.34380E+02    0.00000E+00   -0.10947E+03    0.97936E-08    0.10484E-04   -0.11324E-05
   715    0.18075E+04    0.34239E+02    0.00000E+00   -0.11060E+03    0.97701E-08    0.10515E-04   -0.11289E-05
   716    0.18140E+04    0.34093E+02    0.00000E+00   -0.11170E+03    0.97467E-08    0.10545E-04   -0.11254E-05
   717    0.18206E+04    0.33942E+02    0.00000E+00   -0.11276E+03    0.97234E-08    0.10574E-04   -0.11217E-05
   718    0.18273E+04    0.33786E+02    0.00000E+00   -0.11381E+03    0.97001E-08    0.10603E-04   -0.11179E-05
   719    0.18342E+04    0.33624E+02    0.00000E+00   -0.11482E+03    0.96769E-08    0.10631E-04   -0.11140E-05
   720    0.18410E+04    0.33459E+02    0.00000E+00   -0.11582E+03    0.96538E-08    0.10658E-04   -0.11100E-05
   721    0.18482E+04    0.33289E+02    0.00000E+00   -0.11677E+03    0.96308E-08    0.10685E-04   -0.11058E-05
   722    0.18553E+04    0.33114E+02    0.00000E+00   -0.11769E+03    0.96079E-08    0.10712E-04   -0.11016E-05
   723    0.18625E+04    0.32936E+02    0.00000E+00   -0.11860E+03    0.95850E-08    0.10737E-04   -0.10973E-05
   724    0.18698E+04    0.32752E+02    0.00000E+00   -0.11947E+03    0.95622E-08    0.10762E-04   -0.10928E-05
   725    0.18771E+04    0.32565E+02    0.00000E+00   -0.12031E+03    0.95395E-08    0.10787E-04   -0.10882E-05
   726    0.18847E+04    0.32375E+02    0.00000E+00   -0.12112E+03    0.95169E-08    0.10810E-04   -0.10836E-05
   727    0.18922E+04    0.32179E+02    0.00000E+00   -0.12190E+03    0.94944E-08    0.10833E-04   -0.10788E-05
   728    0.18998E+04    0.31978E+02    0.00000E+00   -0.12265E+03    0.94719E-08    0.10856E-04   -0.10739E-05
   729    0.19075E+04    0.31774E+02    0.00000E+00   -0.12337E+03    0.94495E-08    0.10878E-04   -0.10689E-05
   730    0.19151E+04    0.31566E+02    0.00000E+00   -0.12406E+03    0.94272E-08    0.10899E-04   -0.10638E-05
   731    0.19230E+04    0.31354E+02    0.00000E+00   -0.12471E+03    0.94050E-08    0.10919E-04   -0.10586E-05
   732    0.19309E+04    0.31140E+02    0.00000E+00   -0.12533E+03    0.93828E-08    0.10939E-04   -0.10533E-05
   733    0.19388E+04    0.30920E+02    0.00000E+00   -0.12592E+03    0.93607E-08    0.10958E-04   -0.10479E-05
   734    0.19468E+04    0.30698E+02    0.00000E+00   -0.12647E+03    0.93387E-08    0.10976E-04   -0.10424E-05
   735    0.19549E+04    0.30472E+02    0.00000E+00   -0.12700E+03    0.93168E-08    0.10994E-04   -0.10368E-05
   736    0.19629E+04    0.30242E+02    0.00000E+00   -0.12748E+03    0.92949E-08    0.11011E-04   -0.10311E-05
   737    0.19710E+04    0.30011E+02    0.00000E+00   -0.12794E+03    0.92731E-08    0.11027E-04   -0.10253E-05
   738    0.19791E+04    0.29776E+02    0.00000E+00   -0.12835E+03    0.92514E-08    0.11043E-04   -0.10194E-05
   739    0.19872E+04    0.29538E+02    0.00000E+00   -0.12874E+03    0.92298E-08    0.11057E-04   -0.10134E-05
   740    0.19954E+04    0.29297E+02    0.00000E+00   -0.12909E+03    0.92082E-08    0.11072E-04   -0.10074E-05
   741    0.20036E+04    0.29052E+02    0.00000E+00   -0.12941E+03    0.91867E-08    0.11085E-04   -0.10012E-05
   742    0.20119E+04    0.28807E+02    0.00000E+00   -0.12969E+03    0.91653E-08    0.11098E-04   -0.99491E-06
   743    0.20201E+04    0.28560E+02    0.00000E+00   -0.12994E+03    0.91440E-08    0.11110E-04   -0.98854E-06
   744    0.20284E+04    0.28310E+02    0.00000E+00   -0.13015E+03    0.91227E-08    0.11121E-04   -0.98208E-06
   745    0.20367E+04    0.28057E+02    0.00000E+00   -0.13034E+03    0.91015E-08    0.11131E-04   -0.97553E-06
   746    0.20449E+04    0.27802E+02    0.00000E+00   -0.13047E+03    0.90803E-08    0.11141E-04   -0.96889E-06
   747    0.20531E+04    0.27545E+02    0.00000E+00   -0.13058E+03    0.90593E-08    0.11150E-04   -0.96215E-06
   748    0.20613E+04    0.27286E+02    0.00000E+00   -0.13065E+03    0.90383E-08    0.11159E-04   -0.95533E-06
   749    0.20696E+04    0.27024E+02    0.00000E+00   -0.13070E+03    0.90174E-08    0.11166E-04   -0.94842E-06
   750    0.20778E+04    0.26762E+02    0.00000E+00   -0.13070E+03    0.89965E-08    0.11173E-04   -0.94142E-06
   751    0.20860E+04    0.26498E+02    0.00000E+00   -0.13067E+03    0.89757E-08    0.11179E-04   -0.93434E-06
   752    0.20943E+04    0.26233E+02    0.00000E+00   -0.13060E+03    0.89550E-08    0.11184E-04   -0.92717E-06
   753    0.21024E+04    0.25966E+02    0.00000E+00   -0.13050E+03    0.89343E-08    0.11189E-04   -0.91992E-06
   754    0.21105E+04    0.25698E+02    0.00000E+00   -0.13036E+03    0.89138E-08    0.11192E-04   -0.91259E-06
   755    0.21187E+04    0.25429E+02    0.00000E+00   -0.13018E+03    0.88932E-08    0.11196E-04   -0.90517E-06
   756    0.21266E+04    0.25159E+02    0.00000E+00   -0.12998E+03    0.88728E-08    0.11198E-04   -0.89768E-06
   757    0.21347E+04    0.24889E+02    0.00000E+00   -0.12973E+03    0.88524E-08    0.11199E-04   -0.89011E-06
   758    0.21426E+04    0.24618E+02    0.00000E+00   -0.12944E+03    0.88321E-08    0.11200E-04   -0.88246E-06
   759    0.21506E+04    0.24345E+02    0.00000E+00   -0.12913E+03    0.88118E-08    0.11200E-04   -0.87474E-06
   760    0.21584E+04    0.24073E+02    0.00000E+00   -0.12878E+03    0.87917E-08    0.11200E-04   -0.86695E-06
   761    0.21662E+04    0.23800E+02    0.00000E+00   -0.12840E+03    0.87715E-08    0.11199E-04   -0.85909E-06
   762    0.21741E+04    0.23527E+02    0.00000E+00   -0.12798E+03    0.87515E-08    0.11197E-04   -0.85115E-06
   763    0.21817E+04    0.23255E+02    0.00000E+00   -0.12752E+03    0.87315E-08    0.11194E-04   -0.84315E-06
   764    0.21893E+04    0.22982E+02    0.00000E+00   -0.12704E+03    0.87116E-08    0.11191E-04   -0.83509E-06
   765    0.21968E+04    0.22709E+02    0.00000E+00   -0.12651E+03    0.86917E-08    0.11187E-04   -0.82695E-06
   766    0.22044E+04    0.22437E+02    0.00000E+00   -0.12596E+03    0.86719E-08    0.11182E-04   -0.81876E-06
   767    0.22117E+04    0.22166E+02    0.00000E+00   -0.12537E+03    0.86522E-08    0.11177E-04   -0.81051E-06
   768    0.22190E+04    0.21895E+02    0.00000E+00   -0.12473E+03    0.86325E-08    0.11171E-04   -0.80219E-06
   769    0.22263E+04    0.21623E+02    0.00000E+00   -0.12408E+03    0.86129E-08    0.11164E-04   -0.79382E-06
   770    0.22334E+04    0.21354E+02    0.00000E+00   -0.12339E+03    0.85934E-08    0.11156E-04   -0.78539E-06
   771    0.22404E+04    0.21085E+02    0.00000E+00   -0.12266E+03    0.85739E-08    0.11149E-04   -0.77690E-06
   772    0.22473E+04    0.20817E+02    0.00000E+00   -0.12189E+03    0.85545E-08    0.11140E-04   -0.76836E-06
   773    0.22541E+04    0.20551E+02    0.00000E+00   -0.12110E+03    0.85351E-08    0.11131E-04   -0.75977E-06
   774    0.22608E+04    0.20286E+02    0.00000E+00   -0.12028E+03    0.85158E-08    0.11121E-04   -0.75113E-06
   775    0.22675E+04    0.20022E+02    0.00000E+00   -0.11943E+03    0.84966E-08    0.11110E-04   -0.74244E-06
   776    0.22739E+04    0.19760E+02    0.00000E+00   -0.11854E+03    0.84774E-08    0.11099E-04   -0.73371E-06
   777    0.22803E+04    0.19500E+02    0.00000E+00   -0.11762E+03    0.84583E-08    0.11087E-04   -0.72492E-06
   778    0.22867E+04    0.19241E+02    0.00000E+00   -0.11667E+03    0.84393E-08    0.11075E-04   -0.71610E-06
   779    0.22928E+04    0.18985E+02    0.00000E+00   -0.11569E+03    0.84203E-08    0.11062E-04   -0.70723E-06
   780    0.22988E+04    0.18729E+02    0.00000E+00   -0.11468E+03    0.84014E-08    0.11049E-04   -0.69832E-06
   781    0.23047E+04    0.18477E+02    0.00000E+00   -0.11364E+03    0.83825E-08    0.11034E-04   -0.68937E-06
   782    0.23104E+04    0.18227E+02    0.00000E+00   -0.11259E+03    0.83637E-08    0.11020E-04   -0.68039E-06
   783    0.23161E+04    0.17979E+02    0.00000E+00   -0.11149E+03    0.83450E-08    0.11004E-04   -0.67137E-06
   784    0.23216E+04    0.17734E+02    0.00000E+00   -0.11036E+03    0.83263E-08    0.10989E-04   -0.66231E-06
   785    0.23269E+04    0.17491E+02    0.00000E+00   -0.10921E+03    0.83076E-08    0.10972E-04   -0.65322E-06
   786    0.23321E+04    0.17251E+02    0.00000E+00   -0.10801E+03    0.82891E-08    0.10955E-04   -0.64410E-06
   787    0.23372E+04    0.17014E+02    0.00000E+00   -0.10679E+03    0.82706E-08    0.10938E-04   -0.63495E-06
   788    0.23420E+04    0.16779E+02    0.00000E+00   -0.10556E+03    0.82521E-08    0.10920E-04   -0.62577E-06
